sequence,v115@zgC8GeB8HeC8EeE8DeG8DeB8Je37IvhFchB6iBTeBd?nBWrBxwB,v115@zgC8GeB8HeC8EeE8DeG8DeB8Je9AJvhFSiBTeBxmBe?mBUsB3rB,v115@zgC8GeB8HeC8EeE8DeG8DeB8Je9AJvhFSiBTeBxmBe?mB3rBUsB,v115@zgC8GeB8HeC8EeE8DeG8DeB8Je9AJvhFyhB+iBTeBX?mB0mBxwB,v115@zgC8GeB8HeC8EeE8DeG8DeB8Je9AJvhFxcBTeBcnBX?mBWxBirB,v115@zgC8GeB8HeC8EeE8DeG8DeB8Je9AJvhFOhBXdBTeBc?nBSrBxwB,v115@zgC8GeB8HeC8EeE8DeG8DeB8Je9AJvhFTcBSjBxmBe?nBUrB3sB,v115@zgC8GeB8HeC8EeE8DeG8DeB8JeR8IvhF9iBTeB0gB+?rBKsBXrB,v115@zgC8GeB8HeC8EeE8DeG8DeB8Je9AJvhFicBGeBxmBz?mBUrB3sB,v115@zgC8GeB8HeC8EeE8DeG8DeB8JeR8IvhF9iBTeBXhB+?rBKsB0qB,v115@zgC8GeB8HeC8EeE8DeG8DeB8JeR8IvhF9iBTeB6lBO?mB3rBUsB,v115@zgC8GeB8HeC8EeE8DeG8DeB8Je9AJvhFTeB3hBcnBe?mBCnBxwB,v115@zgC8GeB8HeC8EeE8DeG8DeB8Je9AJvhF6iBTeBmhBX?mB0mBxwB,v115@zgC8GeB8HeC8EeE8DeG8DeB8Je37IvhF5hBTeB8lBN?nB2wB6sB,v115@zgC8GeB8HeC8EeE8DeG8DeB8Je38IvhF9iBTeB6lBm?mBUmBxwB,v115@zgC8GeB8HeC8EeE8DeG8DeB8Je9AJvhFxdBmhBCjBX?mBUsBTrB,v115@zgC8GeB8HeC8EeE8DeG8DeB8Je9AJvhFyhB+iBTeB0?mBXmBxwB,v115@zgC8GeB8HeC8EeE8DeG8DeB8JeR8IvhFTeB6lBOrBX?nB9sB0rB,v115@zgC8GeB8HeC8EeE8DeG8DeB8Je37IvhFuhB9iBTeB8?lByrBxwB,v115@zgC8GeB8HeC8EeE8DeG8DeB8JeR8IvhFTeB6lBcmBX?nB9sB2wB,v115@zgC8GeB8HeC8EeE8DeG8DeB8JeuBJvhFTeB0gBRrBX?sBarB9sB,v115@zgC8GeB8HeC8EeE8DeG8DeB8Je9AJvhFTeBXmB8rB5?nBmrBirB,v115@zgC8GeB8HeC8EeE8DeG8DeB8Je9AJvhFicBGeBUiBR?rBTrB3sB,v115@zgC8GeB8HeC8EeE8DeG8DeB8Je9AJvhFTeBxhBcnBX?mBWxBirB,v115@zgC8GeB8HeC8EeE8DeG8DeB8Je9AJvhFxcBTeBXmB8?rB+sBirB
ZOSLIJT,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
ZOSLJTI,X,X,X,X,X,O,X,O,X,X,O,X,X,O,X,X,X,O,X,O,X,X,X,X,X
ZOSLJIT,X,X,X,X,X,O,X,X,X,X,O,X,X,O,X,X,X,O,X,O,X,X,X,X,X
ZOSJTIL,O,X,X,X,O,O,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,O,X,X,O
ZOSJTLI,O,X,X,O,O,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,O
ZOSJITL,O,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,O
ZOSJILT,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZOSJLTI,O,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O
ZOSJLIT,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OTILJSZ,O,O,O,O,X,O,X,O,X,O,O,X,O,X,O,X,O,X,O,X,X,X,O,X,X
OTILJZS,O,O,O,O,X,O,X,O,X,O,X,X,X,X,O,X,O,X,O,X,X,X,O,X,X
OTILSJZ,O,O,O,O,X,O,X,O,X,O,O,X,O,X,O,X,X,X,O,X,X,X,O,X,X
OTILSZJ,O,X,O,X,X,O,X,X,X,X,O,X,O,X,O,X,X,X,O,X,X,X,O,X,X
OTILZJS,O,O,O,X,X,O,O,O,X,O,X,X,X,X,O,X,O,X,O,X,X,X,O,X,X
OTILZSJ,O,O,X,X,X,O,O,X,X,X,O,O,O,X,O,X,X,X,O,X,X,X,O,X,X
OTIJLSZ,O,O,O,O,X,O,X,O,X,O,O,X,O,X,O,X,O,X,O,X,X,X,O,X,X
OTIJLZS,O,O,O,O,X,O,X,O,X,O,X,X,X,X,O,X,O,X,O,X,X,X,O,X,X
OTIJSLZ,O,O,O,O,X,X,X,X,X,X,O,X,O,X,X,X,O,X,O,X,X,X,O,X,X
OTIJSZL,O,O,O,O,X,X,X,X,X,X,O,X,O,X,X,X,O,X,O,X,X,X,O,X,X
OTIJZLS,O,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X,O,X,O,X,X,X,O,X,X
OTIJZSL,O,O,O,O,X,O,X,X,O,X,X,O,X,X,X,X,O,X,O,X,X,X,O,X,X
OTISLJZ,O,O,O,O,X,O,X,O,X,O,O,X,O,X,O,X,X,X,O,X,X,X,O,X,X
OTISLZJ,O,X,O,X,X,O,X,X,X,X,O,X,O,X,O,X,X,X,O,X,X,X,O,O,X
OTISJLZ,O,O,O,O,X,X,X,X,X,X,O,X,O,X,X,X,O,X,O,X,X,X,O,X,X
OTISJZL,O,O,O,O,X,X,X,X,X,X,O,X,O,X,X,X,O,X,O,X,X,X,O,O,X
OTISZLJ,O,O,O,X,O,O,X,X,X,X,O,O,O,X,X,X,X,X,O,X,X,O,O,O,X
OTISZJL,O,O,O,O,O,O,X,X,X,X,O,O,O,X,X,X,O,X,O,X,X,O,O,O,X
OTIZLJS,O,O,O,X,X,O,O,O,O,O,X,X,X,X,O,X,O,X,O,X,X,X,O,X,X
OTIZLSJ,O,O,X,X,O,O,O,X,O,X,O,O,O,X,O,X,X,X,O,X,X,X,O,X,X
OTIZJLS,O,O,O,O,X,O,O,X,O,X,X,X,X,X,X,X,O,X,O,X,X,X,O,X,X
OTIZJSL,O,O,O,O,O,O,O,X,O,X,X,O,X,X,X,X,O,X,O,X,X,X,O,X,X
OTIZSLJ,O,O,O,X,O,O,O,X,O,X,O,O,O,X,X,X,X,X,O,X,X,X,O,X,X
OTIZSJL,O,O,O,O,O,O,O,X,O,X,O,O,O,X,X,X,O,X,O,X,X,X,O,X,X
OTLIJSZ,O,O,O,O,X,O,X,O,X,O,O,X,O,X,O,X,O,X,O,X,X,X,X,X,X
OTLIJZS,O,O,O,O,X,O,X,O,X,O,X,X,X,X,O,X,O,X,O,X,X,X,X,X,X
OTLISJZ,O,O,O,O,X,O,X,O,X,O,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X
OTLISZJ,O,X,O,X,X,O,X,X,X,X,O,X,O,X,O,O,X,X,O,X,X,X,X,X,X
OTLIZJS,O,O,O,X,X,O,O,O,X,O,X,X,X,X,O,O,O,X,O,X,X,X,X,X,X
OTLIZSJ,O,O,X,X,X,O,O,X,X,X,O,O,O,X,O,X,X,X,O,X,X,X,X,X,X
OTLJISZ,O,X,X,O,X,X,X,O,X,O,O,X,O,X,O,X,O,X,O,X,X,X,X,X,X
OTLJIZS,O,X,X,O,X,O,X,O,X,O,X,X,X,X,O,X,O,X,O,X,X,X,X,X,X
OTLJSIZ,O,X,X,O,X,X,X,O,X,O,O,X,O,X,O,X,O,O,X,X,X,X,X,X,X
OTLJSZI,O,X,X,O,X,O,X,O,X,O,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X
OTLJZIS,O,X,X,O,X,O,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
OTLJZSI,O,X,X,O,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTLSIJZ,X,X,O,X,X,X,X,O,X,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
OTLSIZJ,X,X,O,X,X,X,X,X,X,X,O,X,O,X,O,O,X,X,O,X,X,X,X,O,X
OTLSJIZ,X,X,X,O,X,X,X,O,X,O,O,X,O,X,O,X,X,O,X,X,X,X,X,X,X
OTLSJZI,X,X,X,O,X,O,X,O,X,O,O,X,O,X,X,O,X,O,X,X,X,X,X,X,X
OTLSZIJ,X,X,X,X,O,O,X,X,X,X,O,X,X,X,O,X,X,X,X,O,X,O,X,X,X
OTLSZJI,X,X,X,X,O,O,X,X,X,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X
OTLZIJS,X,O,X,X,X,O,O,O,X,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X
OTLZISJ,X,O,X,X,O,O,O,X,X,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X
OTLZJIS,X,X,X,X,X,O,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
OTLZJSI,X,X,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTLZSIJ,X,X,X,X,O,O,X,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X
OTLZSJI,X,X,X,X,O,O,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
OTJILSZ,O,O,O,O,X,O,X,O,X,O,O,X,O,X,O,X,O,X,O,X,X,X,O,X,X
OTJILZS,O,O,O,O,X,O,X,O,X,O,X,X,X,O,O,X,O,X,O,X,X,X,O,X,X
OTJISLZ,O,O,O,O,X,X,X,X,X,X,O,X,O,X,X,X,O,X,O,X,X,X,O,X,X
OTJISZL,O,O,O,O,X,X,X,X,X,X,O,X,O,O,X,X,O,X,O,X,X,X,O,X,X
OTJIZLS,O,O,O,O,X,O,X,X,O,X,X,X,X,O,X,X,O,X,O,X,X,X,O,X,X
OTJIZSL,O,O,O,O,X,O,X,X,O,X,X,O,X,O,X,X,O,X,O,X,X,X,O,X,X
OTJLISZ,O,X,X,O,X,X,X,O,X,O,O,X,O,X,O,X,O,X,O,X,X,X,X,X,X
OTJLIZS,O,X,X,O,X,O,X,O,X,O,X,X,X,O,O,X,O,X,O,X,X,X,X,X,X
OTJLSIZ,O,X,X,O,X,X,X,O,X,O,O,X,O,X,O,X,O,X,X,X,X,X,X,X,X
OTJLSZI,O,X,X,O,X,O,X,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
OTJLZIS,O,X,X,O,X,O,X,O,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
OTJLZSI,O,X,X,O,X,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OTJSILZ,O,X,O,O,X,X,X,X,X,X,O,X,O,X,X,X,O,X,O,X,X,X,X,O,X
OTJSIZL,O,X,O,O,O,X,X,X,X,X,O,X,X,O,X,X,O,X,O,X,X,X,X,O,X
OTJSLIZ,O,X,X,O,X,X,X,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X,O,X
OTJSLZI,O,X,X,O,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
OTJSZIL,O,X,X,X,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,O,X,O,X
OTJSZLI,O,X,X,O,O,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
OTJZILS,O,O,X,O,X,O,X,X,O,X,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X
OTJZISL,O,O,X,O,O,O,X,X,O,X,X,O,X,O,X,X,O,X,O,X,X,X,X,X,X
OTJZLIS,O,X,X,O,X,O,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
OTJZLSI,O,X,X,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OTJZSIL,O,X,X,X,O,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
OTJZSLI,O,X,X,O,O,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
OTSILJZ,X,O,O,O,X,O,X,O,X,O,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X
OTSILZJ,X,X,O,X,X,O,X,X,X,X,O,X,O,X,O,X,X,X,O,X,X,X,X,O,X
OTSIJLZ,X,O,O,O,X,X,X,X,X,X,O,X,O,X,X,X,O,X,O,X,X,X,X,X,X
OTSIJZL,O,O,O,O,X,X,X,X,X,X,O,X,O,X,X,X,O,X,O,X,X,X,X,O,X
OTSIZLJ,X,O,O,X,O,O,X,X,X,X,O,O,O,X,X,X,X,X,O,X,X,O,X,O,X
OTSIZJL,X,O,O,O,O,O,X,X,X,X,O,O,O,X,X,X,O,X,O,X,X,O,X,O,X
OTSLIJZ,X,X,O,X,X,X,X,O,X,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
OTSLIZJ,X,X,O,X,X,X,X,X,X,X,O,X,O,X,O,O,X,X,O,X,X,X,X,O,X
OTSLJIZ,X,X,X,O,X,X,X,O,X,O,O,X,O,X,O,X,X,O,X,X,X,X,X,X,X
OTSLJZI,X,X,X,O,X,O,X,O,X,O,O,X,O,X,X,O,X,O,X,X,X,X,X,X,X
OTSLZIJ,X,X,X,X,O,O,X,X,X,X,O,X,X,X,O,X,X,X,X,O,X,O,X,X,X
OTSLZJI,X,X,X,X,O,O,X,X,X,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X
OTSJILZ,X,X,O,O,X,X,X,X,X,X,O,X,O,X,X,X,O,X,O,X,X,X,X,X,X
OTSJIZL,X,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,O,X,O,X,X,X,X,O,X
OTSJLIZ,X,X,X,O,X,X,X,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X
OTSJLZI,X,X,X,O,X,X,X,X,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X
OTSJZIL,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X
OTSJZLI,O,X,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
OTSZILJ,X,O,O,X,O,O,X,X,X,X,O,O,X,X,X,X,X,X,O,X,X,O,X,O,X
OTSZIJL,X,O,O,X,O,O,X,X,X,X,O,O,X,X,X,X,X,X,O,X,X,O,X,O,X
OTSZLIJ,X,X,X,X,O,O,X,X,X,X,O,O,X,X,X,O,X,X,X,X,X,O,X,X,X
OTSZLJI,X,X,X,X,O,O,X,X,X,X,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
OTSZJIL,X,X,X,X,O,O,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,O,X,X,O
OTSZJLI,X,X,X,O,O,O,X,X,X,X,X,O,O,O,X,O,X,X,X,X,X,X,X,X,O
OTZILJS,X,O,O,X,X,O,O,O,O,O,X,X,X,X,O,X,O,X,O,X,X,X,X,X,X
OTZILSJ,X,O,X,X,O,O,O,X,O,X,O,O,O,X,O,X,X,X,O,X,X,X,X,X,X
OTZIJLS,X,O,O,O,X,O,O,X,O,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X
OTZIJSL,X,O,O,O,O,O,O,X,O,X,X,O,X,X,X,X,O,X,O,X,X,X,X,X,X
OTZISLJ,X,O,O,X,O,O,O,X,O,X,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X
OTZISJL,X,O,O,O,O,O,O,X,O,X,O,O,O,X,X,X,O,X,O,X,X,X,X,X,X
OTZLIJS,X,O,X,X,X,O,O,O,X,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X
OTZLISJ,X,O,X,X,O,O,O,X,X,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X
OTZLJIS,X,X,X,X,X,O,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
OTZLJSI,X,X,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTZLSIJ,X,X,X,X,O,O,X,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X
OTZLSJI,X,X,X,X,O,O,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
OTZJILS,X,O,X,O,X,O,X,X,O,X,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X
OTZJISL,X,O,X,O,O,O,X,X,O,X,X,O,X,O,X,X,O,X,O,X,X,X,X,X,X
OTZJLIS,X,X,X,O,X,O,X,X,X,X,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X
OTZJLSI,X,X,X,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OTZJSIL,X,X,X,X,O,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
OTZJSLI,X,X,X,O,O,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
OTZSILJ,X,O,O,X,O,O,X,X,X,X,O,O,X,X,X,X,X,X,O,X,X,O,X,O,X
OTZSIJL,X,O,O,X,O,O,X,X,X,X,O,O,X,X,X,X,X,X,O,X,X,O,X,O,X
OTZSLIJ,X,X,X,X,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X
OTZSLJI,X,X,X,X,O,O,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
OTZSJIL,X,X,X,X,O,O,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,O,X,X,X
OTZSJLI,X,X,X,O,O,O,X,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X
OITLJSZ,O,O,O,O,X,O,X,O,X,O,O,X,O,X,O,X,O,X,O,X,X,X,O,X,X
OITLJZS,O,O,O,O,X,O,X,O,X,O,X,X,X,X,O,X,O,X,O,X,X,X,O,X,X
OITLSJZ,O,O,O,O,X,O,X,O,X,O,O,X,O,X,O,X,X,X,O,X,X,X,O,X,X
OITLSZJ,O,X,O,X,X,O,X,X,X,X,O,X,O,X,O,X,X,X,O,X,X,X,O,X,X
OITLZJS,O,O,O,X,X,O,O,O,X,O,X,X,X,X,O,X,O,X,O,X,X,X,O,X,X
OITLZSJ,O,O,X,X,X,O,O,X,X,X,O,O,O,X,O,X,X,X,O,X,X,X,O,X,X
OITJLSZ,O,O,O,O,X,O,X,O,X,O,O,X,O,X,O,X,O,X,O,X,X,X,O,X,X
OITJLZS,O,O,O,O,X,O,X,O,X,O,X,X,X,X,O,X,O,X,O,X,X,X,O,X,X
OITJSLZ,O,O,O,O,X,X,X,X,X,X,O,X,O,X,X,X,O,X,O,X,X,X,O,X,X
OITJSZL,O,O,O,O,X,X,X,X,X,X,O,X,O,X,X,X,O,X,O,X,X,X,O,X,X
OITJZLS,O,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X,O,X,O,X,X,X,O,X,X
OITJZSL,O,O,O,O,X,O,X,X,O,X,X,O,X,X,X,X,O,X,O,X,X,X,O,X,X
OITSLJZ,O,O,O,O,X,O,X,O,X,O,O,X,O,X,O,X,X,X,O,X,X,X,O,X,X
OITSLZJ,O,X,O,X,X,O,X,X,X,X,O,X,O,X,O,X,X,X,O,X,X,X,O,O,X
OITSJLZ,O,O,O,O,X,X,X,X,X,X,O,X,O,X,X,X,O,X,O,X,X,X,O,X,X
OITSJZL,O,O,O,O,X,X,X,X,X,X,O,X,O,X,X,X,O,X,O,X,X,X,O,O,X
OITSZLJ,O,O,O,X,O,O,X,X,X,X,O,O,O,X,X,X,X,X,O,X,X,O,O,O,X
OITSZJL,O,O,O,O,O,O,X,X,X,X,O,O,O,X,X,X,O,X,O,X,X,O,O,O,X
OITZLJS,O,O,O,X,X,O,O,O,O,O,X,X,X,X,O,X,O,X,O,X,X,X,O,X,X
OITZLSJ,O,O,X,X,O,O,O,X,O,X,O,O,O,X,O,X,X,X,O,X,X,X,O,X,X
OITZJLS,O,O,O,O,X,O,O,X,O,X,X,X,X,X,X,X,O,X,O,X,X,X,O,X,X
OITZJSL,O,O,O,O,O,O,O,X,O,X,X,O,X,X,X,X,O,X,O,X,X,X,O,X,X
OITZSLJ,O,O,O,X,O,O,O,X,O,X,O,O,O,X,X,X,X,X,O,X,X,X,O,X,X
OITZSJL,O,O,O,O,O,O,O,X,O,X,O,O,O,X,X,X,O,X,O,X,X,X,O,X,X
OILTJSZ,O,O,O,O,X,O,X,O,X,O,O,X,O,X,O,X,O,X,O,X,X,X,O,X,X
OILTJZS,O,O,O,O,X,O,X,O,X,O,X,X,X,X,O,X,O,X,O,X,X,X,O,X,X
OILTSJZ,O,O,O,O,X,O,X,O,X,O,O,X,O,X,O,X,X,X,O,X,X,X,O,X,X
OILTSZJ,O,X,O,X,X,O,X,X,X,X,O,X,O,X,O,X,X,X,O,X,X,X,O,X,X
OILTZJS,O,O,O,X,X,O,O,O,X,O,X,X,X,X,O,X,O,X,O,X,X,X,O,X,X
OILTZSJ,O,O,X,X,X,O,O,X,X,X,O,O,O,X,O,X,X,X,O,X,X,X,O,X,X
OILJTSZ,O,O,O,O,X,O,X,O,X,O,X,X,O,X,O,X,O,X,O,X,X,X,O,X,X
OILJTZS,O,O,O,O,X,O,X,O,X,O,X,X,X,X,O,X,O,X,O,X,X,X,O,X,X
OILJSTZ,O,X,X,O,X,X,X,X,X,O,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X
OILJSZT,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
OILJZTS,O,X,X,X,X,O,X,O,X,X,X,X,X,X,O,X,O,X,O,X,X,X,O,X,X
OILJZST,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
OILSTJZ,O,O,O,O,X,O,X,X,X,X,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X
OILSTZJ,O,X,X,X,X,O,X,X,X,X,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X
OILSJTZ,O,X,X,O,X,X,X,X,X,X,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X
OILSJZT,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
OILSZTJ,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,O,O,X,X,X,X,X
OILSZJT,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X
OILZTJS,O,O,O,X,X,O,X,X,X,X,X,X,X,X,O,X,O,X,O,X,X,X,O,X,X
OILZTSJ,O,X,X,X,X,O,X,X,X,X,X,O,O,X,O,X,X,X,O,X,X,X,O,X,X
OILZJTS,O,X,X,X,X,O,X,O,X,X,X,X,X,X,O,X,O,X,O,X,X,X,O,X,X
OILZJST,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
OILZSTJ,X,X,X,X,X,O,X,X,X,X,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X
OILZSJT,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
OIJTLSZ,O,O,O,O,X,O,X,X,X,X,X,X,O,X,O,X,O,X,O,X,X,X,O,X,X
OIJTLZS,O,O,O,O,X,O,X,X,X,X,X,X,X,O,O,X,O,X,O,X,X,X,O,X,X
OIJTSLZ,O,O,O,O,X,X,X,X,X,X,X,X,O,X,X,X,O,X,O,X,X,X,O,X,X
OIJTSZL,O,O,O,O,X,X,X,X,X,X,X,X,O,O,X,X,O,X,O,X,X,X,O,X,X
OIJTZLS,O,O,O,O,X,O,X,X,O,X,X,X,X,O,X,X,O,X,O,X,X,X,O,X,X
OIJTZSL,O,O,O,O,X,O,X,X,O,X,X,O,X,O,X,X,O,X,O,X,X,X,O,X,X
OIJLTSZ,O,O,O,O,X,O,X,X,X,X,X,X,O,X,O,X,O,X,O,X,X,X,O,X,X
OIJLTZS,O,O,O,O,X,O,X,X,X,X,X,X,X,O,O,X,O,X,O,X,X,X,O,X,X
OIJLSTZ,O,X,X,O,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
OIJLSZT,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OIJLZTS,O,X,X,X,X,O,X,X,X,X,X,X,X,O,O,X,O,X,O,X,X,X,O,X,X
OIJLZST,O,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
OIJSTLZ,O,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,O,O,X
OIJSTZL,O,X,X,O,O,X,X,X,X,X,X,X,O,O,X,X,O,X,O,X,X,X,O,O,X
OIJSLTZ,O,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
OIJSLZT,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OIJSZTL,O,X,X,O,O,X,X,X,X,X,X,X,X,O,X,X,O,X,O,X,X,X,O,X,X
OIJSZLT,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OIJZTLS,O,X,X,O,X,O,X,X,X,X,X,X,X,O,X,X,O,X,O,X,X,X,O,X,X
OIJZTSL,O,X,X,O,X,O,X,X,X,X,X,O,X,O,X,X,O,X,O,X,X,X,O,X,X
OIJZLTS,O,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,O,X,X
OIJZLST,O,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OIJZSTL,O,X,X,O,O,O,X,X,X,X,X,O,X,O,X,X,O,X,O,X,X,X,O,X,X
OIJZSLT,O,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OISTLJZ,O,O,O,O,X,O,X,X,X,X,O,X,O,X,O,X,X,X,O,X,X,X,O,X,X
OISTLZJ,O,X,O,X,X,O,X,X,X,X,O,X,O,X,O,X,X,X,O,X,X,X,O,O,X
OISTJLZ,O,O,O,O,X,X,X,X,X,X,O,X,O,X,X,X,O,X,O,X,X,X,O,X,X
OISTJZL,O,O,O,O,X,X,X,X,X,X,O,X,O,X,X,X,O,X,O,X,X,X,O,O,X
OISTZLJ,O,O,O,X,O,O,X,X,X,X,O,O,O,X,X,X,X,X,O,X,X,O,O,O,X
OISTZJL,O,O,O,O,O,O,X,X,X,X,O,O,O,X,X,X,O,X,O,X,X,O,O,O,X
OISLTJZ,O,O,O,O,X,O,X,X,X,X,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X
OISLTZJ,O,X,O,X,X,O,X,X,X,X,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X
OISLJTZ,O,X,O,O,X,X,X,X,X,X,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X
OISLJZT,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
OISLZTJ,X,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,O,O,X,X,X,X,X
OISLZJT,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X
OISJTLZ,O,X,O,O,X,X,X,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X,O,X,X
OISJTZL,O,X,O,O,X,X,X,X,X,X,O,X,O,X,X,X,O,X,O,X,X,X,O,X,X
OISJLTZ,O,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
OISJLZT,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OISJZTL,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,O,X,O,X,X
