sequence,v115@zgA8IeA8IeB8CeB8CeC8AeE8AeD8BeD8Jez6IvhFGc?B/iBajB5jBllBUrB,v115@zgA8IeA8IeB8CeB8CeC8AeE8AeD8BeD8JeC7IvhFmd?B5jB/lBFmB0nBTrB,v115@zgA8IeA8IeB8CeB8CeC8AeE8AeD8BeD8Jez6IvhFmd?B5jB0iBllBfrB6rB,v115@zgA8IeA8IeB8CeB8CeC8AeE8AeD8BeD8Jez6IvhFGd?BRhB6oBXjBllBUrB,v115@zgA8IeA8IeB8CeB8CeC8AeE8AeD8BeD8JeR7IvhFSi?BTeBFgB8lBGoB3rB,v115@zgA8IeA8IeB8CeB8CeC8AeE8AeD8BeD8Jez6IvhFGd?BRhBXjB6oBllBUrB,v115@zgA8IeA8IeB8CeB8CeC8AeE8AeD8BeD8Jex9IvhFFg?BXhB0iB6oBGlBTrB,v115@zgA8IeA8IeB8CeB8CeC8AeE8AeD8BeD8JefAJvhFlb?BidB5jB8lBznB+rB,v115@zgA8IeA8IeB8CeB8CeC8AeE8AeD8BeD8JeSCJvhFTe?BRgBFgB8lBGoB3rB
SIZTJOL,O,O,O,X,X,X,X,O,X
SIZTOLJ,O,O,O,X,X,X,X,O,X
SIZTOJL,O,O,O,X,X,X,X,O,X
SIZLTJO,O,O,X,X,X,X,O,X,X
SIZLTOJ,O,O,X,X,X,X,O,O,X
SIZLJTO,O,O,X,X,X,X,O,X,X
SIZLJOT,O,O,X,X,X,X,X,X,X
SIZLOTJ,O,O,X,X,X,X,O,O,X
SIZLOJT,O,O,X,X,X,X,X,O,X
SIZJTLO,O,O,O,X,X,X,X,X,X
SIZJTOL,O,O,O,X,X,X,X,O,X
SIZJLTO,O,O,X,X,X,X,X,X,X
SIZJLOT,O,O,X,X,X,X,X,X,X
SIZJOTL,X,O,O,X,X,O,X,O,X
SIZJOLT,O,O,X,X,X,O,X,O,X
SIZOTLJ,O,O,O,X,X,X,X,O,X
SIZOTJL,O,O,O,X,X,X,X,O,X
SIZOLTJ,O,O,X,X,X,X,X,O,X
SIZOLJT,O,O,X,X,X,X,X,O,X
SIZOJTL,X,O,O,X,X,O,X,O,X
SIZOJLT,O,O,X,X,X,O,X,O,X
SIOTLJZ,O,X,X,X,X,O,X,X,X
SIOTLZJ,O,O,X,X,X,X,X,X,X
SIOTJLZ,O,X,X,X,X,O,X,X,X
SIOTJZL,O,X,X,X,X,O,X,X,X
SIOTZLJ,O,O,O,X,X,X,X,O,X
SIOTZJL,O,O,O,X,X,O,X,O,X
SIOLTJZ,O,X,X,X,X,X,X,X,X
SIOLTZJ,O,O,X,X,X,X,X,X,X
SIOLJTZ,O,X,X,O,X,O,X,X,X
SIOLJZT,O,X,X,O,X,O,X,X,X
SIOLZTJ,O,O,X,X,X,X,X,O,X
SIOLZJT,O,O,X,X,X,X,X,O,X
SIOJTLZ,O,X,X,X,X,O,X,X,X
SIOJTZL,O,X,X,X,X,O,X,X,X
SIOJLTZ,O,X,X,O,X,O,X,X,X
SIOJLZT,O,X,X,O,X,O,X,X,X
SIOJZTL,X,X,X,X,X,O,X,O,X
SIOJZLT,O,X,X,X,X,O,X,O,X
SIOZTLJ,O,O,O,X,X,X,X,O,X
SIOZTJL,O,O,O,X,X,X,X,O,X
SIOZLTJ,O,O,X,X,X,X,X,O,X
SIOZLJT,O,O,X,X,X,X,X,O,X
SIOZJTL,X,O,O,X,X,O,X,O,X
SIOZJLT,O,O,X,X,X,O,X,O,X
SLTIJZO,O,O,X,X,X,X,X,X,X
SLTIJOZ,O,X,X,O,X,O,X,X,X
SLTIZJO,O,O,X,X,X,X,O,X,X
SLTIZOJ,O,O,X,X,X,X,O,X,X
SLTIOJZ,O,X,X,O,X,O,X,X,X
SLTIOZJ,O,O,X,X,X,X,X,X,X
SLTJIZO,O,O,X,X,X,X,X,X,X
SLTJIOZ,O,X,X,X,X,O,X,X,X
SLTJZIO,O,O,X,X,X,X,O,X,X
SLTJZOI,O,O,X,X,X,X,O,X,X
SLTJOIZ,O,X,X,X,X,X,X,X,X
SLTJOZI,O,X,X,X,X,X,X,X,X
SLTZIJO,O,O,X,X,X,X,O,X,X
SLTZIOJ,O,O,X,X,X,X,O,X,X
SLTZJIO,O,O,X,X,X,X,O,X,X
SLTZJOI,O,O,X,X,X,X,O,X,X
SLTZOIJ,O,O,X,X,X,X,O,X,X
SLTZOJI,O,O,X,X,X,X,O,X,X
SLTOIJZ,O,X,X,O,X,O,X,X,X
SLTOIZJ,O,O,X,X,X,X,X,X,X
SLTOJIZ,O,X,X,X,X,X,X,X,X
SLTOJZI,O,X,X,X,X,X,X,X,X
SLTOZIJ,O,O,X,X,X,X,O,X,X
SLTOZJI,O,O,X,X,X,X,O,X,X
SLITJZO,O,O,X,X,X,X,X,X,X
SLITJOZ,O,X,X,X,X,X,X,X,X
SLITZJO,O,O,X,X,X,X,O,X,X
SLITZOJ,O,O,X,X,X,X,O,X,X
SLITOJZ,O,X,X,X,X,X,X,X,X
SLITOZJ,O,O,X,X,X,X,X,X,X
SLIJTZO,O,O,X,X,X,X,X,X,X
SLIJTOZ,O,X,X,X,X,X,X,X,X
SLIJZTO,O,O,X,X,X,X,X,X,X
SLIJZOT,O,O,X,X,X,X,X,X,X
SLIJOTZ,O,X,X,O,X,O,X,X,X
SLIJOZT,O,X,X,O,X,O,X,X,O
SLIZTJO,O,O,X,X,X,X,O,X,X
SLIZTOJ,O,O,X,X,X,X,O,O,X
SLIZJTO,O,O,X,X,X,X,O,X,X
SLIZJOT,O,O,X,X,X,X,X,X,X
SLIZOTJ,O,O,X,X,X,X,O,O,X
SLIZOJT,O,O,X,X,X,X,X,O,X
SLIOTJZ,O,X,X,X,X,X,X,X,X
SLIOTZJ,O,O,X,X,X,X,X,X,X
SLIOJTZ,O,X,X,O,X,O,X,X,X
SLIOJZT,O,X,X,O,X,O,X,X,X
SLIOZTJ,O,O,X,X,X,X,X,O,X
SLIOZJT,O,O,X,X,X,X,X,O,X
SLJTIZO,O,O,X,X,X,X,X,X,X
SLJTIOZ,O,X,X,X,X,O,X,X,X
SLJTZIO,O,O,X,X,X,X,O,X,X
SLJTZOI,O,O,X,X,X,X,O,X,X
SLJTOIZ,O,X,X,X,X,X,X,X,X
SLJTOZI,O,X,X,X,X,X,X,X,X
SLJITZO,O,O,X,X,X,X,X,X,X
SLJITOZ,O,X,X,X,X,X,X,X,X
SLJIZTO,O,O,X,X,X,X,X,X,X
SLJIZOT,O,O,X,X,X,X,X,X,X
SLJIOTZ,O,X,X,X,X,O,X,X,X
SLJIOZT,O,X,X,X,X,O,X,X,O
SLJZTIO,O,O,X,X,O,X,O,X,X
SLJZTOI,O,O,X,X,O,X,O,X,X
SLJZITO,O,O,X,X,X,X,O,X,X
SLJZIOT,O,O,X,X,X,X,X,X,X
SLJZOTI,X,O,X,X,O,X,X,X,X
SLJZOIT,O,O,X,X,X,X,X,X,X
SLJOTIZ,O,X,X,X,X,X,X,X,X
SLJOTZI,O,X,X,X,X,X,X,X,X
SLJOITZ,O,X,X,X,X,O,X,X,X
SLJOIZT,O,X,X,X,X,O,X,X,O
SLJOZTI,X,X,X,X,O,X,X,X,X
SLJOZIT,O,X,X,X,X,X,X,X,X
SLZTIJO,O,O,X,X,O,X,O,X,X
SLZTIOJ,O,O,X,X,X,X,O,O,X
SLZTJIO,O,O,X,X,O,X,O,X,X
SLZTJOI,O,O,X,X,O,X,O,X,X
SLZTOIJ,O,O,X,X,X,X,O,O,X
SLZTOJI,O,O,X,X,X,X,O,X,X
SLZITJO,O,O,X,X,X,X,O,X,X
SLZITOJ,O,O,X,X,X,X,O,O,X
SLZIJTO,O,O,X,X,X,X,O,X,X
SLZIJOT,O,O,X,X,X,X,X,X,X
SLZIOTJ,O,O,X,X,X,X,O,O,X
SLZIOJT,O,O,X,X,X,X,X,O,X
SLZJTIO,O,O,X,X,O,X,O,X,X
SLZJTOI,O,O,X,X,O,X,O,X,X
SLZJITO,O,O,X,X,X,X,O,X,X
SLZJIOT,O,O,X,X,X,X,X,X,X
SLZJOTI,X,O,X,X,O,X,X,X,X
SLZJOIT,O,O,X,X,X,X,X,X,X
SLZOTIJ,O,O,X,X,X,X,O,O,X
SLZOTJI,O,O,X,X,X,X,O,X,X
SLZOITJ,O,O,X,X,X,X,O,O,X
SLZOIJT,O,O,X,X,X,X,X,O,X
SLZOJTI,X,O,X,X,X,X,X,X,X
SLZOJIT,O,O,X,X,X,X,X,X,X
SLOTIJZ,O,X,X,O,X,O,X,X,X
SLOTIZJ,O,O,X,X,X,X,X,X,X
SLOTJIZ,O,X,X,X,X,X,X,X,X
SLOTJZI,O,X,X,X,X,X,X,X,X
SLOTZIJ,O,O,X,X,X,X,O,X,X
SLOTZJI,O,O,X,X,X,X,O,X,X
SLOITJZ,O,X,X,X,X,X,X,X,X
SLOITZJ,O,O,X,X,X,X,X,X,X
SLOIJTZ,O,X,X,O,X,O,X,X,X
SLOIJZT,O,X,X,O,X,O,X,X,X
SLOIZTJ,O,O,X,X,X,X,X,O,X
SLOIZJT,O,O,X,X,X,X,X,O,X
SLOJTIZ,O,X,X,X,X,X,X,X,X
SLOJTZI,O,X,X,X,X,X,X,X,X
SLOJITZ,O,X,X,X,X,O,X,X,X
SLOJIZT,O,X,X,X,X,O,X,X,X
SLOJZTI,X,X,X,X,X,X,X,X,X
SLOJZIT,O,X,X,X,X,X,X,X,X
SLOZTIJ,O,O,X,X,X,X,O,O,X
SLOZTJI,O,O,X,X,X,X,O,X,X
SLOZITJ,O,O,X,X,X,X,O,O,X
SLOZIJT,O,O,X,X,X,X,X,O,X
SLOZJTI,X,O,X,X,X,X,X,X,X
SLOZJIT,O,O,X,X,X,X,X,X,X
SJTILZO,O,O,X,X,X,X,X,X,X
SJTILOZ,O,X,X,X,X,O,X,X,X
SJTIZLO,O,O,X,X,X,X,X,X,X
SJTIZOL,O,O,X,X,X,O,X,X,X
SJTIOLZ,O,X,X,X,X,O,X,X,X
SJTIOZL,O,X,X,X,X,O,X,X,X
SJTLIZO,O,O,X,X,X,X,X,X,X
SJTLIOZ,O,X,X,X,X,O,X,X,X
SJTLZIO,O,O,X,X,X,X,O,X,X
SJTLZOI,O,O,X,X,X,X,O,X,X
SJTLOIZ,O,X,X,X,X,X,X,X,X
SJTLOZI,O,X,X,X,X,X,X,X,X
SJTZILO,O,O,X,X,X,X,X,X,X
SJTZIOL,O,O,X,X,X,O,X,X,X
SJTZLIO,O,O,X,X,X,X,O,X,X
SJTZLOI,O,O,X,X,X,X,O,X,X
SJTZOIL,O,O,X,X,X,X,X,X,X
SJTZOLI,O,O,X,X,X,X,X,X,X
SJTOILZ,O,X,X,X,X,O,X,X,X
SJTOIZL,O,X,X,X,X,O,X,X,X
SJTOLIZ,O,X,X,X,X,X,X,X,X
SJTOLZI,O,X,X,X,X,X,X,X,X
SJTOZIL,O,X,X,X,X,X,X,X,X
SJTOZLI,O,X,X,X,X,X,X,X,X
SJITLZO,O,O,X,X,X,X,X,X,X
SJITLOZ,O,X,X,X,X,O,X,X,X
SJITZLO,O,O,X,X,X,X,X,X,X
SJITZOL,O,O,X,X,X,O,X,X,X
SJITOLZ,O,X,X,X,X,O,X,X,X
SJITOZL,O,X,X,X,X,O,X,X,X
SJILTZO,O,O,X,X,X,X,X,X,X
SJILTOZ,O,X,X,X,X,X,X,X,X
SJILZTO,O,O,X,X,X,X,X,X,X
SJILZOT,O,O,X,X,X,X,X,X,X
SJILOTZ,O,X,X,X,X,O,X,X,X
SJILOZT,O,X,X,X,X,O,X,X,O
SJIZTLO,O,O,X,X,X,X,X,X,X
SJIZTOL,O,O,X,X,X,X,X,O,X
SJIZLTO,O,O,X,X,X,X,X,X,X
SJIZLOT,O,O,X,X,X,X,X,X,X
SJIZOTL,X,O,X,X,X,O,X,O,X
SJIZOLT,O,O,X,X,X,O,X,O,X
SJIOTLZ,O,X,X,X,X,O,X,X,X
SJIOTZL,O,X,X,X,X,O,X,X,X
SJIOLTZ,O,X,X,X,X,O,X,X,X
SJIOLZT,O,X,X,X,X,O,X,X,O
SJIOZTL,X,X,X,X,X,O,X,O,X
SJIOZLT,O,X,X,X,X,O,X,O,X
SJLTIZO,O,O,X,X,X,X,X,X,X
SJLTIOZ,O,X,X,X,X,O,X,X,X
SJLTZIO,O,O,X,X,X,X,O,X,X
SJLTZOI,O,O,X,X,X,X,O,X,X
SJLTOIZ,O,X,X,X,X,X,X,X,X
SJLTOZI,O,X,X,X,X,X,X,X,X
SJLITZO,O,O,X,X,X,X,X,X,X
SJLITOZ,O,X,X,X,X,X,X,X,X
SJLIZTO,O,O,X,X,X,X,X,X,X
SJLIZOT,O,O,X,X,X,X,X,X,X
SJLIOTZ,O,X,X,X,X,O,X,X,X
SJLIOZT,O,X,X,X,X,O,X,X,O
SJLZTIO,O,O,X,X,O,X,O,X,X
SJLZTOI,O,O,X,X,O,X,O,X,X
SJLZITO,O,O,X,X,X,X,O,X,X
SJLZIOT,O,O,X,X,X,X,X,X,X
SJLZOTI,X,O,X,X,O,X,X,X,X
SJLZOIT,O,O,X,X,X,X,X,X,X
SJLOTIZ,O,X,X,X,X,X,X,X,X
SJLOTZI,O,X,X,X,X,X,X,X,X
SJLOITZ,O,X,X,X,X,O,X,X,X
SJLOIZT,O,X,X,X,X,O,X,X,O
SJLOZTI,X,X,X,X,O,X,X,X,X
SJLOZIT,O,X,X,X,X,X,X,X,X
SJZTILO,O,O,X,X,O,X,X,X,X
SJZTIOL,O,O,X,X,O,O,X,O,X
SJZTLIO,O,O,X,X,O,X,O,X,X
SJZTLOI,O,O,X,X,O,X,O,X,X
SJZTOIL,O,O,X,X,O,X,X,O,X
SJZTOLI,O,O,X,X,O,X,X,X,X
SJZITLO,O,O,X,X,X,X,X,X,X
SJZITOL,O,O,X,X,X,X,X,O,X
SJZILTO,O,O,X,X,X,X,X,X,X
SJZILOT,O,O,X,X,X,X,X,X,X
SJZIOTL,X,O,X,X,X,O,X,O,X
SJZIOLT,O,O,X,X,X,O,X,O,X
SJZLTIO,O,O,X,X,O,X,O,X,X
SJZLTOI,O,O,X,X,O,X,O,X,X
SJZLITO,O,O,X,X,X,X,O,X,X
SJZLIOT,O,O,X,X,X,X,X,X,X
SJZLOTI,X,O,X,X,O,X,X,X,X
SJZLOIT,O,O,X,X,X,X,X,X,X
SJZOTIL,X,O,X,X,O,X,X,O,X
SJZOTLI,X,O,X,X,O,X,X,X,X
SJZOITL,X,O,X,X,X,O,X,O,X
SJZOILT,O,O,X,X,X,O,X,O,X
SJZOLTI,X,O,X,X,O,X,X,X,X
SJZOLIT,O,O,X,X,X,X,X,X,X
SJOTILZ,O,X,X,X,X,O,X,X,X
SJOTIZL,O,X,X,X,X,O,X,X,X
SJOTLIZ,O,X,X,X,X,X,X,X,X
SJOTLZI,O,X,X,X,X,X,X,X,X
SJOTZIL,O,X,X,X,X,X,X,X,X
SJOTZLI,O,X,X,X,X,X,X,X,X
SJOITLZ,O,X,X,X,X,O,X,X,X
SJOITZL,O,X,X,X,X,O,X,X,X
SJOILTZ,O,X,X,X,X,O,X,X,X
SJOILZT,O,X,X,X,X,O,X,X,O
SJOIZTL,X,X,X,X,X,O,X,O,X
SJOIZLT,O,X,X,X,X,O,X,O,X
SJOLTIZ,O,X,X,X,X,X,X,X,X
SJOLTZI,O,X,X,X,X,X,X,X,X
SJOLITZ,O,X,X,X,X,O,X,X,X
SJOLIZT,O,X,X,X,X,O,X,X,O
SJOLZTI,X,X,X,X,O,X,X,X,X
SJOLZIT,O,X,X,X,X,X,X,X,X
SJOZTIL,X,X,X,X,O,X,X,O,X
SJOZTLI,X,X,X,X,O,X,X,X,X
SJOZITL,X,X,X,X,X,O,X,O,X
SJOZILT,O,X,X,X,X,O,X,O,X
SJOZLTI,X,X,X,X,O,X,X,X,X
SJOZLIT,O,X,X,X,X,X,X,X,X
SZTILJO,O,O,O,X,O,X,O,X,X
SZTILOJ,O,O,O,X,X,X,O,O,X
SZTIJLO,O,O,O,X,O,X,X,X,X
SZTIJOL,O,O,O,X,O,O,X,O,X
SZTIOLJ,O,O,O,X,X,X,X,O,X
SZTIOJL,O,O,O,X,X,O,X,O,X
SZTLIJO,O,O,X,X,O,X,O,X,X
SZTLIOJ,O,O,X,X,X,X,O,O,X
SZTLJIO,O,O,X,X,O,X,O,X,X
SZTLJOI,O,O,X,X,O,X,O,X,X
SZTLOIJ,O,O,X,X,X,X,O,O,X
SZTLOJI,O,O,X,X,X,X,O,X,X
SZTJILO,O,O,O,X,O,X,X,X,X
SZTJIOL,O,O,O,X,O,O,X,O,X
SZTJLIO,O,O,X,X,O,X,O,X,X
SZTJLOI,O,O,X,X,O,X,O,X,X
SZTJOIL,O,O,O,X,O,X,X,O,X
SZTJOLI,O,O,X,X,O,X,X,X,X
SZTOILJ,O,O,O,X,X,X,X,O,X
SZTOIJL,O,O,O,X,X,O,X,O,X
SZTOLIJ,O,O,X,X,X,X,O,O,X
SZTOLJI,O,O,X,X,X,X,O,X,X
SZTOJIL,O,O,O,X,X,X,X,O,X
SZTOJLI,O,O,X,X,X,X,X,X,X
SZITLJO,O,O,O,X,X,X,O,X,X
SZITLOJ,O,O,O,X,X,X,O,O,X
SZITJLO,O,O,O,X,X,X,X,X,X
SZITJOL,O,O,O,X,X,X,X,O,X
SZITOLJ,O,O,O,X,X,X,X,O,X
SZITOJL,O,O,O,X,X,X,X,O,X
SZILTJO,O,O,X,X,X,X,O,X,X
SZILTOJ,O,O,X,X,X,X,O,O,X
SZILJTO,O,O,X,X,X,X,O,X,X
SZILJOT,O,O,X,X,X,X,X,X,X
SZILOTJ,O,O,X,X,X,X,O,O,X
SZILOJT,O,O,X,X,X,X,X,O,X
SZIJTLO,O,O,O,X,X,X,X,X,X
SZIJTOL,O,O,O,X,X,X,X,O,X
SZIJLTO,O,O,X,X,X,X,X,X,X
SZIJLOT,O,O,X,X,X,X,X,X,X
SZIJOTL,X,O,O,X,X,O,X,O,X
SZIJOLT,O,O,X,X,X,O,X,O,X
SZIOTLJ,O,O,O,X,X,X,X,O,X
SZIOTJL,O,O,O,X,X,X,X,O,X
SZIOLTJ,O,O,X,X,X,X,X,O,X
SZIOLJT,O,O,X,X,X,X,X,O,X
SZIOJTL,X,O,O,X,X,O,X,O,X
SZIOJLT,O,O,X,X,X,O,X,O,X
SZLTIJO,O,O,X,X,O,X,O,X,X
SZLTIOJ,O,O,X,X,X,X,O,O,X
SZLTJIO,O,O,X,X,O,X,O,X,X
SZLTJOI,O,O,X,X,O,X,O,X,X
SZLTOIJ,O,O,X,X,X,X,O,O,X
SZLTOJI,O,O,X,X,X,X,O,X,X
SZLITJO,O,O,X,X,X,X,O,X,X
SZLITOJ,O,O,X,X,X,X,O,O,X
SZLIJTO,O,O,X,X,X,X,O,X,X
SZLIJOT,O,O,X,X,X,X,X,X,X
SZLIOTJ,O,O,X,X,X,X,O,O,X
SZLIOJT,O,O,X,X,X,X,X,O,X
SZLJTIO,O,O,X,X,O,X,O,X,X
SZLJTOI,O,O,X,X,O,X,O,X,X
SZLJITO,O,O,X,X,X,X,O,X,X
SZLJIOT,O,O,X,X,X,X,X,X,X
SZLJOTI,X,O,X,X,O,X,X,X,X
SZLJOIT,O,O,X,X,X,X,X,X,X
SZLOTIJ,O,O,X,X,X,X,O,O,X
SZLOTJI,O,O,X,X,X,X,O,X,X
SZLOITJ,O,O,X,X,X,X,O,O,X
SZLOIJT,O,O,X,X,X,X,X,O,X
SZLOJTI,X,O,X,X,X,X,X,X,X
SZLOJIT,O,O,X,X,X,X,X,X,X
SZJTILO,O,O,O,X,O,X,X,X,X
SZJTIOL,O,O,O,X,O,O,X,O,X
SZJTLIO,O,O,X,X,O,X,O,X,X
SZJTLOI,O,O,X,X,O,X,O,X,X
SZJTOIL,O,O,O,X,O,X,X,O,X
SZJTOLI,O,O,X,X,O,X,X,X,X
SZJITLO,O,O,O,X,X,X,X,X,X
SZJITOL,O,O,O,X,X,X,X,O,X
SZJILTO,O,O,X,X,X,X,X,X,X
SZJILOT,O,O,X,X,X,X,X,X,X
SZJIOTL,X,O,O,X,X,O,X,O,X
SZJIOLT,O,O,X,X,X,O,X,O,X
SZJLTIO,O,O,X,X,O,X,O,X,X
SZJLTOI,O,O,X,X,O,X,O,X,X
SZJLITO,O,O,X,X,X,X,O,X,X
SZJLIOT,O,O,X,X,X,X,X,X,X
SZJLOTI,X,O,X,X,O,X,X,X,X
SZJLOIT,O,O,X,X,X,X,X,X,X
SZJOTIL,X,O,O,X,O,X,X,O,X
SZJOTLI,X,O,X,X,O,X,X,X,X
SZJOITL,X,O,O,X,X,O,X,O,X
SZJOILT,O,O,X,X,X,O,X,O,X
SZJOLTI,X,O,X,X,O,X,X,X,X
SZJOLIT,O,O,X,X,X,X,X,X,X
SZOTILJ,O,O,O,X,X,X,X,O,X
SZOTIJL,O,O,O,X,X,O,X,O,X
SZOTLIJ,O,O,X,X,X,X,O,O,X
SZOTLJI,O,O,X,X,X,X,O,X,X
SZOTJIL,O,O,O,X,X,X,X,O,X
SZOTJLI,O,O,X,X,X,X,X,X,X
SZOITLJ,O,O,O,X,X,X,X,O,X
SZOITJL,O,O,O,X,X,X,X,O,X
SZOILTJ,O,O,X,X,X,X,X,O,X
SZOILJT,O,O,X,X,X,X,X,O,X
SZOIJTL,X,O,O,X,X,O,X,O,X
SZOIJLT,O,O,X,X,X,O,X,O,X
SZOLTIJ,O,O,X,X,X,X,O,O,X
SZOLTJI,O,O,X,X,X,X,O,X,X
SZOLITJ,O,O,X,X,X,X,O,O,X
SZOLIJT,O,O,X,X,X,X,X,O,X
SZOLJTI,X,O,X,X,X,X,X,X,X
SZOLJIT,O,O,X,X,X,X,X,X,X
SZOJTIL,X,O,O,X,X,X,X,O,X
SZOJTLI,X,O,X,X,X,X,X,X,X
SZOJITL,X,O,O,X,X,O,X,O,X
SZOJILT,O,O,X,X,X,O,X,O,X
SZOJLTI,X,O,X,X,X,X,X,X,X
SZOJLIT,O,O,X,X,X,X,X,X,X
SOTILJZ,O,X,X,O,X,O,X,X,X
SOTILZJ,O,O,X,X,X,X,X,X,X
SOTIJLZ,O,X,X,O,X,O,X,X,X
SOTIJZL,O,X,X,X,X,O,X,X,X
SOTIZLJ,O,O,O,X,X,X,X,O,X
SOTIZJL,O,O,O,X,X,O,X,O,X
SOTLIJZ,O,X,X,O,X,O,X,X,X
SOTLIZJ,O,O,X,X,X,X,X,X,X
SOTLJIZ,O,X,X,X,X,X,X,X,X
SOTLJZI,O,X,X,X,X,X,X,X,X
SOTLZIJ,O,O,X,X,X,X,O,X,X
SOTLZJI,O,O,X,X,X,X,O,X,X
SOTJILZ,O,X,X,X,X,O,X,X,X
SOTJIZL,O,X,X,X,X,O,X,X,X
SOTJLIZ,O,X,X,X,X,X,X,X,X
SOTJLZI,O,X,X,X,X,X,X,X,X
SOTJZIL,O,X,X,X,X,X,X,X,X
SOTJZLI,O,X,X,X,X,X,X,X,X
SOTZILJ,O,O,O,X,X,X,X,O,X
SOTZIJL,O,O,O,X,X,O,X,O,X
SOTZLIJ,O,O,X,X,X,X,O,O,X
SOTZLJI,O,O,X,X,X,X,O,X,X
SOTZJIL,O,O,O,X,X,X,X,O,X
SOTZJLI,O,O,X,X,X,X,X,X,X
SOITLJZ,O,X,X,X,X,O,X,X,X
SOITLZJ,O,O,X,X,X,X,X,X,X
SOITJLZ,O,X,X,X,X,O,X,X,X
SOITJZL,O,X,X,X,X,O,X,X,X
SOITZLJ,O,O,O,X,X,X,X,O,X
SOITZJL,O,O,O,X,X,O,X,O,X
SOILTJZ,O,X,X,X,X,X,X,X,X
SOILTZJ,O,O,X,X,X,X,X,X,X
SOILJTZ,O,X,X,O,X,O,X,X,X
SOILJZT,O,X,X,O,X,O,X,X,X
SOILZTJ,O,O,X,X,X,X,X,O,X
SOILZJT,O,O,X,X,X,X,X,O,X
SOIJTLZ,O,X,X,X,X,O,X,X,X
SOIJTZL,O,X,X,X,X,O,X,X,X
SOIJLTZ,O,X,X,O,X,O,X,X,X
SOIJLZT,O,X,X,O,X,O,X,X,X
SOIJZTL,X,X,X,X,X,O,X,O,X
SOIJZLT,O,X,X,X,X,O,X,O,X
SOIZTLJ,O,O,O,X,X,X,X,O,X
SOIZTJL,O,O,O,X,X,X,X,O,X
SOIZLTJ,O,O,X,X,X,X,X,O,X
SOIZLJT,O,O,X,X,X,X,X,O,X
SOIZJTL,X,O,O,X,X,O,X,O,X
SOIZJLT,O,O,X,X,X,O,X,O,X
SOLTIJZ,O,X,X,O,X,O,X,X,X
SOLTIZJ,O,O,X,X,X,X,X,X,X
SOLTJIZ,O,X,X,X,X,X,X,X,X
SOLTJZI,O,X,X,X,X,X,X,X,X
SOLTZIJ,O,O,X,X,X,X,O,X,X
SOLTZJI,O,O,X,X,X,X,O,X,X
SOLITJZ,O,X,X,X,X,X,X,X,X
SOLITZJ,O,O,X,X,X,X,X,X,X
SOLIJTZ,O,X,X,O,X,O,X,X,X
SOLIJZT,O,X,X,O,X,O,X,X,X
SOLIZTJ,O,O,X,X,X,X,X,O,X
SOLIZJT,O,O,X,X,X,X,X,O,X
SOLJTIZ,O,X,X,X,X,X,X,X,X
SOLJTZI,O,X,X,X,X,X,X,X,X
SOLJITZ,O,X,X,X,X,O,X,X,X
SOLJIZT,O,X,X,X,X,O,X,X,X
SOLJZTI,X,X,X,X,X,X,X,X,X
SOLJZIT,O,X,X,X,X,X,X,X,X
SOLZTIJ,O,O,X,X,X,X,O,O,X
SOLZTJI,O,O,X,X,X,X,O,X,X
SOLZITJ,O,O,X,X,X,X,O,O,X
SOLZIJT,O,O,X,X,X,X,X,O,X
SOLZJTI,X,O,X,X,X,X,X,X,X
SOLZJIT,O,O,X,X,X,X,X,X,X
SOJTILZ,O,X,X,X,X,O,X,X,X
SOJTIZL,O,X,X,X,X,O,X,X,X
SOJTLIZ,O,X,X,X,X,X,X,X,X
SOJTLZI,O,X,X,X,X,X,X,X,X
SOJTZIL,O,X,X,X,X,X,X,X,X
SOJTZLI,O,X,X,X,X,X,X,X,X
SOJITLZ,O,X,X,X,X,O,X,X,X
SOJITZL,O,X,X,X,X,O,X,X,X
SOJILTZ,O,X,X,X,X,O,X,X,X
SOJILZT,O,X,X,X,X,O,X,X,X
SOJIZTL,X,X,X,X,X,O,X,O,X
SOJIZLT,O,X,X,X,X,O,X,O,X
SOJLTIZ,O,X,X,X,X,X,X,X,X
SOJLTZI,O,X,X,X,X,X,X,X,X
SOJLITZ,O,X,X,X,X,O,X,X,X
SOJLIZT,O,X,X,X,X,O,X,X,X
SOJLZTI,X,X,X,X,X,X,X,X,X
SOJLZIT,O,X,X,X,X,X,X,X,X
SOJZTIL,X,X,X,X,X,X,X,O,X
SOJZTLI,X,X,X,X,X,X,X,X,X
SOJZITL,X,X,X,X,X,O,X,O,X
SOJZILT,O,X,X,X,X,O,X,O,X
SOJZLTI,X,X,X,X,X,X,X,X,X
SOJZLIT,O,X,X,X,X,X,X,X,X
SOZTILJ,O,O,O,X,X,X,X,O,X
SOZTIJL,O,O,O,X,X,O,X,O,X
SOZTLIJ,O,O,X,X,X,X,O,O,X
SOZTLJI,O,O,X,X,X,X,O,X,X
SOZTJIL,O,O,O,X,X,X,X,O,X
SOZTJLI,O,O,X,X,X,X,X,X,X
SOZITLJ,O,O,O,X,X,X,X,O,X
SOZITJL,O,O,O,X,X,X,X,O,X
SOZILTJ,O,O,X,X,X,X,X,O,X
SOZILJT,O,O,X,X,X,X,X,O,X
SOZIJTL,X,O,O,X,X,O,X,O,X
SOZIJLT,O,O,X,X,X,O,X,O,X
SOZLTIJ,O,O,X,X,X,X,O,O,X
SOZLTJI,O,O,X,X,X,X,O,X,X
