sequence,v115@DhD8FeF8EeF8AeF8JeO/IvhFXbBTcBxdBSlB0mBlqB,v115@DhD8FeF8EeF8AeF8JeK/IvhFzaBGcBxdB3gB0mBlqB,v115@DhD8FeF8EeF8AeF8JeO/IvhFXcBxdBzfBqmB0gBlqB,v115@DhD8FeF8EeF8AeF8JeO/IvhF0bBxdBzfBqmBXhBlqB,v115@DhD8FeF8EeF8AeF8Jem6IvhFShBxdBTfB3gB0mBlqB,v115@DhD8FeF8EeF8AeF8JeO/IvhF8fBxdBzgBqmB/qBFrB,v115@DhD8FeF8EeF8AeF8JeT6IvhF/gBFcBxdBqmBmkB8qB,v115@DhD8FeF8EeF8AeF8JeO/IvhFXbBxdBSlBThB0mBlqB,v115@DhD8FeF8EeF8AeF8JeO/IvhFTcBxdBCgB0gB/qB1wB,v115@DhD8FeF8EeF8AeF8Jei6IvhFchBxdB3fBTlB1rBuqB,v115@DhD8FeF8EeF8AeF8Jem6IvhFCcBxdBTfB/qBFrB0rB
SLTJZOI,O,O,X,X,X,X,X,O,X,X,X
SLTJOIZ,O,O,O,O,X,X,X,O,O,X,O
SLTJOZI,O,O,O,O,X,X,X,O,O,X,O
SLTZIJO,O,O,X,X,X,O,O,O,X,X,O
SLTZIOJ,O,O,O,X,X,O,O,O,X,X,O
SLTZJIO,O,O,X,X,X,O,O,O,X,X,O
SLTZJOI,O,O,X,X,X,O,O,O,X,X,X
SLTZOIJ,O,O,O,X,X,O,O,O,X,X,O
SLTZOJI,O,O,O,X,X,O,O,O,X,X,O
SLTOIJZ,O,O,O,O,X,X,X,O,O,O,O
SLTOIZJ,O,O,O,O,X,O,X,O,X,O,O
SLTOJIZ,O,O,O,O,X,X,X,O,O,O,O
SLTOJZI,O,O,O,O,X,X,X,O,O,O,O
SLTOZIJ,O,O,O,O,X,O,X,O,X,O,O
SLTOZJI,O,O,O,O,X,O,X,O,X,O,O
SLITJZO,O,O,X,X,X,X,X,O,X,X,O
SLITJOZ,O,O,O,O,X,X,X,O,O,X,O
SLITZJO,O,O,X,X,X,O,O,O,X,X,O
SLITZOJ,O,O,O,X,X,O,O,O,X,X,O
SLITOJZ,O,O,O,O,X,X,X,O,O,O,O
SLITOZJ,O,O,O,O,X,O,X,O,X,O,O
SLIJTZO,O,X,X,X,X,X,X,O,X,X,O
SLIJTOZ,O,X,O,O,X,X,X,O,O,X,O
SLIJZTO,O,X,X,X,X,O,O,O,X,X,X
SLIJZOT,O,X,X,X,X,O,O,X,X,X,X
SLIJOTZ,O,X,O,O,X,X,X,O,X,O,X
SLIJOZT,O,X,O,O,X,O,O,X,X,X,X
SLIZTJO,O,O,X,X,X,O,O,O,X,X,X
SLIZTOJ,O,O,O,X,X,O,O,O,X,X,X
SLIZJTO,O,O,X,X,X,O,O,O,X,X,X
SLIZJOT,O,O,X,X,X,O,O,X,X,X,X
SLIZOTJ,O,O,X,X,X,O,O,X,X,O,X
SLIZOJT,O,O,O,X,X,O,O,X,X,X,X
SLIOTJZ,O,O,O,O,X,X,X,O,X,O,O
SLIOTZJ,O,O,O,O,X,O,X,O,X,O,O
SLIOJTZ,O,X,O,O,X,X,X,O,X,O,O
SLIOJZT,O,X,O,O,X,O,X,X,X,X,X
SLIOZTJ,O,X,X,X,X,O,X,X,X,O,X
SLIOZJT,O,O,O,O,X,O,X,X,X,X,X
SLJTIZO,O,X,X,X,X,X,X,O,X,X,O
SLJTIOZ,O,X,O,O,X,X,X,O,O,X,O
SLJTZIO,O,X,X,X,X,X,X,O,X,X,O
SLJTZOI,O,X,X,X,X,X,X,O,X,X,X
SLJTOIZ,O,X,O,O,X,X,X,O,O,X,O
SLJTOZI,O,X,O,O,X,X,X,O,O,X,X
SLJITZO,O,X,X,X,X,X,X,O,X,X,O
SLJITOZ,O,X,O,O,X,X,X,O,O,X,O
SLJIZTO,O,X,X,X,X,O,O,O,X,X,X
SLJIZOT,O,X,X,X,X,O,O,X,X,X,X
SLJIOTZ,O,X,O,O,X,X,X,O,X,O,X
SLJIOZT,O,X,O,O,X,O,O,X,X,X,X
SLJZTIO,O,X,X,X,X,O,O,O,X,X,X
SLJZTOI,O,X,X,X,X,O,O,O,X,X,X
SLJZITO,O,X,X,X,X,O,O,O,X,X,X
SLJZIOT,O,X,X,X,X,O,O,X,X,X,X
SLJZOTI,O,X,X,X,X,O,O,X,X,X,X
SLJZOIT,O,X,X,X,X,O,O,X,X,X,X
SLJOTIZ,O,X,O,O,X,X,X,O,X,O,X
SLJOTZI,O,X,O,O,X,X,X,O,X,O,X
SLJOITZ,O,X,O,O,X,X,X,O,X,O,X
SLJOIZT,O,X,O,O,X,O,O,X,X,X,X
SLJOZTI,O,X,O,O,X,O,O,X,X,X,X
SLJOZIT,O,X,O,O,X,O,O,X,X,X,X
SLZTIJO,O,O,X,X,X,O,O,O,X,X,X
SLZTIOJ,O,O,O,X,X,O,O,O,X,X,X
SLZTJIO,O,O,X,X,X,O,O,O,X,X,X
SLZTJOI,O,O,X,X,X,O,O,O,X,X,X
SLZTOIJ,O,O,O,X,X,O,O,O,X,X,X
SLZTOJI,O,O,O,X,X,O,O,O,X,X,X
SLZITJO,O,O,X,X,X,O,O,O,X,X,X
SLZITOJ,O,O,O,X,X,O,O,O,X,X,X
SLZIJTO,O,O,X,X,X,O,O,O,X,X,X
SLZIJOT,O,O,X,X,X,O,O,X,X,X,X
SLZIOTJ,O,O,X,X,X,O,O,X,X,O,X
SLZIOJT,O,O,O,X,X,O,O,X,X,X,X
SLZJTIO,O,O,X,X,X,O,O,O,X,X,X
SLZJTOI,O,O,X,X,X,O,O,O,X,X,X
SLZJITO,O,O,X,X,X,O,O,O,X,X,X
SLZJIOT,O,O,X,X,X,O,O,X,X,X,X
SLZJOTI,O,O,X,X,X,O,O,X,X,X,X
SLZJOIT,O,O,X,X,X,O,O,X,X,X,X
SLZOTIJ,O,O,X,X,X,O,O,X,X,O,X
SLZOTJI,O,O,X,X,X,O,O,X,X,O,X
SLZOITJ,O,O,X,X,X,O,O,X,X,O,X
SLZOIJT,O,O,O,X,X,O,O,X,X,X,X
SLZOJTI,O,O,O,X,X,O,O,X,X,X,X
SLZOJIT,O,O,O,X,X,O,O,X,X,X,X
SLOTIJZ,O,O,O,O,X,X,X,O,X,O,O
SLOTIZJ,O,O,O,O,X,O,X,O,X,O,O
SLOTJIZ,O,O,O,O,X,X,X,O,X,O,O
SLOTJZI,O,O,O,O,X,X,X,O,X,O,O
SLOTZIJ,O,O,O,O,X,O,X,O,X,O,O
SLOTZJI,O,O,O,O,X,O,X,O,X,O,O
SLOITJZ,O,O,O,O,X,X,X,O,X,O,O
SLOITZJ,O,O,O,O,X,O,X,O,X,O,O
SLOIJTZ,O,X,O,O,X,X,X,O,X,O,O
SLOIJZT,O,X,O,O,X,O,X,X,X,X,X
SLOIZTJ,O,X,X,X,X,O,X,X,X,O,X
SLOIZJT,O,O,O,O,X,O,X,X,X,X,X
SLOJTIZ,O,X,O,O,X,X,X,O,X,O,O
SLOJTZI,O,X,O,O,X,X,X,O,X,O,O
SLOJITZ,O,X,O,O,X,X,X,O,X,O,O
SLOJIZT,O,X,O,O,X,O,X,X,X,X,X
SLOJZTI,O,X,O,O,X,O,X,X,X,X,X
SLOJZIT,O,X,O,O,X,O,X,X,X,X,X
SLOZTIJ,O,X,X,X,X,O,X,X,X,O,X
SLOZTJI,O,X,X,X,X,O,X,X,X,O,X
SLOZITJ,O,X,X,X,X,O,X,X,X,O,X
SLOZIJT,O,O,O,O,X,O,X,X,X,X,X
SLOZJTI,O,X,O,O,X,O,X,X,X,X,X
SLOZJIT,O,O,O,O,X,O,X,X,X,X,X
SJTILZO,O,X,X,X,X,X,X,O,O,X,O
SJTILOZ,O,X,O,O,X,X,X,O,O,X,O
SJTIZLO,X,X,X,X,X,X,X,X,O,X,O
SJTIZOL,X,X,X,X,X,X,X,X,O,X,X
SJTIOLZ,X,X,O,O,X,X,X,O,O,X,O
SJTIOZL,X,X,X,X,X,X,X,X,O,X,O
SJTLIZO,O,X,X,X,X,X,X,O,O,X,O
SJTLIOZ,O,X,O,O,X,X,X,O,O,X,O
SJTLZIO,O,X,X,X,X,X,X,O,O,X,O
SJTLZOI,O,X,X,X,X,X,X,O,O,X,X
SJTLOIZ,O,X,O,O,X,X,X,O,O,X,O
SJTLOZI,O,X,O,O,X,X,X,O,O,X,O
SJTZILO,X,X,X,X,X,X,X,X,O,X,O
SJTZIOL,X,X,X,X,X,X,X,X,O,X,X
SJTZLIO,X,X,X,X,X,X,X,X,O,X,O
SJTZLOI,X,X,X,X,X,X,X,X,O,X,X
SJTZOIL,X,X,X,X,X,X,X,X,O,X,X
SJTZOLI,X,X,X,X,X,X,X,X,O,X,X
SJTOILZ,X,X,O,O,X,X,X,O,O,X,O
SJTOIZL,X,X,X,X,X,X,X,X,O,X,O
SJTOLIZ,X,X,O,O,X,X,X,O,O,X,O
SJTOLZI,X,X,O,O,X,X,X,O,O,X,O
SJTOZIL,X,X,X,X,X,X,X,X,O,X,O
SJTOZLI,X,X,X,X,X,X,X,X,O,X,O
SJITLZO,O,X,X,X,X,X,X,O,O,X,O
SJITLOZ,O,X,O,O,X,X,X,O,O,X,O
SJITZLO,X,X,X,X,X,X,X,X,O,X,O
SJITZOL,X,X,X,X,X,X,X,X,O,X,X
SJITOLZ,X,X,O,O,X,X,X,O,O,X,O
SJITOZL,X,X,X,X,X,X,X,X,O,X,O
SJILTZO,O,X,X,X,X,X,X,O,X,X,O
SJILTOZ,O,X,O,O,X,X,X,O,O,X,O
SJILZTO,O,X,X,X,X,O,O,O,X,X,X
SJILZOT,O,X,X,X,X,O,O,X,X,X,X
SJILOTZ,O,X,O,O,X,X,X,O,X,O,X
SJILOZT,O,X,O,O,X,O,O,X,X,X,X
SJIZTLO,O,X,X,X,X,O,O,X,X,X,O
SJIZTOL,O,X,X,X,X,X,O,X,X,X,X
SJIZLTO,O,X,X,X,X,O,O,X,X,X,X
SJIZLOT,O,X,X,X,X,O,O,X,X,X,X
SJIZOTL,O,X,X,X,X,X,O,X,X,X,X
SJIZOLT,O,X,X,X,X,O,O,X,X,X,X
SJIOTLZ,X,X,O,O,X,X,X,X,X,O,O
SJIOTZL,X,X,X,X,X,X,X,X,X,O,O
SJIOLTZ,X,X,O,O,X,X,X,X,X,O,O
SJIOLZT,X,X,O,O,X,X,O,X,X,X,X
SJIOZTL,X,X,X,X,X,X,O,X,X,X,O
SJIOZLT,X,X,X,X,X,X,O,X,X,X,X
SJLTIZO,O,X,X,X,X,X,X,O,X,X,O
SJLTIOZ,O,X,O,O,X,X,X,O,O,X,O
SJLTZIO,O,X,X,X,X,X,X,O,X,X,O
SJLTZOI,O,X,X,X,X,X,X,O,X,X,X
SJLTOIZ,O,X,O,O,X,X,X,O,O,X,O
SJLTOZI,O,X,O,O,X,X,X,O,O,X,X
SJLITZO,O,X,X,X,X,X,X,O,X,X,O
SJLITOZ,O,X,O,O,X,X,X,O,O,X,O
SJLIZTO,O,X,X,X,X,O,O,O,X,X,X
SJLIZOT,O,X,X,X,X,O,O,X,X,X,X
SJLIOTZ,O,X,O,O,X,X,X,O,X,O,X
SJLIOZT,O,X,O,O,X,O,O,X,X,X,X
SJLZTIO,O,X,X,X,X,O,O,O,X,X,X
SJLZTOI,O,X,X,X,X,O,O,O,X,X,X
SJLZITO,O,X,X,X,X,O,O,O,X,X,X
SJLZIOT,O,X,X,X,X,O,O,X,X,X,X
SJLZOTI,O,X,X,X,X,O,O,X,X,X,X
SJLZOIT,O,X,X,X,X,O,O,X,X,X,X
SJLOTIZ,O,X,O,O,X,X,X,O,X,O,X
SJLOTZI,O,X,O,O,X,X,X,O,X,O,X
SJLOITZ,O,X,O,O,X,X,X,O,X,O,X
SJLOIZT,O,X,O,O,X,O,O,X,X,X,X
SJLOZTI,O,X,O,O,X,O,O,X,X,X,X
SJLOZIT,O,X,O,O,X,O,O,X,X,X,X
SJZTILO,O,X,X,X,X,O,O,X,X,X,O
SJZTIOL,O,X,X,X,X,X,O,X,X,X,X
SJZTLIO,O,X,X,X,X,O,O,X,X,X,O
SJZTLOI,O,X,X,X,X,O,O,X,X,X,X
SJZTOIL,O,X,X,X,X,X,O,X,X,X,X
SJZTOLI,O,X,X,X,X,X,O,X,X,X,X
SJZITLO,O,X,X,X,X,O,O,X,X,X,O
SJZITOL,O,X,X,X,X,X,O,X,X,X,X
SJZILTO,O,X,X,X,X,O,O,X,X,X,X
SJZILOT,O,X,X,X,X,O,O,X,X,X,X
SJZIOTL,O,X,X,X,X,X,O,X,X,X,X
SJZIOLT,O,X,X,X,X,O,O,X,X,X,X
SJZLTIO,O,X,X,X,X,O,O,X,X,X,X
SJZLTOI,O,X,X,X,X,O,O,X,X,X,X
SJZLITO,O,X,X,X,X,O,O,X,X,X,X
SJZLIOT,O,X,X,X,X,O,O,X,X,X,X
SJZLOTI,O,X,X,X,X,O,O,X,X,X,X
SJZLOIT,O,X,X,X,X,O,O,X,X,X,X
SJZOTIL,O,X,X,X,X,X,O,X,X,X,X
SJZOTLI,O,X,X,X,X,X,O,X,X,X,X
SJZOITL,O,X,X,X,X,X,O,X,X,X,X
SJZOILT,O,X,X,X,X,O,O,X,X,X,X
SJZOLTI,O,X,X,X,X,O,O,X,X,X,X
SJZOLIT,O,X,X,X,X,O,O,X,X,X,X
SJOTILZ,X,X,O,O,X,X,X,X,X,O,O
SJOTIZL,X,X,X,X,X,X,X,X,X,O,O
SJOTLIZ,X,X,O,O,X,X,X,X,X,O,O
SJOTLZI,X,X,O,O,X,X,X,X,X,O,O
SJOTZIL,X,X,X,X,X,X,X,X,X,O,O
SJOTZLI,X,X,X,X,X,X,X,X,X,O,O
SJOITLZ,X,X,O,O,X,X,X,X,X,O,O
SJOITZL,X,X,X,X,X,X,X,X,X,O,O
SJOILTZ,X,X,O,O,X,X,X,X,X,O,O
SJOILZT,X,X,O,O,X,X,O,X,X,X,X
SJOIZTL,X,X,X,X,X,X,O,X,X,X,O
SJOIZLT,X,X,X,X,X,X,O,X,X,X,X
SJOLTIZ,X,X,O,O,X,X,X,X,X,O,O
SJOLTZI,X,X,O,O,X,X,X,X,X,O,O
SJOLITZ,X,X,O,O,X,X,X,X,X,O,O
SJOLIZT,X,X,O,O,X,X,O,X,X,X,X
SJOLZTI,X,X,O,O,X,X,O,X,X,X,X
SJOLZIT,X,X,O,O,X,X,O,X,X,X,X
SJOZTIL,X,X,X,X,X,X,O,X,X,X,O
SJOZTLI,X,X,X,X,X,X,O,X,X,X,O
SJOZITL,X,X,X,X,X,X,O,X,X,X,O
SJOZILT,X,X,X,X,X,X,O,X,X,X,X
SJOZLTI,X,X,X,X,X,X,O,X,X,X,X
SJOZLIT,X,X,X,X,X,X,O,X,X,X,X
SZTILJO,O,O,X,X,X,O,O,X,X,X,O
SZTILOJ,O,O,X,X,O,O,O,X,X,X,O
SZTIJLO,O,O,X,X,X,O,O,X,X,X,O
SZTIJOL,O,O,X,X,X,X,O,X,X,X,X
SZTIOLJ,O,O,X,X,O,X,X,X,X,X,O
SZTIOJL,O,O,X,X,O,X,X,X,X,X,O
SZTLIJO,O,O,X,X,X,O,O,X,X,X,O
SZTLIOJ,O,O,X,X,O,O,O,X,X,X,O
SZTLJIO,O,O,X,X,X,O,O,X,X,X,O
SZTLJOI,O,O,X,X,X,O,O,X,X,X,X
SZTLOIJ,O,O,X,X,O,O,O,X,X,X,O
SZTLOJI,O,O,X,X,O,O,O,X,X,X,O
SZTJILO,O,O,X,X,X,O,O,X,X,X,O
SZTJIOL,O,O,X,X,X,X,O,X,X,X,X
SZTJLIO,O,O,X,X,X,O,O,X,X,X,O
SZTJLOI,O,O,X,X,X,O,O,X,X,X,X
SZTJOIL,O,O,X,X,X,X,O,X,X,X,X
SZTJOLI,O,O,X,X,X,X,O,X,X,X,X
SZTOILJ,O,O,X,X,O,X,X,X,X,X,O
SZTOIJL,O,O,X,X,O,X,X,X,X,X,O
SZTOLIJ,O,O,X,X,O,X,X,X,X,X,O
SZTOLJI,O,O,X,X,O,X,X,X,X,X,O
SZTOJIL,O,O,X,X,O,X,X,X,X,X,O
SZTOJLI,O,O,X,X,O,X,X,X,X,X,O
SZITLJO,O,O,X,X,X,O,O,X,X,X,O
SZITLOJ,O,O,X,X,O,O,O,X,X,X,O
SZITJLO,O,O,X,X,X,O,O,X,X,X,O
SZITJOL,O,O,X,X,X,X,O,X,X,X,X
SZITOLJ,O,O,X,X,O,X,X,X,X,X,O
SZITOJL,O,O,X,X,O,X,X,X,X,X,O
SZILTJO,O,O,X,X,X,O,O,X,X,X,X
SZILTOJ,O,O,X,X,X,O,O,X,X,X,X
SZILJTO,O,O,X,X,X,O,O,X,X,X,X
SZILJOT,O,O,X,X,X,O,O,X,X,X,X
SZILOTJ,O,O,X,X,X,O,O,X,X,O,X
SZILOJT,O,O,X,X,O,O,O,X,X,X,X
SZIJTLO,O,O,X,X,X,O,O,X,X,X,O
SZIJTOL,O,O,X,X,X,X,O,X,X,X,X
SZIJLTO,O,O,X,X,X,O,O,X,X,X,X
SZIJLOT,O,O,X,X,X,O,O,X,X,X,X
SZIJOTL,O,X,X,X,X,X,O,X,X,X,X
SZIJOLT,O,O,X,X,X,O,O,X,X,X,X
SZIOTLJ,O,X,X,X,O,X,X,X,X,O,O
SZIOTJL,O,X,X,X,O,X,X,X,X,O,O
SZIOLTJ,O,O,X,X,X,O,O,X,X,O,X
SZIOLJT,O,O,X,X,O,O,O,X,X,X,X
SZIOJTL,O,X,X,X,X,X,O,X,X,X,O
SZIOJLT,O,O,X,X,O,O,O,X,X,X,X
SZLTIJO,O,O,X,X,X,O,O,X,X,X,X
SZLTIOJ,O,O,X,X,X,O,O,X,X,X,X
SZLTJIO,O,O,X,X,X,O,O,X,X,X,X
SZLTJOI,O,O,X,X,X,O,O,X,X,X,X
SZLTOIJ,O,O,X,X,X,O,O,X,X,X,X
SZLTOJI,O,O,X,X,X,O,O,X,X,X,X
SZLITJO,O,O,X,X,X,O,O,X,X,X,X
SZLITOJ,O,O,X,X,X,O,O,X,X,X,X
SZLIJTO,O,O,X,X,X,O,O,X,X,X,X
SZLIJOT,O,O,X,X,X,O,O,X,X,X,X
SZLIOTJ,O,O,X,X,X,O,O,X,X,O,X
SZLIOJT,O,O,X,X,O,O,O,X,X,X,X
SZLJTIO,O,O,X,X,X,O,O,X,X,X,X
SZLJTOI,O,O,X,X,X,O,O,X,X,X,X
SZLJITO,O,O,X,X,X,O,O,X,X,X,X
SZLJIOT,O,O,X,X,X,O,O,X,X,X,X
SZLJOTI,O,O,X,X,X,O,O,X,X,X,X
SZLJOIT,O,O,X,X,X,O,O,X,X,X,X
SZLOTIJ,O,O,X,X,X,O,O,X,X,O,X
SZLOTJI,O,O,X,X,X,O,O,X,X,O,X
SZLOITJ,O,O,X,X,X,O,O,X,X,O,X
SZLOIJT,O,O,X,X,O,O,O,X,X,X,X
SZLOJTI,O,O,X,X,O,O,O,X,X,X,X
SZLOJIT,O,O,X,X,O,O,O,X,X,X,X
SZJTILO,O,O,X,X,X,O,O,X,X,X,O
SZJTIOL,O,O,X,X,X,X,O,X,X,X,X
SZJTLIO,O,O,X,X,X,O,O,X,X,X,O
SZJTLOI,O,O,X,X,X,O,O,X,X,X,X
SZJTOIL,O,O,X,X,X,X,O,X,X,X,X
SZJTOLI,O,O,X,X,X,X,O,X,X,X,X
SZJITLO,O,O,X,X,X,O,O,X,X,X,O
SZJITOL,O,O,X,X,X,X,O,X,X,X,X
SZJILTO,O,O,X,X,X,O,O,X,X,X,X
SZJILOT,O,O,X,X,X,O,O,X,X,X,X
SZJIOTL,O,X,X,X,X,X,O,X,X,X,X
SZJIOLT,O,O,X,X,X,O,O,X,X,X,X
SZJLTIO,O,O,X,X,X,O,O,X,X,X,X
SZJLTOI,O,O,X,X,X,O,O,X,X,X,X
SZJLITO,O,O,X,X,X,O,O,X,X,X,X
SZJLIOT,O,O,X,X,X,O,O,X,X,X,X
SZJLOTI,O,O,X,X,X,O,O,X,X,X,X
SZJLOIT,O,O,X,X,X,O,O,X,X,X,X
SZJOTIL,O,X,X,X,X,X,O,X,X,X,X
SZJOTLI,O,X,X,X,X,X,O,X,X,X,X
SZJOITL,O,X,X,X,X,X,O,X,X,X,X
SZJOILT,O,O,X,X,X,O,O,X,X,X,X
SZJOLTI,O,O,X,X,X,O,O,X,X,X,X
SZJOLIT,O,O,X,X,X,O,O,X,X,X,X
SZOTILJ,O,X,X,X,O,X,X,X,X,O,O
SZOTIJL,O,X,X,X,O,X,X,X,X,O,O
SZOTLIJ,O,X,X,X,O,X,X,X,X,O,O
SZOTLJI,O,X,X,X,O,X,X,X,X,O,O
SZOTJIL,O,X,X,X,O,X,X,X,X,O,O
SZOTJLI,O,X,X,X,O,X,X,X,X,O,O
SZOITLJ,O,X,X,X,O,X,X,X,X,O,O
SZOITJL,O,X,X,X,O,X,X,X,X,O,O
SZOILTJ,O,O,X,X,X,O,O,X,X,O,X
SZOILJT,O,O,X,X,O,O,O,X,X,X,X
SZOIJTL,O,X,X,X,X,X,O,X,X,X,O
SZOIJLT,O,O,X,X,O,O,O,X,X,X,X
SZOLTIJ,O,O,X,X,X,O,O,X,X,O,X
SZOLTJI,O,O,X,X,X,O,O,X,X,O,X
SZOLITJ,O,O,X,X,X,O,O,X,X,O,X
SZOLIJT,O,O,X,X,O,O,O,X,X,X,X
SZOLJTI,O,O,X,X,O,O,O,X,X,X,X
SZOLJIT,O,O,X,X,O,O,O,X,X,X,X
SZOJTIL,O,X,X,X,X,X,O,X,X,X,O
SZOJTLI,O,X,X,X,X,X,O,X,X,X,O
SZOJITL,O,X,X,X,X,X,O,X,X,X,O
SZOJILT,O,O,X,X,O,O,O,X,X,X,X
SZOJLTI,O,O,X,X,O,O,O,X,X,X,X
SZOJLIT,O,O,X,X,O,O,O,X,X,X,X
SOTILJZ,X,X,O,O,X,X,X,X,X,O,O
SOTILZJ,X,X,O,O,X,X,X,X,X,O,O
SOTIJLZ,X,X,O,O,X,X,X,X,X,O,O
SOTIJZL,X,X,X,X,X,X,X,X,X,O,O
SOTIZLJ,X,X,X,X,X,X,X,X,X,O,O
SOTIZJL,X,X,X,X,X,X,X,X,X,O,O
SOTLIJZ,X,X,O,O,X,X,X,X,X,O,O
SOTLIZJ,X,X,O,O,X,X,X,X,X,O,O
SOTLJIZ,X,X,O,O,X,X,X,X,X,O,O
SOTLJZI,X,X,O,O,X,X,X,X,X,O,O
SOTLZIJ,X,X,O,O,X,X,X,X,X,O,O
SOTLZJI,X,X,O,O,X,X,X,X,X,O,O
SOTJILZ,X,X,O,O,X,X,X,X,X,O,O
SOTJIZL,X,X,X,X,X,X,X,X,X,O,O
SOTJLIZ,X,X,O,O,X,X,X,X,X,O,O
SOTJLZI,X,X,O,O,X,X,X,X,X,O,O
SOTJZIL,X,X,X,X,X,X,X,X,X,O,O
SOTJZLI,X,X,X,X,X,X,X,X,X,O,O
SOTZILJ,X,X,X,X,X,X,X,X,X,O,O
SOTZIJL,X,X,X,X,X,X,X,X,X,O,O
SOTZLIJ,X,X,X,X,X,X,X,X,X,O,O
SOTZLJI,X,X,X,X,X,X,X,X,X,O,O
SOTZJIL,X,X,X,X,X,X,X,X,X,O,O
SOTZJLI,X,X,X,X,X,X,X,X,X,O,O
SOITLJZ,X,X,O,O,X,X,X,X,X,O,O
SOITLZJ,X,X,O,O,X,X,X,X,X,O,O
SOITJLZ,X,X,O,O,X,X,X,X,X,O,O
SOITJZL,X,X,X,X,X,X,X,X,X,O,O
SOITZLJ,X,X,X,X,X,X,X,X,X,O,O
SOITZJL,X,X,X,X,X,X,X,X,X,O,O
SOILTJZ,X,X,O,O,X,X,X,X,X,O,O
SOILTZJ,X,X,O,O,X,O,X,X,X,O,O
SOILJTZ,X,X,O,O,X,X,X,X,X,O,O
SOILJZT,X,X,O,O,X,O,X,X,X,X,X
SOILZTJ,X,X,X,X,X,O,X,X,X,O,X
SOILZJT,X,X,O,O,X,O,X,X,X,X,X
SOIJTLZ,X,X,O,O,X,X,X,X,X,O,O
SOIJTZL,X,X,X,X,X,X,X,X,X,O,O
SOIJLTZ,X,X,O,O,X,X,X,X,X,O,O
SOIJLZT,X,X,O,O,X,X,X,X,X,X,X
SOIJZTL,X,X,X,X,X,X,X,X,X,X,O
SOIJZLT,X,X,X,X,O,X,X,X,X,X,X
SOIZTLJ,X,X,X,X,O,X,X,X,X,O,O
SOIZTJL,X,X,X,X,O,X,X,X,X,O,O
SOIZLTJ,X,X,X,X,X,O,X,X,X,O,X
SOIZLJT,X,X,X,X,O,O,X,X,X,X,X
SOIZJTL,X,X,X,X,X,X,X,X,X,X,O
SOIZJLT,X,X,X,X,O,O,X,X,X,X,X
SOLTIJZ,X,X,O,O,X,X,X,X,X,O,O
SOLTIZJ,X,X,O,O,X,O,X,X,X,O,O
SOLTJIZ,X,X,O,O,X,X,X,X,X,O,O
SOLTJZI,X,X,O,O,X,X,X,X,X,O,O
SOLTZIJ,X,X,O,O,X,O,X,X,X,O,O
SOLTZJI,X,X,O,O,X,O,X,X,X,O,O
SOLITJZ,X,X,O,O,X,X,X,X,X,O,O
SOLITZJ,X,X,O,O,X,O,X,X,X,O,O
SOLIJTZ,X,X,O,O,X,X,X,X,X,O,O
SOLIJZT,X,X,O,O,X,O,X,X,X,X,X
SOLIZTJ,X,X,X,X,X,O,X,X,X,O,X
SOLIZJT,X,X,O,O,X,O,X,X,X,X,X
SOLJTIZ,X,X,O,O,X,X,X,X,X,O,O
SOLJTZI,X,X,O,O,X,X,X,X,X,O,O
SOLJITZ,X,X,O,O,X,X,X,X,X,O,O
SOLJIZT,X,X,O,O,X,O,X,X,X,X,X
SOLJZTI,X,X,O,O,X,O,X,X,X,X,X
SOLJZIT,X,X,O,O,X,O,X,X,X,X,X
SOLZTIJ,X,X,X,X,X,O,X,X,X,O,X
SOLZTJI,X,X,X,X,X,O,X,X,X,O,X
SOLZITJ,X,X,X,X,X,O,X,X,X,O,X
SOLZIJT,X,X,O,O,X,O,X,X,X,X,X
SOLZJTI,X,X,O,O,X,O,X,X,X,X,X
SOLZJIT,X,X,O,O,X,O,X,X,X,X,X
SOJTILZ,X,X,O,O,X,X,X,X,X,O,O
SOJTIZL,X,X,X,X,X,X,X,X,X,O,O
SOJTLIZ,X,X,O,O,X,X,X,X,X,O,O
SOJTLZI,X,X,O,O,X,X,X,X,X,O,O
SOJTZIL,X,X,X,X,X,X,X,X,X,O,O
SOJTZLI,X,X,X,X,X,X,X,X,X,O,O
SOJITLZ,X,X,O,O,X,X,X,X,X,O,O
SOJITZL,X,X,X,X,X,X,X,X,X,O,O
SOJILTZ,X,X,O,O,X,X,X,X,X,O,O
SOJILZT,X,X,O,O,X,X,X,X,X,X,X
SOJIZTL,X,X,X,X,X,X,X,X,X,X,O
SOJIZLT,X,X,X,X,O,X,X,X,X,X,X
SOJLTIZ,X,X,O,O,X,X,X,X,X,O,O
SOJLTZI,X,X,O,O,X,X,X,X,X,O,O
SOJLITZ,X,X,O,O,X,X,X,X,X,O,O
SOJLIZT,X,X,O,O,X,X,X,X,X,X,X
SOJLZTI,X,X,O,O,X,X,X,X,X,X,X
SOJLZIT,X,X,O,O,X,X,X,X,X,X,X
SOJZTIL,X,X,X,X,X,X,X,X,X,X,O
SOJZTLI,X,X,X,X,X,X,X,X,X,X,O
SOJZITL,X,X,X,X,X,X,X,X,X,X,O
SOJZILT,X,X,X,X,O,X,X,X,X,X,X
SOJZLTI,X,X,X,X,O,X,X,X,X,X,X
SOJZLIT,X,X,X,X,O,X,X,X,X,X,X
SOZTILJ,X,X,X,X,O,X,X,X,X,O,O
SOZTIJL,X,X,X,X,O,X,X,X,X,O,O
