sequence,v115@1gB8HeB8FeE8EeF8DeG8MeT6IvhFicB9iBfnB5oB8s?BOtB,v115@1gB8HeB8FeE8EeF8DeG8MeT6IvhF/hBRdBcjBOnBqs?B9tB,v115@1gB8HeB8FeE8EeF8DeG8MeT6IvhF/hBRdBSjBNnB8s?B+tB,v115@1gB8HeB8FeE8EeF8DeG8MeT6IvhF/hBRdBOnBtsB6t?BctB,v115@1gB8HeB8FeE8EeF8DeG8MeT6IvhF2hBXeBxsB9tBCn?B0sB,v115@1gB8HeB8FeE8EeF8DeG8MeT6IvhFxcB6jB0hB9sB/t?BmsB,v115@1gB8HeB8FeE8EeF8DeG8MeT6IvhFmcBtiB0hB5oBys?BXtB
ZOSTILJ,O,O,X,X,X,O,X
ZOSTIJL,O,O,X,X,X,O,X
ZOSTLIJ,O,O,X,X,X,O,X
ZOSTLJI,O,O,X,O,X,O,X
ZOSTJIL,O,O,O,X,X,O,X
ZOSTJLI,O,O,O,O,X,O,X
ZOSITLJ,O,X,X,X,X,O,X
ZOSITJL,O,X,X,X,X,O,X
ZOSILTJ,O,X,X,X,X,O,O
ZOSILJT,O,X,X,X,X,X,O
ZOSIJTL,O,X,X,X,X,O,X
ZOSIJLT,O,X,X,X,X,X,O
ZOSLTIJ,O,O,X,X,X,O,O
ZOSLTJI,O,O,X,O,X,O,O
ZOSLITJ,O,X,X,X,X,O,O
ZOSLIJT,O,X,X,X,X,X,O
ZOSLJTI,O,O,X,X,X,X,O
ZOSLJIT,O,X,X,X,X,X,O
ZOSJTIL,O,X,O,X,X,X,X
ZOSJTLI,O,X,O,O,X,X,X
ZOSJITL,O,X,O,X,X,O,X
ZOSJILT,O,X,X,X,X,X,O
ZOSJLTI,O,O,O,X,X,X,O
ZOSJLIT,O,X,X,X,X,X,O
OTILJSZ,X,O,X,O,O,X,X
OTILJZS,X,O,X,X,O,X,O
OTILSJZ,X,O,X,O,O,X,X
OTILSZJ,O,O,X,X,X,X,O
OTILZJS,X,O,X,X,O,X,O
OTILZSJ,O,O,X,X,O,X,O
OTIJLSZ,X,X,X,O,O,X,X
OTIJLZS,X,X,X,X,O,X,X
OTIJSLZ,X,X,X,O,O,X,X
OTIJSZL,X,X,O,X,O,X,X
OTIJZLS,X,X,O,X,O,X,X
OTIJZSL,X,X,O,X,O,X,X
OTISLJZ,X,O,X,O,O,X,X
OTISLZJ,O,O,X,X,X,O,X
OTISJLZ,X,X,X,O,O,X,X
OTISJZL,X,X,O,X,O,X,X
OTISZLJ,O,O,X,X,O,O,X
OTISZJL,O,O,X,X,O,O,X
OTIZLJS,X,O,X,X,O,X,O
OTIZLSJ,O,O,X,X,O,O,O
OTIZJLS,X,X,X,X,O,X,O
OTIZJSL,O,X,X,X,O,O,X
OTIZSLJ,O,O,X,X,O,O,X
OTIZSJL,O,O,X,X,O,O,X
OTLIJSZ,X,O,X,O,X,X,X
OTLIJZS,X,O,X,X,X,X,O
OTLISJZ,X,O,X,O,X,X,X
OTLISZJ,O,O,X,X,X,X,O
OTLIZJS,X,O,X,X,X,X,O
OTLIZSJ,O,O,X,X,X,X,O
OTLJISZ,X,O,X,O,X,X,X
OTLJIZS,X,O,X,X,X,X,O
OTLJSIZ,X,O,X,O,X,X,X
OTLJSZI,X,O,O,O,X,X,X
OTLJZIS,X,O,O,X,X,X,O
OTLJZSI,X,O,O,O,X,X,O
OTLSIJZ,X,O,X,O,X,X,X
OTLSIZJ,O,O,X,X,X,O,O
OTLSJIZ,X,O,X,O,X,X,X
OTLSJZI,O,O,O,O,X,O,X
OTLSZIJ,O,O,X,X,X,O,O
OTLSZJI,O,O,X,O,X,O,O
OTLZIJS,X,O,X,X,X,X,O
OTLZISJ,O,O,X,X,X,O,O
OTLZJIS,X,O,X,X,X,X,O
OTLZJSI,X,O,X,O,X,X,O
OTLZSIJ,O,O,X,X,X,O,O
OTLZSJI,O,O,X,O,X,O,O
OTJILSZ,X,X,X,O,O,X,X
OTJILZS,X,X,X,X,O,X,X
OTJISLZ,X,X,X,O,O,X,X
OTJISZL,X,X,O,X,O,X,X
OTJIZLS,X,X,O,X,O,X,X
OTJIZSL,X,X,O,X,O,X,X
OTJLISZ,X,O,X,O,X,X,X
OTJLIZS,X,O,X,X,X,X,X
OTJLSIZ,X,O,X,O,X,X,X
OTJLSZI,X,O,O,O,X,X,X
OTJLZIS,X,O,O,X,X,X,X
OTJLZSI,X,O,O,O,X,X,X
OTJSILZ,X,X,X,O,X,X,X
OTJSIZL,X,X,O,X,X,X,X
OTJSLIZ,X,O,X,O,X,X,X
OTJSLZI,X,O,O,O,X,O,X
OTJSZIL,X,O,O,X,X,O,X
OTJSZLI,X,O,O,O,X,O,X
OTJZILS,X,X,O,X,X,X,X
OTJZISL,X,X,O,X,X,O,X
OTJZLIS,X,O,O,X,X,X,X
OTJZLSI,X,O,O,O,X,X,X
OTJZSIL,X,O,O,X,X,O,X
OTJZSLI,X,O,O,O,X,O,X
OTSILJZ,X,O,X,O,X,X,X
OTSILZJ,O,O,X,X,X,O,X
OTSIJLZ,X,X,X,O,X,X,X
OTSIJZL,X,X,O,X,X,X,X
OTSIZLJ,O,O,X,X,X,O,X
OTSIZJL,O,O,X,X,X,O,X
OTSLIJZ,X,O,X,O,X,X,X
OTSLIZJ,O,O,X,X,X,O,X
OTSLJIZ,X,O,X,O,X,X,X
OTSLJZI,O,O,O,O,X,O,X
OTSLZIJ,O,O,X,X,X,O,X
OTSLZJI,O,O,X,O,X,O,X
OTSJILZ,X,X,X,O,X,X,X
OTSJIZL,X,X,O,X,X,X,X
OTSJLIZ,X,O,X,O,X,X,X
OTSJLZI,O,O,O,O,X,O,X
OTSJZIL,O,O,O,X,X,O,X
OTSJZLI,O,O,O,O,X,O,X
OTSZILJ,O,O,X,X,X,O,X
OTSZIJL,O,O,X,X,X,O,X
OTSZLIJ,O,O,X,X,X,O,X
OTSZLJI,O,O,X,O,X,O,X
OTSZJIL,O,O,O,X,X,O,X
OTSZJLI,O,O,O,O,X,O,X
OTZILJS,X,O,X,X,X,X,O
OTZILSJ,O,O,X,X,X,O,O
OTZIJLS,X,X,X,X,X,X,O
OTZIJSL,O,X,X,X,X,O,X
OTZISLJ,O,O,X,X,X,O,X
OTZISJL,O,O,X,X,X,O,X
OTZLIJS,X,O,X,X,X,X,O
OTZLISJ,O,O,X,X,X,O,O
OTZLJIS,X,O,X,X,X,X,O
OTZLJSI,X,O,X,O,X,X,O
OTZLSIJ,O,O,X,X,X,O,O
OTZLSJI,O,O,X,O,X,O,O
OTZJILS,X,X,O,X,X,X,O
OTZJISL,O,X,O,X,X,O,X
OTZJLIS,X,O,O,X,X,X,O
OTZJLSI,X,O,O,O,X,X,O
OTZJSIL,O,O,O,X,X,O,X
OTZJSLI,O,O,O,O,X,O,X
OTZSILJ,O,O,X,X,X,O,X
OTZSIJL,O,O,X,X,X,O,X
OTZSLIJ,O,O,X,X,X,O,X
OTZSLJI,O,O,X,O,X,O,X
OTZSJIL,O,O,O,X,X,O,X
OTZSJLI,O,O,O,O,X,O,X
OITLJSZ,X,O,X,O,O,X,X
OITLJZS,X,O,X,X,O,X,O
OITLSJZ,X,O,X,O,O,X,X
OITLSZJ,O,O,X,X,X,X,O
OITLZJS,X,O,X,X,O,X,O
OITLZSJ,O,O,X,X,O,X,O
OITJLSZ,X,X,X,O,O,X,X
OITJLZS,X,X,X,X,O,X,X
OITJSLZ,X,X,X,O,O,X,X
OITJSZL,X,X,O,X,O,X,X
OITJZLS,X,X,O,X,O,X,X
OITJZSL,X,X,O,X,O,X,X
OITSLJZ,X,O,X,O,O,X,X
OITSLZJ,O,O,X,X,X,O,X
OITSJLZ,X,X,X,O,O,X,X
OITSJZL,X,X,O,X,O,X,X
OITSZLJ,O,O,X,X,O,O,X
OITSZJL,O,O,X,X,O,O,X
OITZLJS,X,O,X,X,O,X,O
OITZLSJ,O,O,X,X,O,O,O
OITZJLS,X,X,X,X,O,X,O
OITZJSL,O,X,X,X,O,O,X
OITZSLJ,O,O,X,X,O,O,X
OITZSJL,O,O,X,X,O,O,X
OILTJSZ,X,O,X,O,O,X,X
OILTJZS,X,O,X,X,O,X,O
OILTSJZ,X,O,X,O,O,X,X
OILTSZJ,O,O,X,X,X,X,O
OILTZJS,X,O,X,X,O,X,O
OILTZSJ,O,O,X,X,O,X,O
OILJTSZ,X,O,X,X,O,X,X
OILJTZS,X,O,X,X,O,X,O
OILJSTZ,X,O,X,X,X,X,X
OILJSZT,O,X,X,X,X,X,X
OILJZTS,X,X,X,X,O,X,O
OILJZST,O,X,X,X,X,X,O
OILSTJZ,X,O,X,O,X,X,X
OILSTZJ,O,O,X,X,X,X,O
OILSJTZ,X,O,X,X,X,X,X
OILSJZT,O,X,X,X,X,X,X
OILSZTJ,O,X,X,X,X,X,O
OILSZJT,O,X,X,X,X,X,O
OILZTJS,X,X,X,X,O,X,O
OILZTSJ,O,X,X,X,O,X,O
OILZJTS,X,X,X,X,O,X,O
OILZJST,O,X,X,X,X,X,O
OILZSTJ,O,X,X,X,X,X,O
OILZSJT,O,X,X,X,X,X,O
OIJTLSZ,X,X,X,O,O,X,X
OIJTLZS,X,X,X,X,O,X,X
OIJTSLZ,X,X,X,O,O,X,X
OIJTSZL,X,X,O,X,O,X,X
OIJTZLS,X,X,O,X,O,X,X
OIJTZSL,X,X,O,X,O,X,X
OIJLTSZ,X,O,X,X,O,X,X
OIJLTZS,X,O,X,X,O,X,O
OIJLSTZ,X,O,X,X,X,X,X
OIJLSZT,O,X,X,X,X,X,X
OIJLZTS,X,X,O,X,O,X,O
OIJLZST,O,X,X,X,X,X,O
OIJSTLZ,X,X,X,O,O,X,X
OIJSTZL,X,X,O,X,O,X,X
OIJSLTZ,X,O,X,X,X,X,X
OIJSLZT,O,X,X,X,X,X,X
OIJSZTL,O,X,O,X,O,X,X
OIJSZLT,O,X,X,X,X,X,X
OIJZTLS,X,X,O,X,O,X,O
OIJZTSL,O,X,O,X,O,X,X
OIJZLTS,X,X,O,X,O,X,O
OIJZLST,O,X,X,X,X,X,O
OIJZSTL,O,X,O,X,O,X,X
OIJZSLT,O,X,X,X,X,X,O
OISTLJZ,X,O,X,O,O,X,X
OISTLZJ,O,O,X,X,X,O,X
OISTJLZ,X,X,X,O,O,X,X
OISTJZL,X,X,O,X,O,X,X
OISTZLJ,O,O,X,X,O,O,X
OISTZJL,O,O,X,X,O,O,X
OISLTJZ,X,O,X,O,X,X,X
OISLTZJ,O,O,X,X,X,O,O
OISLJTZ,X,O,X,X,X,X,X
OISLJZT,O,X,X,X,X,X,X
OISLZTJ,O,X,X,X,X,X,O
OISLZJT,O,X,X,X,X,X,O
OISJTLZ,X,X,X,O,O,X,X
OISJTZL,X,X,O,X,O,X,X
OISJLTZ,X,O,X,X,X,X,X
OISJLZT,O,X,X,X,X,X,X
OISJZTL,O,X,O,X,O,X,X
OISJZLT,O,X,X,X,X,X,X
OISZTLJ,O,X,X,X,O,O,X
OISZTJL,O,X,X,X,O,O,X
OISZLTJ,O,X,X,X,X,O,O
OISZLJT,O,X,X,X,X,X,O
OISZJTL,O,X,X,X,O,O,X
OISZJLT,O,X,X,X,X,X,O
OIZTLJS,X,X,X,X,O,X,O
OIZTLSJ,O,X,X,X,O,O,O
OIZTJLS,X,X,X,X,O,X,O
OIZTJSL,O,X,X,X,O,O,X
OIZTSLJ,O,X,X,X,O,O,X
OIZTSJL,O,X,X,X,O,O,X
OIZLTJS,X,X,X,X,O,X,O
OIZLTSJ,O,X,X,X,O,O,O
OIZLJTS,X,X,X,X,O,X,O
OIZLJST,O,X,X,X,X,X,O
OIZLSTJ,O,X,X,X,X,O,O
OIZLSJT,O,X,X,X,X,X,O
OIZJTLS,X,X,X,X,O,X,O
OIZJTSL,O,X,X,X,O,O,X
OIZJLTS,X,X,X,X,O,X,O
OIZJLST,O,X,X,X,X,X,O
OIZJSTL,O,X,X,X,O,O,X
OIZJSLT,O,X,X,X,X,X,O
OIZSTLJ,O,X,X,X,O,O,X
OIZSTJL,O,X,X,X,O,O,X
OIZSLTJ,O,X,X,X,X,O,O
OIZSLJT,O,X,X,X,X,X,O
OIZSJTL,O,X,X,X,O,O,X
OIZSJLT,O,X,X,X,X,X,O
OLTIJSZ,X,O,X,O,X,X,X
OLTIJZS,X,O,X,X,X,X,O
OLTISJZ,X,O,X,O,X,X,X
OLTISZJ,O,O,X,X,X,X,O
OLTIZJS,X,O,X,X,X,X,O
OLTIZSJ,O,O,X,X,X,X,O
OLTJISZ,X,O,X,O,X,X,X
OLTJIZS,X,O,X,X,X,X,O
OLTJSIZ,X,O,X,O,X,X,X
OLTJSZI,X,O,O,O,X,X,X
OLTJZIS,X,O,O,X,X,X,O
OLTJZSI,X,O,O,O,X,X,O
OLTSIJZ,X,O,X,O,X,X,X
OLTSIZJ,O,O,X,X,X,O,O
OLTSJIZ,X,O,X,O,X,X,X
OLTSJZI,O,O,O,O,X,O,X
OLTSZIJ,O,O,X,X,X,O,O
OLTSZJI,O,O,X,O,X,O,O
OLTZIJS,X,O,X,X,X,X,O
OLTZISJ,O,O,X,X,X,O,O
OLTZJIS,X,O,X,X,X,X,O
OLTZJSI,X,O,X,O,X,X,O
OLTZSIJ,O,O,X,X,X,O,O
OLTZSJI,O,O,X,O,X,O,O
OLITJSZ,X,O,X,O,O,X,X
OLITJZS,X,O,X,X,O,X,O
OLITSJZ,X,O,X,O,O,X,X
OLITSZJ,O,O,X,X,X,X,O
OLITZJS,X,O,X,X,O,X,O
OLITZSJ,O,O,X,X,O,X,O
OLIJTSZ,X,O,X,X,O,X,X
OLIJTZS,X,O,X,X,O,X,O
OLIJSTZ,X,O,X,X,X,X,X
OLIJSZT,O,X,X,X,X,X,X
OLIJZTS,X,X,X,X,O,X,O
OLIJZST,O,X,X,X,X,X,O
OLISTJZ,X,O,X,O,X,X,X
OLISTZJ,O,O,X,X,X,X,O
OLISJTZ,X,O,X,X,X,X,X
OLISJZT,O,X,X,X,X,X,X
OLISZTJ,O,X,X,X,X,X,O
OLISZJT,O,X,X,X,X,X,O
OLIZTJS,X,X,X,X,O,X,O
OLIZTSJ,O,X,X,X,O,X,O
OLIZJTS,X,X,X,X,O,X,O
OLIZJST,O,X,X,X,X,X,O
OLIZSTJ,O,X,X,X,X,X,O
OLIZSJT,O,X,X,X,X,X,O
OLJTISZ,X,O,X,O,X,X,X
OLJTIZS,X,O,X,X,X,X,O
OLJTSIZ,X,O,X,O,X,X,X
OLJTSZI,X,O,O,O,X,X,X
OLJTZIS,X,O,O,X,X,X,O
OLJTZSI,X,O,O,O,X,X,O
OLJITSZ,X,O,X,X,O,X,X
OLJITZS,X,O,X,X,O,X,O
OLJISTZ,X,O,X,X,X,X,X
OLJISZT,O,X,X,X,X,X,X
OLJIZTS,X,X,O,X,O,X,O
OLJIZST,O,X,X,X,X,X,O
OLJSTIZ,X,O,X,O,X,X,X
OLJSTZI,O,O,O,O,X,X,X
OLJSITZ,X,O,X,X,X,X,X
OLJSIZT,O,X,X,X,X,X,X
OLJSZTI,O,O,O,X,X,X,X
OLJSZIT,O,X,X,X,X,X,X
OLJZTIS,X,O,O,X,X,X,O
OLJZTSI,X,O,O,X,X,X,O
OLJZITS,X,X,O,X,X,X,O
OLJZIST,O,X,X,X,X,X,O
OLJZSTI,O,O,O,X,X,X,O
OLJZSIT,O,X,X,X,X,X,O
OLSTIJZ,X,O,X,O,X,X,X
OLSTIZJ,O,O,X,X,X,O,O
OLSTJIZ,X,O,X,O,X,X,X
OLSTJZI,O,O,O,O,X,O,X
OLSTZIJ,O,O,X,X,X,O,O
OLSTZJI,O,O,X,O,X,O,O
OLSITJZ,X,O,X,O,X,X,X
OLSITZJ,O,O,X,X,X,O,O
OLSIJTZ,X,O,X,X,X,X,X
OLSIJZT,O,X,X,X,X,X,X
OLSIZTJ,O,X,X,X,X,X,O
OLSIZJT,O,X,X,X,X,X,O
OLSJTIZ,X,O,X,O,X,X,X
OLSJTZI,O,O,O,O,X,O,X
OLSJITZ,X,O,X,X,X,X,X
OLSJIZT,O,X,X,X,X,X,X
OLSJZTI,O,O,O,X,X,X,X
OLSJZIT,O,X,X,X,X,X,X
OLSZTIJ,O,O,X,X,X,O,O
OLSZTJI,O,O,X,O,X,O,O
OLSZITJ,O,X,X,X,X,O,O
OLSZIJT,O,X,X,X,X,X,O
OLSZJTI,O,O,X,X,X,X,O
OLSZJIT,O,X,X,X,X,X,O
OLZTIJS,X,O,X,X,X,X,O
OLZTISJ,O,O,X,X,X,O,O
OLZTJIS,X,O,X,X,X,X,O
OLZTJSI,X,O,X,O,X,X,O
OLZTSIJ,O,O,X,X,X,O,O
OLZTSJI,O,O,X,O,X,O,O
OLZITJS,X,X,X,X,X,X,O
OLZITSJ,O,X,X,X,X,O,O
OLZIJTS,X,X,X,X,X,X,O
OLZIJST,O,X,X,X,X,X,O
OLZISTJ,O,X,X,X,X,O,O
OLZISJT,O,X,X,X,X,X,O
OLZJTIS,X,O,X,X,X,X,O
OLZJTSI,X,O,X,X,X,X,O
OLZJITS,X,X,X,X,X,X,O
OLZJIST,O,X,X,X,X,X,O
OLZJSTI,O,O,X,X,X,X,O
OLZJSIT,O,X,X,X,X,X,O
OLZSTIJ,O,O,X,X,X,X,O
OLZSTJI,O,O,X,O,X,X,O
OLZSITJ,O,X,X,X,X,O,O
OLZSIJT,O,X,X,X,X,X,O
OLZSJTI,O,O,X,X,X,X,O
OLZSJIT,O,X,X,X,X,X,O
OJTILSZ,X,X,X,O,O,X,X
OJTILZS,X,X,X,X,O,X,X
OJTISLZ,X,X,X,O,O,X,X
OJTISZL,X,X,O,X,O,X,X
OJTIZLS,X,X,O,X,O,X,X
OJTIZSL,X,X,O,X,O,X,X
OJTLISZ,X,O,X,O,X,X,X
OJTLIZS,X,O,X,X,X,X,X
OJTLSIZ,X,O,X,O,X,X,X
OJTLSZI,X,O,O,O,X,X,X
OJTLZIS,X,O,O,X,X,X,X
OJTLZSI,X,O,O,O,X,X,X
OJTSILZ,X,X,X,O,X,X,X
OJTSIZL,X,X,O,X,X,X,X
OJTSLIZ,X,O,X,O,X,X,X
OJTSLZI,X,O,O,O,X,O,X
OJTSZIL,X,O,O,X,X,O,X
OJTSZLI,X,O,O,O,X,O,X
OJTZILS,X,X,O,X,X,X,X
OJTZISL,X,X,O,X,X,O,X
OJTZLIS,X,O,O,X,X,X,X
OJTZLSI,X,O,O,O,X,X,X
OJTZSIL,X,O,O,X,X,O,X
OJTZSLI,X,O,O,O,X,O,X
OJITLSZ,X,X,X,O,O,X,X
OJITLZS,X,X,X,X,O,X,X
OJITSLZ,X,X,X,O,O,X,X
OJITSZL,X,X,O,X,O,X,X
OJITZLS,X,X,O,X,O,X,X
OJITZSL,X,X,O,X,O,X,X
OJILTSZ,X,O,X,X,O,X,X
OJILTZS,X,O,X,X,O,X,O
OJILSTZ,X,O,X,X,X,X,X
OJILSZT,O,X,X,X,X,X,X
OJILZTS,X,X,O,X,O,X,O
OJILZST,O,X,X,X,X,X,O
OJISTLZ,X,X,X,O,O,X,X
OJISTZL,X,X,O,X,O,X,X
OJISLTZ,X,O,X,X,X,X,X
OJISLZT,O,X,X,X,X,X,X
OJISZTL,O,X,O,X,O,X,X
OJISZLT,O,X,X,X,X,X,X
OJIZTLS,X,X,O,X,O,X,O
OJIZTSL,O,X,O,X,O,X,X
OJIZLTS,X,X,O,X,O,X,O
OJIZLST,O,X,X,X,X,X,O
OJIZSTL,O,X,O,X,O,X,X
OJIZSLT,O,X,X,X,X,X,O
OJLTISZ,X,O,X,O,X,X,X
OJLTIZS,X,O,X,X,X,X,O
OJLTSIZ,X,O,X,O,X,X,X
OJLTSZI,X,O,O,O,X,X,X
OJLTZIS,X,O,O,X,X,X,O
OJLTZSI,X,O,O,O,X,X,O
OJLITSZ,X,O,X,X,O,X,X
OJLITZS,X,O,X,X,O,X,O
OJLISTZ,X,O,X,X,X,X,X
OJLISZT,O,X,X,X,X,X,X
OJLIZTS,X,X,O,X,O,X,O
OJLIZST,O,X,X,X,X,X,O
OJLSTIZ,X,O,X,O,X,X,X
OJLSTZI,O,O,O,O,X,X,X
OJLSITZ,X,O,X,X,X,X,X
OJLSIZT,O,X,X,X,X,X,X
OJLSZTI,O,O,O,X,X,X,X
OJLSZIT,O,X,X,X,X,X,X
OJLZTIS,X,O,O,X,X,X,O
OJLZTSI,X,O,O,X,X,X,O
OJLZITS,X,X,O,X,X,X,O
OJLZIST,O,X,X,X,X,X,O
OJLZSTI,O,O,O,X,X,X,O
OJLZSIT,O,X,X,X,X,X,O
OJSTILZ,X,X,X,O,X,X,X
OJSTIZL,X,X,O,X,X,X,X
OJSTLIZ,X,O,X,O,X,X,X
OJSTLZI,O,O,O,O,X,O,X
OJSTZIL,O,O,O,X,X,O,X
OJSTZLI,O,O,O,O,X,O,X
OJSITLZ,X,X,X,O,O,X,X
OJSITZL,X,X,O,X,O,X,X
OJSILTZ,X,O,X,X,X,X,X
OJSILZT,O,X,X,X,X,X,X
OJSIZTL,O,X,O,X,O,X,X
OJSIZLT,O,X,X,X,X,X,X
OJSLTIZ,X,O,X,O,X,X,X
OJSLTZI,O,O,O,O,X,O,X
OJSLITZ,X,O,X,X,X,X,X
OJSLIZT,O,X,X,X,X,X,X
OJSLZTI,O,O,O,X,X,X,X
OJSLZIT,O,X,X,X,X,X,X
OJSZTIL,O,X,O,X,X,X,X
OJSZTLI,O,X,O,O,X,X,X
OJSZITL,O,X,O,X,X,O,X
OJSZILT,O,X,X,X,X,X,X
OJSZLTI,O,O,O,X,X,X,X
OJSZLIT,O,X,X,X,X,X,X
OJZTILS,X,X,O,X,X,X,O
OJZTISL,O,X,O,X,X,O,X
OJZTLIS,X,X,O,X,X,X,O
OJZTLSI,X,X,O,O,X,X,O
OJZTSIL,O,X,O,X,X,O,X
OJZTSLI,O,X,O,O,X,O,X
OJZITLS,X,X,O,X,O,X,O
OJZITSL,O,X,O,X,O,O,X
OJZILTS,X,X,O,X,O,X,O
OJZILST,O,X,X,X,X,X,O
OJZISTL,O,X,O,X,O,O,X
OJZISLT,O,X,X,X,X,X,O
OJZLTIS,X,O,O,X,X,X,O
OJZLTSI,X,O,O,X,X,X,O
OJZLITS,X,X,O,X,X,X,O
OJZLIST,O,X,X,X,X,X,O
OJZLSTI,O,O,O,X,X,X,O
OJZLSIT,O,X,X,X,X,X,O
OJZSTIL,O,X,O,X,X,X,X
OJZSTLI,O,X,O,O,X,X,X
OJZSITL,O,X,O,X,X,O,X
OJZSILT,O,X,X,X,X,X,O
OJZSLTI,O,O,O,X,X,X,O
OJZSLIT,O,X,X,X,X,X,O
OSTILJZ,X,O,X,O,X,X,X
OSTILZJ,O,O,X,X,X,O,X
OSTIJLZ,X,X,X,O,X,X,X
OSTIJZL,X,X,O,X,X,X,X
OSTIZLJ,O,O,X,X,X,O,X
OSTIZJL,O,O,X,X,X,O,X
OSTLIJZ,X,O,X,O,X,X,X
OSTLIZJ,O,O,X,X,X,O,X
OSTLJIZ,X,O,X,O,X,X,X
OSTLJZI,O,O,O,O,X,O,X
OSTLZIJ,O,O,X,X,X,O,X
OSTLZJI,O,O,X,O,X,O,X
OSTJILZ,X,X,X,O,X,X,X
OSTJIZL,X,X,O,X,X,X,X
OSTJLIZ,X,O,X,O,X,X,X
OSTJLZI,O,O,O,O,X,O,X
OSTJZIL,O,O,O,X,X,O,X
OSTJZLI,O,O,O,O,X,O,X
OSTZILJ,O,O,X,X,X,O,X
OSTZIJL,O,O,X,X,X,O,X
OSTZLIJ,O,O,X,X,X,O,X
OSTZLJI,O,O,X,O,X,O,X
OSTZJIL,O,O,O,X,X,O,X
OSTZJLI,O,O,O,O,X,O,X
OSITLJZ,X,O,X,O,O,X,X
OSITLZJ,O,O,X,X,X,O,X
OSITJLZ,X,X,X,O,O,X,X
OSITJZL,X,X,O,X,O,X,X
OSITZLJ,O,O,X,X,O,O,X
OSITZJL,O,O,X,X,O,O,X
OSILTJZ,X,O,X,O,X,X,X
OSILTZJ,O,O,X,X,X,O,O
OSILJTZ,X,O,X,X,X,X,X
OSILJZT,O,X,X,X,X,X,X
OSILZTJ,O,X,X,X,X,X,O
OSILZJT,O,X,X,X,X,X,O
OSIJTLZ,X,X,X,O,O,X,X
OSIJTZL,X,X,O,X,O,X,X
OSIJLTZ,X,O,X,X,X,X,X
OSIJLZT,O,X,X,X,X,X,X
OSIJZTL,O,X,O,X,O,X,X
OSIJZLT,O,X,X,X,X,X,X
OSIZTLJ,O,X,X,X,O,O,X
OSIZTJL,O,X,X,X,O,O,X
OSIZLTJ,O,X,X,X,X,O,O
OSIZLJT,O,X,X,X,X,X,O
OSIZJTL,O,X,X,X,O,O,X
OSIZJLT,O,X,X,X,X,X,O
OSLTIJZ,X,O,X,O,X,X,X
OSLTIZJ,O,O,X,X,X,O,O
OSLTJIZ,X,O,X,O,X,X,X
OSLTJZI,O,O,O,O,X,O,X
OSLTZIJ,O,O,X,X,X,O,O
OSLTZJI,O,O,X,O,X,O,O
OSLITJZ,X,O,X,O,X,X,X
OSLITZJ,O,O,X,X,X,O,O
OSLIJTZ,X,O,X,X,X,X,X
OSLIJZT,O,X,X,X,X,X,X
OSLIZTJ,O,X,X,X,X,X,O
OSLIZJT,O,X,X,X,X,X,O
OSLJTIZ,X,O,X,O,X,X,X
OSLJTZI,O,O,O,O,X,O,X
OSLJITZ,X,O,X,X,X,X,X
OSLJIZT,O,X,X,X,X,X,X
OSLJZTI,O,O,O,X,X,X,X
OSLJZIT,O,X,X,X,X,X,X
OSLZTIJ,O,O,X,X,X,O,O
OSLZTJI,O,O,X,O,X,O,O
OSLZITJ,O,X,X,X,X,O,O
OSLZIJT,O,X,X,X,X,X,O
OSLZJTI,O,O,X,X,X,X,O
OSLZJIT,O,X,X,X,X,X,O
OSJTILZ,X,X,X,O,X,X,X
OSJTIZL,X,X,O,X,X,X,X
OSJTLIZ,X,O,X,O,X,X,X
OSJTLZI,O,O,O,O,X,O,X
OSJTZIL,O,O,O,X,X,O,X
OSJTZLI,O,O,O,O,X,O,X
OSJITLZ,X,X,X,O,O,X,X
OSJITZL,X,X,O,X,O,X,X
OSJILTZ,X,O,X,X,X,X,X
OSJILZT,O,X,X,X,X,X,X
OSJIZTL,O,X,O,X,O,X,X
OSJIZLT,O,X,X,X,X,X,X
OSJLTIZ,X,O,X,O,X,X,X
OSJLTZI,O,O,O,O,X,O,X
OSJLITZ,X,O,X,X,X,X,X
OSJLIZT,O,X,X,X,X,X,X
OSJLZTI,O,O,O,X,X,X,X
OSJLZIT,O,X,X,X,X,X,X
OSJZTIL,O,X,O,X,X,X,X
OSJZTLI,O,X,O,O,X,X,X
OSJZITL,O,X,O,X,X,O,X
OSJZILT,O,X,X,X,X,X,X
OSJZLTI,O,O,O,X,X,X,X
OSJZLIT,O,X,X,X,X,X,X
OSZTILJ,O,O,X,X,X,O,X
OSZTIJL,O,O,X,X,X,O,X
OSZTLIJ,O,O,X,X,X,O,X
OSZTLJI,O,O,X,O,X,O,X
OSZTJIL,O,O,O,X,X,O,X
OSZTJLI,O,O,O,O,X,O,X
OSZITLJ,O,X,X,X,X,O,X
OSZITJL,O,X,X,X,X,O,X
OSZILTJ,O,X,X,X,X,O,O
OSZILJT,O,X,X,X,X,X,O
OSZIJTL,O,X,X,X,X,O,X
OSZIJLT,O,X,X,X,X,X,O
OSZLTIJ,O,O,X,X,X,O,O
OSZLTJI,O,O,X,O,X,O,O
OSZLITJ,O,X,X,X,X,O,O
OSZLIJT,O,X,X,X,X,X,O
OSZLJTI,O,O,X,X,X,X,O
OSZLJIT,O,X,X,X,X,X,O
OSZJTIL,O,X,O,X,X,X,X
OSZJTLI,O,X,O,O,X,X,X
