sequence,v115@7gB8GeF8EeE8DeF8DeC8JeT6IvhFxbBXdB0gBFnBCr?B2wB,v115@7gB8GeF8EeE8DeF8DeC8JeT6IvhFxbBXdBmgBqqBFn?B0rB,v115@7gB8GeF8EeE8DeF8DeC8JeT6IvhFibBFdBulBcmBXn?BRwB,v115@7gB8GeF8EeE8DeF8DeC8JeT6IvhFxcBlgB3hBOsB0l?BSwB,v115@7gB8GeF8EeE8DeF8DeC8JeT6IvhF0cBlgBxmB6qBXn?B2wB,v115@7gB8GeF8EeE8DeF8DeC8JeT6IvhFibB5lB/rBFnBcr?BOsB,v115@7gB8GeF8EeE8DeF8DeC8JeT6IvhFxcB0gBlhBXnB6q?B2wB,v115@7gB8GeF8EeE8DeF8DeC8JeT6IvhF2gBXdBUmBFnBCm?BRwB,v115@7gB8GeF8EeE8DeF8DeC8JeT6IvhFxcB6lB/rBFnBmr?B0qB,v115@7gB8GeF8EeE8DeF8DeC8Jei6IvhFchBGgBVnBzlBXn?BRwB,v115@7gB8GeF8EeE8DeF8DeC8JeT6IvhFxbBXdB6lBFnB0r?BerB
SIOZTLJ,O,O,O,X,O,O,O,O,X,X,X
SIOZTJL,O,O,O,X,O,O,O,O,X,X,X
SIOZLTJ,X,X,O,X,X,X,X,X,X,X,X
SIOZLJT,X,O,O,X,X,X,X,X,X,X,X
SIOZJTL,X,O,O,X,X,X,O,O,X,X,X
SIOZJLT,X,O,O,X,X,X,X,X,X,X,X
SLTIJZO,X,O,X,X,X,O,X,X,O,O,X
SLTIJOZ,O,O,O,X,X,O,X,O,O,X,X
SLTIZJO,O,O,O,X,X,O,X,O,X,O,X
SLTIZOJ,O,O,O,X,X,O,X,O,X,X,X
SLTIOJZ,O,O,O,O,X,O,X,O,O,X,X
SLTIOZJ,O,O,O,X,X,O,O,O,X,X,X
SLTJIZO,X,O,X,X,X,X,X,X,O,O,X
SLTJIOZ,O,O,X,X,X,X,X,X,O,X,X
SLTJZIO,O,O,X,X,X,X,X,X,O,O,X
SLTJZOI,O,O,X,X,X,X,X,X,O,O,X
SLTJOIZ,O,O,O,O,X,X,X,O,O,X,X
SLTJOZI,O,O,O,O,X,X,X,X,O,X,X
SLTZIJO,O,O,O,X,X,X,X,X,X,O,X
SLTZIOJ,O,O,O,X,X,X,O,X,X,X,X
SLTZJIO,O,O,O,X,X,X,X,X,O,O,X
SLTZJOI,O,O,O,X,X,X,X,X,O,O,X
SLTZOIJ,O,O,O,X,X,X,O,X,X,X,X
SLTZOJI,O,O,O,O,X,X,O,X,O,X,X
SLTOIJZ,O,O,O,O,X,O,X,O,O,X,X
SLTOIZJ,O,O,O,X,X,O,O,O,X,X,X
SLTOJIZ,O,O,O,O,X,X,X,O,O,X,X
SLTOJZI,O,O,O,O,X,X,X,X,O,X,X
SLTOZIJ,O,O,O,X,X,X,O,X,X,X,X
SLTOZJI,O,O,O,O,X,X,O,X,O,X,X
SLITJZO,X,X,X,X,X,O,X,X,O,O,X
SLITJOZ,X,O,O,X,X,O,X,O,O,X,X
SLITZJO,X,X,O,X,X,O,X,O,X,O,X
SLITZOJ,X,X,O,X,X,O,X,O,X,X,X
SLITOJZ,X,O,O,O,X,O,X,O,O,X,X
SLITOZJ,X,X,O,X,X,O,O,O,X,X,X
SLIJTZO,X,X,X,X,X,X,X,X,X,O,X
SLIJTOZ,X,O,O,X,X,X,O,X,X,X,X
SLIJZTO,X,X,O,X,X,X,X,X,X,X,X
SLIJZOT,X,O,O,X,X,X,X,X,X,X,X
SLIJOTZ,X,O,O,X,X,X,O,O,X,X,X
SLIJOZT,X,O,O,X,X,X,X,X,X,X,X
SLIZTJO,X,X,O,X,X,X,X,X,X,X,X
SLIZTOJ,X,X,O,X,X,X,X,X,X,X,X
SLIZJTO,X,X,O,X,X,X,X,X,X,X,X
SLIZJOT,X,O,O,X,X,X,X,X,X,X,X
SLIZOTJ,X,X,O,X,X,X,X,X,X,X,X
SLIZOJT,X,O,O,X,X,X,X,X,X,X,X
SLIOTJZ,O,O,O,O,X,O,X,O,O,X,X
SLIOTZJ,O,O,O,X,X,O,O,O,X,X,X
SLIOJTZ,X,O,O,X,X,X,O,O,X,X,X
SLIOJZT,X,O,O,X,X,X,X,X,X,X,X
SLIOZTJ,X,X,O,X,X,X,X,X,X,X,X
SLIOZJT,X,O,O,X,X,X,X,X,X,X,X
SLJTIZO,X,O,X,X,X,X,X,X,O,O,X
SLJTIOZ,X,O,X,X,X,X,O,X,O,X,X
SLJTZIO,X,O,X,X,X,X,O,X,O,O,X
SLJTZOI,X,O,X,X,X,X,O,X,O,O,X
SLJTOIZ,X,O,O,O,X,X,O,X,O,X,X
SLJTOZI,X,O,O,O,X,X,O,X,O,X,X
SLJITZO,X,X,X,X,X,X,X,X,X,O,X
SLJITOZ,X,O,O,X,X,X,O,X,X,X,X
SLJIZTO,X,O,O,X,X,X,X,X,X,X,X
SLJIZOT,X,O,O,X,X,X,X,X,X,X,X
SLJIOTZ,X,O,O,X,X,X,O,X,X,X,X
SLJIOZT,X,O,O,X,X,X,X,X,X,X,X
SLJZTIO,X,O,X,X,X,X,O,X,X,X,X
SLJZTOI,X,O,O,X,X,X,O,X,X,X,X
SLJZITO,X,O,X,X,X,X,X,X,X,X,X
SLJZIOT,X,O,X,X,X,X,X,X,X,X,X
SLJZOTI,X,O,O,X,X,X,O,X,X,X,X
SLJZOIT,X,O,X,X,X,X,X,X,X,X,X
SLJOTIZ,X,O,O,O,X,X,O,O,O,X,X
SLJOTZI,X,O,O,O,X,X,O,X,O,X,X
SLJOITZ,X,O,O,X,X,X,O,O,X,X,X
SLJOIZT,X,O,O,X,X,X,X,X,X,X,X
SLJOZTI,X,O,O,X,X,X,O,X,X,X,X
SLJOZIT,X,O,X,X,X,X,X,X,X,X,X
SLZTIJO,O,O,O,X,X,X,X,X,X,X,X
SLZTIOJ,O,O,O,X,X,X,O,X,X,X,X
SLZTJIO,O,O,O,X,X,X,X,X,O,X,O
SLZTJOI,O,O,O,X,X,X,X,X,O,X,O
SLZTOIJ,O,O,O,X,X,X,O,X,X,X,X
SLZTOJI,O,O,O,O,X,X,O,X,O,X,O
SLZITJO,X,O,O,X,X,X,X,X,X,X,X
SLZITOJ,X,O,O,X,X,X,X,X,X,X,X
SLZIJTO,X,O,O,X,X,X,X,X,X,X,X
SLZIJOT,X,O,O,X,X,X,X,X,X,X,X
SLZIOTJ,X,O,O,X,X,X,X,X,X,X,X
SLZIOJT,X,O,O,X,X,X,X,X,X,X,X
SLZJTIO,X,O,O,X,X,X,X,X,X,X,X
SLZJTOI,X,O,O,X,X,X,X,X,X,X,X
SLZJITO,X,O,O,X,X,X,X,X,X,X,X
SLZJIOT,X,O,O,X,X,X,X,X,X,X,X
SLZJOTI,X,O,O,X,X,X,X,X,X,X,X
SLZJOIT,X,O,O,X,X,X,X,X,X,X,X
SLZOTIJ,O,O,O,X,X,X,O,X,X,X,X
SLZOTJI,O,O,O,O,X,X,O,X,O,X,O
SLZOITJ,X,O,O,X,X,X,X,X,X,X,X
SLZOIJT,X,O,O,X,X,X,X,X,X,X,X
SLZOJTI,X,O,O,X,X,X,X,X,X,X,X
SLZOJIT,X,O,O,X,X,X,X,X,X,X,X
SLOTIJZ,O,O,O,O,X,O,X,O,O,X,X
SLOTIZJ,O,O,O,X,X,O,O,O,X,X,X
SLOTJIZ,O,O,O,O,X,X,X,O,O,X,X
SLOTJZI,O,O,O,O,X,X,X,X,O,X,X
SLOTZIJ,O,O,O,X,X,X,O,X,X,X,X
SLOTZJI,O,O,O,O,X,X,O,X,O,X,X
SLOITJZ,O,O,O,O,X,O,X,O,O,X,X
SLOITZJ,O,O,O,X,X,O,O,O,X,X,X
SLOIJTZ,X,O,O,X,X,X,O,O,X,X,X
SLOIJZT,X,O,O,X,X,X,X,X,X,X,X
SLOIZTJ,X,X,O,X,X,X,X,X,X,X,X
SLOIZJT,X,O,O,X,X,X,X,X,X,X,X
SLOJTIZ,X,O,O,O,X,X,O,O,O,X,X
SLOJTZI,X,O,O,O,X,X,O,X,O,X,X
SLOJITZ,X,O,O,X,X,X,O,O,X,X,X
SLOJIZT,X,O,O,X,X,X,X,X,X,X,X
SLOJZTI,X,O,O,X,X,X,O,X,X,X,X
SLOJZIT,X,O,X,X,X,X,X,X,X,X,X
SLOZTIJ,O,O,O,X,X,X,O,X,X,X,X
SLOZTJI,O,O,O,O,X,X,O,X,O,X,O
SLOZITJ,X,O,O,X,X,X,X,X,X,X,X
SLOZIJT,X,O,O,X,X,X,X,X,X,X,X
SLOZJTI,X,O,O,X,X,X,X,X,X,X,X
SLOZJIT,X,O,O,X,X,X,X,X,X,X,X
SJTILZO,X,X,X,O,X,O,X,X,X,O,X
SJTILOZ,X,O,O,O,X,O,O,O,X,X,X
SJTIZLO,X,X,O,X,X,O,O,O,X,O,X
SJTIZOL,X,O,O,O,O,O,O,O,X,X,X
SJTIOLZ,O,O,O,O,X,O,O,O,X,X,X
SJTIOZL,O,O,O,O,O,O,O,O,X,X,X
SJTLIZO,X,O,X,O,X,X,X,X,O,O,X
SJTLIOZ,O,O,X,O,X,X,O,X,O,X,X
SJTLZIO,O,O,X,O,X,X,O,X,O,O,X
SJTLZOI,O,O,X,O,X,X,O,X,O,O,X
SJTLOIZ,O,O,O,O,X,X,O,O,O,X,X
SJTLOZI,O,O,O,O,X,X,O,X,O,X,X
SJTZILO,X,X,O,X,X,X,O,X,X,X,X
SJTZIOL,O,O,O,O,X,X,O,X,X,X,X
SJTZLIO,O,X,O,X,X,X,O,X,X,O,X
SJTZLOI,O,X,O,X,X,X,O,X,X,O,X
SJTZOIL,O,O,O,O,O,X,O,O,X,X,X
SJTZOLI,O,O,O,O,X,X,O,X,X,X,X
SJTOILZ,O,O,O,O,X,O,O,O,X,X,X
SJTOIZL,O,O,O,O,O,O,O,O,X,X,X
SJTOLIZ,O,O,O,O,X,X,O,O,O,X,X
SJTOLZI,O,O,O,O,X,X,O,X,O,X,X
SJTOZIL,O,O,O,O,O,X,O,O,X,X,X
SJTOZLI,O,O,O,O,X,X,O,X,X,X,X
SJITLZO,X,X,X,O,X,O,X,X,X,O,X
SJITLOZ,X,X,O,O,X,O,O,O,X,X,X
SJITZLO,X,X,O,X,X,O,O,O,X,O,X
SJITZOL,X,X,O,O,O,O,O,O,X,X,X
SJITOLZ,X,O,O,O,X,O,O,O,X,X,X
SJITOZL,X,O,O,O,O,O,O,O,X,X,X
SJILTZO,X,X,X,O,X,X,X,X,X,O,X
SJILTOZ,X,X,O,O,X,X,O,X,X,X,X
SJILZTO,X,X,O,O,X,X,X,X,X,X,X
SJILZOT,X,X,O,O,X,X,X,X,X,X,X
SJILOTZ,X,O,O,O,X,X,O,O,X,X,X
SJILOZT,X,O,O,O,X,X,X,X,X,X,X
SJIZTLO,X,X,O,X,X,X,O,O,X,X,X
SJIZTOL,X,X,O,O,O,X,O,O,X,X,X
SJIZLTO,X,X,O,O,X,X,X,X,X,X,X
SJIZLOT,X,X,O,O,X,X,X,X,X,X,X
SJIZOTL,X,O,O,O,O,X,O,O,X,X,X
SJIZOLT,X,O,O,O,X,X,X,X,X,X,X
SJIOTLZ,O,O,O,O,X,O,O,O,X,X,X
SJIOTZL,O,O,O,O,O,O,O,O,X,X,X
SJIOLTZ,X,O,O,O,X,X,O,O,X,X,X
SJIOLZT,X,O,O,O,X,X,X,X,X,X,X
SJIOZTL,X,O,O,O,O,X,O,O,X,X,X
SJIOZLT,X,O,O,O,X,X,X,X,X,X,X
SJLTIZO,X,O,X,O,X,X,X,X,O,O,X
SJLTIOZ,X,O,X,O,X,X,O,X,O,X,X
SJLTZIO,X,O,X,O,X,X,O,X,O,O,X
SJLTZOI,X,O,X,O,X,X,O,X,O,O,X
SJLTOIZ,X,O,O,O,X,X,O,X,O,X,X
SJLTOZI,X,O,O,O,X,X,O,X,O,X,X
SJLITZO,X,X,X,O,X,X,X,X,X,O,X
SJLITOZ,X,O,O,O,X,X,O,X,X,X,X
SJLIZTO,X,O,O,O,X,X,X,X,X,X,X
SJLIZOT,X,O,O,O,X,X,X,X,X,X,X
SJLIOTZ,X,O,O,O,X,X,O,X,X,X,X
SJLIOZT,X,O,O,O,X,X,X,X,X,X,X
SJLZTIO,X,O,X,O,X,X,O,X,X,X,X
SJLZTOI,X,O,O,O,X,X,O,X,X,X,X
SJLZITO,X,O,X,O,X,X,X,X,X,X,X
SJLZIOT,X,O,X,O,X,X,X,X,X,X,X
SJLZOTI,X,O,O,O,X,X,O,X,X,X,X
SJLZOIT,X,O,X,O,X,X,X,X,X,X,X
SJLOTIZ,X,O,O,O,X,X,O,O,O,X,X
SJLOTZI,X,O,O,O,X,X,O,X,O,X,X
SJLOITZ,X,O,O,O,X,X,O,O,X,X,X
SJLOIZT,X,O,O,O,X,X,X,X,X,X,X
SJLOZTI,X,O,O,O,X,X,O,X,X,X,X
SJLOZIT,X,O,X,O,X,X,X,X,X,X,X
SJZTILO,X,X,O,X,X,X,O,X,X,X,X
SJZTIOL,X,X,O,O,X,X,O,X,X,X,X
SJZTLIO,X,X,O,X,X,X,O,X,X,X,X
SJZTLOI,X,X,O,X,X,X,O,X,X,X,X
SJZTOIL,X,X,O,O,X,X,O,X,X,X,X
SJZTOLI,X,X,O,O,X,X,O,X,X,X,X
SJZITLO,X,X,O,X,X,X,O,X,X,X,X
SJZITOL,X,X,O,O,X,X,O,X,X,X,X
SJZILTO,X,X,O,O,X,X,X,X,X,X,X
SJZILOT,X,X,O,O,X,X,X,X,X,X,X
SJZIOTL,X,O,O,O,X,X,O,X,X,X,X
SJZIOLT,X,O,O,O,X,X,X,X,X,X,X
SJZLTIO,X,X,O,O,X,X,O,X,X,X,X
SJZLTOI,X,X,O,O,X,X,O,X,X,X,X
SJZLITO,X,X,O,O,X,X,X,X,X,X,X
SJZLIOT,X,X,O,O,X,X,X,X,X,X,X
SJZLOTI,X,X,O,O,X,X,O,X,X,X,X
SJZLOIT,X,X,O,O,X,X,X,X,X,X,X
SJZOTIL,X,X,O,O,X,X,O,O,X,X,X
SJZOTLI,X,X,O,O,X,X,O,X,X,X,X
SJZOITL,X,O,O,O,X,X,O,O,X,X,X
SJZOILT,X,O,O,O,X,X,X,X,X,X,X
SJZOLTI,X,X,O,O,X,X,O,X,X,X,X
SJZOLIT,X,O,O,O,X,X,X,X,X,X,X
SJOTILZ,O,O,O,O,X,O,O,O,X,X,X
SJOTIZL,O,O,O,O,O,O,O,O,X,X,X
SJOTLIZ,O,O,O,O,X,X,O,O,O,X,X
SJOTLZI,O,O,O,O,X,X,O,X,O,X,X
SJOTZIL,O,O,O,O,O,X,O,O,X,X,X
SJOTZLI,O,O,O,O,X,X,O,X,X,X,X
SJOITLZ,O,O,O,O,X,O,O,O,X,X,X
SJOITZL,O,O,O,O,O,O,O,O,X,X,X
SJOILTZ,X,O,O,O,X,X,O,O,X,X,X
SJOILZT,X,O,O,O,X,X,X,X,X,X,X
SJOIZTL,X,O,O,O,O,X,O,O,X,X,X
SJOIZLT,X,O,O,O,X,X,X,X,X,X,X
SJOLTIZ,X,O,O,O,X,X,O,O,O,X,X
SJOLTZI,X,O,O,O,X,X,O,X,O,X,X
SJOLITZ,X,O,O,O,X,X,O,O,X,X,X
SJOLIZT,X,O,O,O,X,X,X,X,X,X,X
SJOLZTI,X,O,O,O,X,X,O,X,X,X,X
SJOLZIT,X,O,X,O,X,X,X,X,X,X,X
SJOZTIL,X,X,O,O,X,X,O,O,X,X,X
SJOZTLI,X,X,O,O,X,X,O,X,X,X,X
SJOZITL,X,O,O,O,X,X,O,O,X,X,X
SJOZILT,X,O,O,O,X,X,X,X,X,X,X
SJOZLTI,X,X,O,O,X,X,O,X,X,X,X
SJOZLIT,X,O,O,O,X,X,X,X,X,X,X
SZTILJO,O,X,O,X,X,O,X,O,X,X,X
SZTILOJ,O,X,O,X,X,O,O,O,X,X,X
SZTIJLO,X,X,O,X,X,O,X,O,X,X,X
SZTIJOL,O,O,O,X,X,O,O,O,X,X,X
SZTIOLJ,O,O,O,X,X,O,O,O,X,X,X
SZTIOJL,O,O,O,X,X,O,O,O,X,X,X
SZTLIJO,O,O,O,X,X,X,X,X,X,X,X
SZTLIOJ,O,O,O,X,X,X,O,X,X,X,X
SZTLJIO,O,O,O,X,X,X,X,X,O,X,O
SZTLJOI,O,O,O,X,X,X,X,X,O,X,O
SZTLOIJ,O,O,O,X,X,X,O,X,X,X,X
SZTLOJI,O,O,O,X,X,X,O,X,O,X,O
SZTJILO,X,X,O,X,X,X,X,X,X,X,X
SZTJIOL,O,O,O,X,X,X,O,X,X,X,X
SZTJLIO,O,X,O,X,X,X,X,X,X,X,X
SZTJLOI,O,X,O,X,X,X,X,X,X,X,X
SZTJOIL,O,O,O,X,X,X,O,O,X,X,X
SZTJOLI,O,O,O,X,X,X,O,X,X,X,X
SZTOILJ,O,O,O,X,X,O,O,O,X,X,X
SZTOIJL,O,O,O,X,X,O,O,O,X,X,X
SZTOLIJ,O,O,O,X,X,X,O,X,X,X,X
SZTOLJI,O,O,O,X,X,X,O,X,O,X,O
SZTOJIL,O,O,O,X,X,X,O,O,X,X,X
SZTOJLI,O,O,O,X,X,X,O,X,X,X,X
SZITLJO,X,X,O,X,X,O,X,O,X,X,X
SZITLOJ,X,X,O,X,X,O,O,O,X,X,X
SZITJLO,X,X,O,X,X,O,X,O,X,X,X
SZITJOL,X,X,O,X,X,O,O,O,X,X,X
SZITOLJ,X,X,O,X,X,O,O,O,X,X,X
SZITOJL,X,X,O,X,X,O,O,O,X,X,X
SZILTJO,X,X,O,X,X,X,X,X,X,X,X
SZILTOJ,X,X,O,X,X,X,X,X,X,X,X
SZILJTO,X,X,O,X,X,X,X,X,X,X,X
SZILJOT,X,X,O,X,X,X,X,X,X,X,X
SZILOTJ,X,X,O,X,X,X,X,X,X,X,X
SZILOJT,X,X,O,X,X,X,X,X,X,X,X
SZIJTLO,X,X,O,X,X,X,X,X,X,X,X
SZIJTOL,X,X,O,X,X,X,O,X,X,X,X
SZIJLTO,X,X,O,X,X,X,X,X,X,X,X
SZIJLOT,X,X,O,X,X,X,X,X,X,X,X
SZIJOTL,X,O,O,X,X,X,O,O,X,X,X
SZIJOLT,X,O,O,X,X,X,X,X,X,X,X
SZIOTLJ,O,O,O,X,X,O,O,O,X,X,X
SZIOTJL,O,O,O,X,X,O,O,O,X,X,X
SZIOLTJ,X,X,O,X,X,X,X,X,X,X,X
SZIOLJT,X,O,O,X,X,X,X,X,X,X,X
SZIOJTL,X,O,O,X,X,X,O,O,X,X,X
SZIOJLT,X,O,O,X,X,X,X,X,X,X,X
SZLTIJO,O,X,O,X,X,X,X,X,X,X,X
SZLTIOJ,O,X,O,X,X,X,O,X,X,X,X
SZLTJIO,O,X,O,X,X,X,X,X,O,X,O
SZLTJOI,O,X,O,X,X,X,X,X,O,X,O
SZLTOIJ,O,X,O,X,X,X,O,X,X,X,X
SZLTOJI,O,X,O,X,X,X,O,X,O,X,O
SZLITJO,X,X,O,X,X,X,X,X,X,X,X
SZLITOJ,X,X,O,X,X,X,X,X,X,X,X
SZLIJTO,X,X,O,X,X,X,X,X,X,X,X
SZLIJOT,X,O,O,X,X,X,X,X,X,X,X
SZLIOTJ,X,X,O,X,X,X,X,X,X,X,X
SZLIOJT,X,O,O,X,X,X,X,X,X,X,X
SZLJTIO,X,X,O,X,X,X,X,X,X,X,X
SZLJTOI,X,X,O,X,X,X,X,X,X,X,X
SZLJITO,X,X,O,X,X,X,X,X,X,X,X
SZLJIOT,X,O,O,X,X,X,X,X,X,X,X
SZLJOTI,X,X,O,X,X,X,X,X,X,X,X
SZLJOIT,X,O,O,X,X,X,X,X,X,X,X
SZLOTIJ,O,X,O,X,X,X,O,X,X,X,X
SZLOTJI,O,X,O,X,X,X,O,X,O,X,O
SZLOITJ,X,X,O,X,X,X,X,X,X,X,X
SZLOIJT,X,O,O,X,X,X,X,X,X,X,X
SZLOJTI,X,X,O,X,X,X,X,X,X,X,X
SZLOJIT,X,O,O,X,X,X,X,X,X,X,X
SZJTILO,X,X,O,X,X,X,O,X,X,X,X
SZJTIOL,X,X,O,X,X,X,O,X,X,X,X
SZJTLIO,X,X,O,X,X,X,O,X,X,X,X
SZJTLOI,X,X,O,X,X,X,O,X,X,X,X
SZJTOIL,X,X,O,X,X,X,O,X,X,X,X
SZJTOLI,X,X,O,X,X,X,O,X,X,X,X
SZJITLO,X,X,O,X,X,X,O,X,X,X,X
SZJITOL,X,X,O,X,X,X,O,X,X,X,X
SZJILTO,X,X,O,X,X,X,X,X,X,X,X
SZJILOT,X,X,O,X,X,X,X,X,X,X,X
SZJIOTL,X,O,O,X,X,X,O,X,X,X,X
SZJIOLT,X,O,O,X,X,X,X,X,X,X,X
SZJLTIO,X,X,O,X,X,X,O,X,X,X,X
SZJLTOI,X,X,O,X,X,X,O,X,X,X,X
SZJLITO,X,X,O,X,X,X,X,X,X,X,X
SZJLIOT,X,X,O,X,X,X,X,X,X,X,X
SZJLOTI,X,X,O,X,X,X,O,X,X,X,X
SZJLOIT,X,X,O,X,X,X,X,X,X,X,X
SZJOTIL,X,X,O,X,X,X,O,O,X,X,X
SZJOTLI,X,X,O,X,X,X,O,X,X,X,X
SZJOITL,X,O,O,X,X,X,O,O,X,X,X
SZJOILT,X,O,O,X,X,X,X,X,X,X,X
SZJOLTI,X,X,O,X,X,X,O,X,X,X,X
SZJOLIT,X,O,O,X,X,X,X,X,X,X,X
SZOTILJ,O,O,O,X,X,O,O,O,X,X,X
SZOTIJL,O,O,O,X,X,O,O,O,X,X,X
SZOTLIJ,O,O,O,X,X,X,O,X,X,X,X
SZOTLJI,O,O,O,X,X,X,O,X,O,X,O
SZOTJIL,O,O,O,X,X,X,O,O,X,X,X
SZOTJLI,O,O,O,X,X,X,O,X,X,X,X
SZOITLJ,O,O,O,X,X,O,O,O,X,X,X
SZOITJL,O,O,O,X,X,O,O,O,X,X,X
SZOILTJ,X,X,O,X,X,X,X,X,X,X,X
SZOILJT,X,O,O,X,X,X,X,X,X,X,X
SZOIJTL,X,O,O,X,X,X,O,O,X,X,X
SZOIJLT,X,O,O,X,X,X,X,X,X,X,X
SZOLTIJ,O,X,O,X,X,X,O,X,X,X,X
SZOLTJI,O,X,O,X,X,X,O,X,O,X,O
SZOLITJ,X,X,O,X,X,X,X,X,X,X,X
SZOLIJT,X,O,O,X,X,X,X,X,X,X,X
SZOLJTI,X,X,O,X,X,X,X,X,X,X,X
SZOLJIT,X,O,O,X,X,X,X,X,X,X,X
SZOJTIL,X,X,O,X,X,X,O,O,X,X,X
SZOJTLI,X,X,O,X,X,X,O,X,X,X,X
SZOJITL,X,O,O,X,X,X,O,O,X,X,X
SZOJILT,X,O,O,X,X,X,X,X,X,X,X
SZOJLTI,X,X,O,X,X,X,O,X,X,X,X
SZOJLIT,X,O,O,X,X,X,X,X,X,X,X
SOTILJZ,O,O,O,X,X,O,X,O,O,X,X
SOTILZJ,O,O,O,X,X,O,O,O,X,X,X
SOTIJLZ,O,O,O,X,X,O,O,O,X,X,X
SOTIJZL,O,O,O,X,O,O,O,O,X,X,X
SOTIZLJ,O,O,O,X,O,O,O,O,X,X,X
SOTIZJL,O,O,O,X,O,O,O,O,X,X,X
SOTLIJZ,O,O,O,O,X,O,X,O,O,X,X
SOTLIZJ,O,O,O,X,X,O,O,O,X,X,X
SOTLJIZ,O,O,O,O,X,X,X,O,O,X,X
SOTLJZI,O,O,O,O,X,X,X,X,O,X,X
SOTLZIJ,O,O,O,X,X,X,O,X,X,X,X
SOTLZJI,O,O,O,O,X,X,O,X,O,X,X
SOTJILZ,O,O,O,O,X,O,O,O,X,X,X
SOTJIZL,O,O,O,O,O,O,O,O,X,X,X
SOTJLIZ,O,O,O,O,X,X,O,O,O,X,X
SOTJLZI,O,O,O,O,X,X,O,X,O,X,X
SOTJZIL,O,O,O,O,O,X,O,O,X,X,X
SOTJZLI,O,O,O,O,X,X,O,X,X,X,X
SOTZILJ,O,O,O,X,O,O,O,O,X,X,X
SOTZIJL,O,O,O,X,O,O,O,O,X,X,X
SOTZLIJ,O,O,O,X,X,X,O,X,X,X,X
SOTZLJI,O,O,O,X,X,X,O,X,O,X,O
SOTZJIL,O,O,O,X,O,X,O,O,X,X,X
SOTZJLI,O,O,O,X,X,X,O,X,X,X,X
SOITLJZ,O,O,O,X,X,O,X,O,O,X,X
SOITLZJ,O,O,O,X,X,O,O,O,X,X,X
SOITJLZ,O,O,O,X,X,O,O,O,X,X,X
SOITJZL,O,O,O,X,O,O,O,O,X,X,X
SOITZLJ,O,O,O,X,O,O,O,O,X,X,X
SOITZJL,O,O,O,X,O,O,O,O,X,X,X
SOILTJZ,O,O,O,X,X,O,X,O,O,X,X
SOILTZJ,O,O,O,X,X,O,O,O,X,X,X
SOILJTZ,X,O,O,X,X,X,O,O,X,X,X
SOILJZT,X,O,O,X,X,X,X,X,X,X,X
SOILZTJ,X,X,O,X,X,X,X,X,X,X,X
SOILZJT,X,O,O,X,X,X,X,X,X,X,X
SOIJTLZ,O,O,O,O,X,O,O,O,X,X,X
SOIJTZL,O,O,O,O,O,O,O,O,X,X,X
SOIJLTZ,X,O,O,O,X,X,O,O,X,X,X
SOIJLZT,X,O,O,O,X,X,X,X,X,X,X
SOIJZTL,X,O,O,O,O,X,O,O,X,X,X
SOIJZLT,X,O,O,O,X,X,X,X,X,X,X
SOIZTLJ,O,O,O,X,O,O,O,O,X,X,X
SOIZTJL,O,O,O,X,O,O,O,O,X,X,X
SOIZLTJ,X,X,O,X,X,X,X,X,X,X,X
SOIZLJT,X,O,O,X,X,X,X,X,X,X,X
SOIZJTL,X,O,O,X,X,X,O,O,X,X,X
SOIZJLT,X,O,O,X,X,X,X,X,X,X,X
SOLTIJZ,O,O,O,O,X,O,X,O,O,X,X
SOLTIZJ,O,O,O,X,X,O,O,O,X,X,X
SOLTJIZ,O,O,O,O,X,X,X,O,O,X,X
SOLTJZI,O,O,O,O,X,X,X,X,O,X,X
SOLTZIJ,O,O,O,X,X,X,O,X,X,X,X
SOLTZJI,O,O,O,O,X,X,O,X,O,X,X
SOLITJZ,O,O,O,O,X,O,X,O,O,X,X
SOLITZJ,O,O,O,X,X,O,O,O,X,X,X
SOLIJTZ,X,O,O,X,X,X,O,O,X,X,X
SOLIJZT,X,O,O,X,X,X,X,X,X,X,X
SOLIZTJ,X,X,O,X,X,X,X,X,X,X,X
SOLIZJT,X,O,O,X,X,X,X,X,X,X,X
SOLJTIZ,X,O,O,O,X,X,O,O,O,X,X
SOLJTZI,X,O,O,O,X,X,O,X,O,X,X
SOLJITZ,X,O,O,X,X,X,O,O,X,X,X
SOLJIZT,X,O,O,X,X,X,X,X,X,X,X
SOLJZTI,X,O,O,X,X,X,O,X,X,X,X
SOLJZIT,X,O,X,X,X,X,X,X,X,X,X
SOLZTIJ,O,O,O,X,X,X,O,X,X,X,X
SOLZTJI,O,O,O,O,X,X,O,X,O,X,O
SOLZITJ,X,O,O,X,X,X,X,X,X,X,X
SOLZIJT,X,O,O,X,X,X,X,X,X,X,X
SOLZJTI,X,O,O,X,X,X,X,X,X,X,X
SOLZJIT,X,O,O,X,X,X,X,X,X,X,X
SOJTILZ,O,O,O,O,X,O,O,O,X,X,X
SOJTIZL,O,O,O,O,O,O,O,O,X,X,X
SOJTLIZ,O,O,O,O,X,X,O,O,O,X,X
SOJTLZI,O,O,O,O,X,X,O,X,O,X,X
SOJTZIL,O,O,O,O,O,X,O,O,X,X,X
SOJTZLI,O,O,O,O,X,X,O,X,X,X,X
SOJITLZ,O,O,O,O,X,O,O,O,X,X,X
SOJITZL,O,O,O,O,O,O,O,O,X,X,X
SOJILTZ,X,O,O,O,X,X,O,O,X,X,X
