sequence,v115@zgB8GeD8FeC8GeC8GeG8AeC8Jem7IvhFCdBZjBclBT?iBXmBFsB,v115@zgB8GeD8FeC8GeC8GeG8AeC8Jex7IvhFyhBzdBclBX?mBmnBFsB,v115@zgB8GeD8FeC8GeC8GeG8AeC8Jel7IvhFRdBXhB8mBz?iB2qBisB,v115@zgB8GeD8FeC8GeC8GeG8AeC8Jel7IvhFchBZjB6nBX?iBTlBmrB,v115@zgB8GeD8FeC8GeC8GeG8AeC8Jex7IvhFamBFiB8nBT?lBfsBmsB,v115@zgB8GeD8FeC8GeC8GeG8AeC8Jem9IvhFRhBfoBTgB0?hByqBFsB,v115@zgB8GeD8FeC8GeC8GeG8AeC8Jex8IvhFyiB3gBcmBm?nBTlBFsB,v115@zgB8GeD8FeC8GeC8GeG8AeC8JefCJvhF6iBZjBUhBT?lBmlBFsB,v115@zgB8GeD8FeC8GeC8GeG8AeC8JeR9IvhFFhBTiBeoB0?lBfsBiqB,v115@zgB8GeD8FeC8GeC8GeG8AeC8Je8CJvhF3gBzhBmgBy?sBxqBFsB
SJOTLZI,X,O,O,X,X,X,X,X,O,X
SJOTZIL,X,O,O,X,X,X,X,X,O,X
SJOTZLI,X,O,O,X,X,X,X,X,O,X
SJOITLZ,X,X,X,X,X,X,X,X,O,X
SJOITZL,X,X,O,X,X,X,X,X,O,X
SJOILTZ,X,X,X,X,X,X,X,X,O,X
SJOILZT,X,O,X,X,X,X,X,X,O,X
SJOIZTL,X,O,X,X,X,X,X,X,O,X
SJOIZLT,X,O,X,X,X,X,X,X,O,X
SJOLTIZ,X,X,O,X,X,O,X,X,O,X
SJOLTZI,X,O,O,X,X,X,X,X,O,X
SJOLITZ,X,X,O,X,X,O,X,X,O,X
SJOLIZT,X,O,X,X,O,O,X,X,O,X
SJOLZTI,X,O,O,X,O,X,X,X,O,X
SJOLZIT,X,O,X,X,O,X,X,X,O,X
SJOZTIL,X,O,O,X,X,X,X,X,O,X
SJOZTLI,X,O,O,X,O,X,X,X,O,X
SJOZITL,X,O,O,X,X,X,X,X,O,X
SJOZILT,X,O,X,X,X,X,X,X,O,X
SJOZLTI,X,O,O,X,O,X,X,X,O,X
SJOZLIT,X,O,O,X,O,X,X,X,O,X
SZTILJO,O,O,O,X,X,X,O,X,X,X
SZTILOJ,O,O,O,X,O,X,X,X,X,X
SZTIJLO,O,O,O,X,X,X,O,X,X,X
SZTIJOL,O,O,O,X,X,X,O,X,O,X
SZTIOLJ,O,O,O,X,O,X,X,X,X,X
SZTIOJL,O,O,X,X,X,X,O,X,X,X
SZTLIJO,O,O,O,X,X,O,O,X,X,X
SZTLIOJ,O,O,O,X,O,X,X,X,X,X
SZTLJIO,O,O,O,X,X,O,O,X,X,X
SZTLJOI,O,O,O,X,O,X,O,X,O,X
SZTLOIJ,O,O,O,X,O,X,X,X,X,X
SZTLOJI,O,O,O,X,O,X,X,X,X,X
SZTJILO,O,O,O,X,X,X,O,X,X,X
SZTJIOL,O,O,X,X,X,X,O,X,O,X
SZTJLIO,O,O,O,X,X,O,O,X,X,X
SZTJLOI,O,O,O,X,O,X,O,X,O,X
SZTJOIL,O,O,X,X,X,X,O,X,O,X
SZTJOLI,O,O,X,X,O,X,O,X,O,X
SZTOILJ,O,O,O,X,O,X,X,X,X,X
SZTOIJL,O,O,X,X,X,X,O,X,X,X
SZTOLIJ,O,O,O,X,O,X,X,X,X,X
SZTOLJI,O,O,O,X,O,X,X,X,X,X
SZTOJIL,O,O,X,X,X,X,O,X,O,X
SZTOJLI,O,O,X,X,O,X,O,X,O,X
SZITLJO,O,O,O,X,X,X,O,X,X,X
SZITLOJ,O,O,O,X,O,X,X,X,X,X
SZITJLO,O,O,O,X,X,X,O,X,X,X
SZITJOL,O,O,O,X,X,X,O,X,O,X
SZITOLJ,O,O,O,X,O,X,X,X,X,X
SZITOJL,O,O,X,X,X,X,O,X,X,X
SZILTJO,O,O,O,X,X,X,X,X,X,X
SZILTOJ,O,O,O,X,O,X,X,X,X,X
SZILJTO,O,O,O,X,X,X,O,X,X,X
SZILJOT,O,O,X,X,X,X,O,X,X,X
SZILOTJ,X,O,O,X,X,X,X,X,X,X
SZILOJT,O,O,O,X,X,X,X,X,X,X
SZIJTLO,O,O,O,X,X,X,O,X,X,X
SZIJTOL,O,O,O,X,X,X,O,X,O,X
SZIJLTO,O,O,O,X,X,X,O,X,X,X
SZIJLOT,O,O,X,X,X,X,O,X,X,X
SZIJOTL,O,O,O,X,X,X,X,X,O,X
SZIJOLT,O,O,X,X,X,X,O,X,O,X
SZIOTLJ,O,O,O,X,O,X,X,X,X,X
SZIOTJL,O,O,X,X,X,X,X,X,X,X
SZIOLTJ,X,O,X,X,O,X,X,X,X,X
SZIOLJT,O,O,X,X,O,X,X,X,X,X
SZIOJTL,O,O,X,X,X,X,X,X,X,X
SZIOJLT,O,O,X,X,X,X,O,X,X,X
SZLTIJO,O,O,O,X,X,O,O,X,X,X
SZLTIOJ,O,O,O,X,O,X,X,X,X,X
SZLTJIO,O,O,O,X,X,O,O,X,X,X
SZLTJOI,O,O,O,X,O,X,O,X,O,X
SZLTOIJ,O,O,O,X,O,X,X,X,X,X
SZLTOJI,O,O,O,X,O,X,X,X,X,X
SZLITJO,O,O,O,X,X,X,X,X,X,X
SZLITOJ,O,O,O,X,O,X,X,X,X,X
SZLIJTO,O,O,O,X,X,O,O,X,X,X
SZLIJOT,O,O,O,X,X,O,O,X,X,X
SZLIOTJ,X,O,O,X,X,X,X,X,X,X
SZLIOJT,O,O,O,X,X,X,X,X,X,X
SZLJTIO,O,O,O,X,X,O,O,X,X,X
SZLJTOI,O,O,O,X,O,X,O,X,O,X
SZLJITO,O,O,O,X,X,O,O,X,X,X
SZLJIOT,O,O,O,X,X,O,O,X,X,X
SZLJOTI,X,O,O,X,X,X,O,X,O,X
SZLJOIT,O,O,O,X,X,X,O,X,O,X
SZLOTIJ,X,O,O,X,O,X,X,X,X,X
SZLOTJI,X,O,O,X,O,X,X,X,X,X
SZLOITJ,X,O,O,X,O,X,X,X,X,X
SZLOIJT,O,O,O,X,O,X,X,X,X,X
SZLOJTI,X,O,O,X,O,X,X,X,X,X
SZLOJIT,O,O,O,X,O,X,X,X,X,X
SZJTILO,O,O,O,X,X,X,O,X,X,X
SZJTIOL,O,O,O,X,X,X,O,X,O,X
SZJTLIO,O,O,O,X,X,O,O,X,X,X
SZJTLOI,O,O,O,X,O,X,O,X,O,X
SZJTOIL,O,O,O,X,X,X,O,X,O,X
SZJTOLI,O,O,O,X,O,X,O,X,O,X
SZJITLO,O,O,O,X,X,X,O,X,X,X
SZJITOL,O,O,O,X,X,X,O,X,O,X
SZJILTO,O,O,O,X,X,X,O,X,X,X
SZJILOT,O,O,O,X,X,X,O,X,X,X
SZJIOTL,O,O,O,X,X,X,X,X,O,X
SZJIOLT,O,O,X,X,X,X,O,X,O,X
SZJLTIO,O,O,O,X,X,O,O,X,X,X
SZJLTOI,O,O,O,X,O,X,O,X,O,X
SZJLITO,O,O,O,X,X,O,O,X,X,X
SZJLIOT,O,O,O,X,X,O,O,X,X,X
SZJLOTI,X,O,O,X,X,X,O,X,O,X
SZJLOIT,O,O,O,X,X,X,O,X,O,X
SZJOTIL,O,O,O,X,X,X,O,X,O,X
SZJOTLI,O,O,O,X,O,X,O,X,O,X
SZJOITL,O,O,O,X,X,X,X,X,O,X
SZJOILT,O,O,X,X,X,X,O,X,O,X
SZJOLTI,X,O,O,X,O,X,O,X,O,X
SZJOLIT,O,O,O,X,O,X,O,X,O,X
SZOTILJ,O,O,O,X,O,X,X,X,X,X
SZOTIJL,O,O,X,X,X,X,O,X,X,X
SZOTLIJ,O,O,O,X,O,X,X,X,X,X
SZOTLJI,O,O,O,X,O,X,X,X,X,X
SZOTJIL,O,O,X,X,X,X,O,X,O,X
SZOTJLI,O,O,X,X,O,X,O,X,O,X
SZOITLJ,O,O,O,X,O,X,X,X,X,X
SZOITJL,O,O,X,X,X,X,X,X,X,X
SZOILTJ,X,O,X,X,O,X,X,X,X,X
SZOILJT,O,O,X,X,O,X,X,X,X,X
SZOIJTL,O,O,X,X,X,X,X,X,X,X
SZOIJLT,O,O,X,X,X,X,O,X,X,X
SZOLTIJ,X,O,O,X,O,X,X,X,X,X
SZOLTJI,X,O,O,X,O,X,X,X,X,X
SZOLITJ,X,O,O,X,O,X,X,X,X,X
SZOLIJT,O,O,O,X,O,X,X,X,X,X
SZOLJTI,X,O,O,X,O,X,X,X,X,X
SZOLJIT,O,O,O,X,O,X,X,X,X,X
SZOJTIL,O,O,X,X,X,X,O,X,O,X
SZOJTLI,O,O,X,X,O,X,O,X,O,X
SZOJITL,O,O,X,X,X,X,X,X,O,X
SZOJILT,O,O,X,X,X,X,O,X,O,X
SZOJLTI,X,O,X,X,O,X,O,X,O,X
SZOJLIT,O,O,X,X,O,X,O,X,O,X
SOTILJZ,O,X,X,O,X,X,X,X,X,X
SOTILZJ,O,X,X,X,X,X,X,X,X,X
SOTIJLZ,O,X,X,O,X,X,X,X,X,X
SOTIJZL,O,X,X,O,X,X,X,X,X,X
SOTIZLJ,O,X,X,X,X,X,X,O,X,X
SOTIZJL,O,X,X,X,X,X,X,O,X,X
SOTLIJZ,O,X,X,O,X,O,X,X,X,X
SOTLIZJ,O,X,X,X,O,X,X,X,X,X
SOTLJIZ,O,O,X,O,X,O,X,X,X,X
SOTLJZI,O,O,X,O,X,X,X,X,X,X
SOTLZIJ,O,O,X,X,O,X,X,X,X,X
SOTLZJI,O,O,X,X,O,X,X,X,X,X
SOTJILZ,O,O,X,O,X,X,X,X,O,X
SOTJIZL,O,O,X,O,X,X,X,X,O,X
SOTJLIZ,O,O,X,O,X,O,X,X,O,X
SOTJLZI,O,O,X,O,X,X,X,X,O,X
SOTJZIL,O,O,X,O,X,X,X,X,O,X
SOTJZLI,O,O,X,O,X,X,X,X,O,X
SOTZILJ,O,O,X,X,O,X,X,O,X,X
SOTZIJL,O,O,X,X,X,X,X,O,X,X
SOTZLIJ,O,O,X,X,O,X,X,O,X,X
SOTZLJI,O,O,X,X,O,X,X,O,X,X
SOTZJIL,O,O,X,X,X,X,X,O,X,X
SOTZJLI,O,O,X,X,O,X,X,O,X,X
SOITLJZ,O,X,X,O,X,X,X,X,X,X
SOITLZJ,O,X,X,X,X,X,X,X,X,X
SOITJLZ,O,X,X,O,X,X,X,X,X,X
SOITJZL,O,X,X,O,X,X,X,X,X,X
SOITZLJ,O,X,X,X,X,X,X,O,X,X
SOITZJL,O,X,X,X,X,X,X,O,X,X
SOILTJZ,X,X,X,O,X,X,X,X,X,X
SOILTZJ,X,X,X,X,O,X,X,X,X,X
SOILJTZ,X,X,X,O,X,X,X,X,X,X
SOILJZT,X,X,X,O,O,X,X,X,X,X
SOILZTJ,X,X,X,X,O,X,X,X,X,X
SOILZJT,O,X,X,X,O,X,X,X,X,X
SOIJTLZ,X,X,X,O,X,X,X,X,X,X
SOIJTZL,X,X,X,O,X,X,X,X,X,X
SOIJLTZ,X,X,X,O,X,X,X,X,X,X
SOIJLZT,X,X,X,O,X,X,X,X,X,X
SOIJZTL,X,X,X,O,X,X,X,X,X,X
SOIJZLT,X,X,X,O,X,X,X,X,X,X
SOIZTLJ,O,X,X,X,O,X,X,O,X,X
SOIZTJL,O,X,X,X,X,X,X,O,X,X
SOIZLTJ,X,X,X,X,O,X,X,O,X,X
SOIZLJT,O,X,X,X,O,X,X,O,X,X
SOIZJTL,O,X,X,X,X,X,X,X,X,X
SOIZJLT,O,X,X,X,X,X,X,O,X,X
SOLTIJZ,X,X,X,O,X,O,X,X,X,X
SOLTIZJ,X,X,X,X,O,X,X,X,X,X
SOLTJIZ,X,O,X,O,X,O,X,X,X,X
SOLTJZI,X,O,X,O,X,X,X,X,X,X
SOLTZIJ,X,O,X,X,O,X,X,X,X,X
SOLTZJI,X,O,X,X,O,X,X,X,X,X
SOLITJZ,X,X,X,O,X,X,X,X,X,X
SOLITZJ,X,X,X,X,O,X,X,X,X,X
SOLIJTZ,X,X,X,O,X,O,X,X,X,X
SOLIJZT,X,X,X,O,O,O,X,X,X,X
SOLIZTJ,X,X,X,X,O,X,X,X,X,X
SOLIZJT,O,X,X,X,O,X,X,X,X,X
SOLJTIZ,X,X,X,O,X,O,X,X,X,X
SOLJTZI,X,O,X,O,X,X,X,X,X,X
SOLJITZ,X,X,X,O,X,O,X,X,X,X
SOLJIZT,X,O,X,O,O,O,X,X,X,X
SOLJZTI,X,O,X,O,O,X,X,X,X,X
SOLJZIT,X,O,X,O,O,X,X,X,X,X
SOLZTIJ,X,O,X,X,O,X,X,X,X,X
SOLZTJI,X,O,X,X,O,X,X,X,X,X
SOLZITJ,X,O,X,X,O,X,X,X,X,X
SOLZIJT,O,O,X,X,O,X,X,X,X,X
SOLZJTI,X,O,X,X,O,X,X,X,X,X
SOLZJIT,O,O,X,X,O,X,X,X,X,X
SOJTILZ,X,X,X,O,X,X,X,X,O,X
SOJTIZL,X,X,X,O,X,X,X,X,O,X
SOJTLIZ,X,X,X,O,X,O,X,X,O,X
SOJTLZI,X,O,X,O,X,X,X,X,O,X
SOJTZIL,X,O,X,O,X,X,X,X,O,X
SOJTZLI,X,O,X,O,X,X,X,X,O,X
SOJITLZ,X,X,X,O,X,X,X,X,O,X
SOJITZL,X,X,X,O,X,X,X,X,O,X
SOJILTZ,X,X,X,O,X,X,X,X,O,X
SOJILZT,X,O,X,O,X,X,X,X,O,X
SOJIZTL,X,O,X,O,X,X,X,X,O,X
SOJIZLT,X,O,X,O,X,X,X,X,O,X
SOJLTIZ,X,X,X,O,X,O,X,X,O,X
SOJLTZI,X,O,X,O,X,X,X,X,O,X
SOJLITZ,X,X,X,O,X,O,X,X,O,X
SOJLIZT,X,O,X,O,O,O,X,X,O,X
SOJLZTI,X,O,X,O,O,X,X,X,O,X
SOJLZIT,X,O,X,O,O,X,X,X,O,X
SOJZTIL,X,O,X,O,X,X,X,X,O,X
SOJZTLI,X,O,X,O,O,X,X,X,O,X
SOJZITL,X,O,X,O,X,X,X,X,O,X
SOJZILT,X,O,X,O,X,X,X,X,O,X
SOJZLTI,X,O,X,O,O,X,X,X,O,X
SOJZLIT,X,O,X,O,O,X,X,X,O,X
SOZTILJ,O,O,X,X,O,X,X,O,X,X
SOZTIJL,O,O,X,X,X,X,X,O,X,X
SOZTLIJ,O,O,X,X,O,X,X,O,X,X
SOZTLJI,O,O,X,X,O,X,X,O,X,X
SOZTJIL,O,O,X,X,X,X,X,O,O,X
SOZTJLI,O,O,X,X,O,X,X,O,O,X
SOZITLJ,O,O,X,X,O,X,X,O,X,X
SOZITJL,O,O,X,X,X,X,X,O,X,X
SOZILTJ,X,O,X,X,O,X,X,O,X,X
SOZILJT,O,O,X,X,O,X,X,O,X,X
SOZIJTL,O,O,X,X,X,X,X,X,X,X
SOZIJLT,O,O,X,X,X,X,X,O,X,X
SOZLTIJ,X,O,X,X,O,X,X,O,X,X
SOZLTJI,X,O,X,X,O,X,X,O,X,X
SOZLITJ,X,O,X,X,O,X,X,O,X,X
SOZLIJT,O,O,X,X,O,X,X,O,X,X
SOZLJTI,X,O,X,X,O,X,X,X,X,X
SOZLJIT,O,O,X,X,O,X,X,O,X,X
SOZJTIL,O,O,X,X,X,X,X,O,O,X
SOZJTLI,O,O,X,X,O,X,X,O,O,X
SOZJITL,O,O,X,X,X,X,X,X,O,X
SOZJILT,O,O,X,X,X,X,X,O,O,X
SOZJLTI,X,O,X,X,O,X,X,X,O,X
SOZJLIT,O,O,X,X,O,X,X,O,O,X
ZTILJSO,X,O,O,O,X,X,O,X,X,X
ZTILJOS,O,O,O,O,X,X,O,X,X,X
ZTILSJO,X,X,O,X,X,X,O,O,X,X
ZTILSOJ,X,X,O,X,X,X,X,O,X,X
ZTILOJS,O,X,O,X,X,X,X,X,X,X
ZTILOSJ,O,X,O,X,X,X,X,X,X,X
ZTIJLSO,X,O,O,O,X,X,O,X,X,X
ZTIJLOS,O,O,O,O,X,X,O,X,X,X
ZTIJSLO,O,O,O,O,X,X,O,O,X,X
ZTIJSOL,O,O,O,X,X,X,O,X,O,X
ZTIJOLS,O,O,O,O,X,X,O,X,X,X
ZTIJOSL,O,O,O,X,X,X,O,X,X,X
ZTISLJO,O,O,O,X,X,X,O,O,X,X
ZTISLOJ,O,O,O,X,X,X,X,O,X,X
ZTISJLO,O,O,O,X,X,X,O,O,X,X
ZTISJOL,O,O,O,X,X,X,O,X,O,X
ZTISOLJ,O,O,O,X,X,X,X,O,X,X
ZTISOJL,O,O,X,X,X,X,O,X,X,X
ZTIOLJS,O,X,O,O,X,X,X,X,X,X
ZTIOLSJ,O,X,O,X,X,X,X,O,X,X
ZTIOJLS,O,O,O,O,X,X,O,X,X,X
ZTIOJSL,O,O,O,O,X,X,O,O,X,X
ZTIOSLJ,O,X,O,X,X,X,X,O,X,X
ZTIOSJL,O,X,X,X,X,X,O,O,X,X
ZTLIJSO,X,O,O,O,X,X,O,X,X,X
ZTLIJOS,O,O,O,O,X,X,O,X,X,X
ZTLISJO,X,X,O,X,X,O,O,O,X,X
ZTLISOJ,X,X,O,X,X,X,X,O,X,X
ZTLIOJS,O,X,O,X,X,X,X,X,X,X
ZTLIOSJ,O,X,O,X,X,X,X,X,X,X
ZTLJISO,X,O,O,O,X,X,O,X,X,X
ZTLJIOS,O,O,O,O,X,X,O,X,X,X
ZTLJSIO,X,O,O,O,X,X,O,X,X,X
ZTLJSOI,X,O,O,X,X,X,O,X,O,X
ZTLJOIS,O,O,O,O,X,X,O,X,X,X
ZTLJOSI,O,O,O,X,X,X,O,X,X,X
ZTLSIJO,X,X,O,X,X,O,O,O,X,X
ZTLSIOJ,X,X,O,X,O,X,X,O,X,X
ZTLSJIO,X,X,O,X,X,O,O,O,X,X
ZTLSJOI,X,X,O,X,O,X,O,X,O,X
ZTLSOIJ,X,X,O,X,O,X,X,O,X,X
ZTLSOJI,X,X,O,X,O,X,X,X,X,X
ZTLOIJS,O,X,O,X,X,X,X,X,X,X
ZTLOISJ,O,X,O,X,X,X,X,X,X,X
ZTLOJIS,O,X,O,X,X,X,X,X,X,X
ZTLOJSI,O,X,O,X,X,X,X,X,X,X
ZTLOSIJ,O,X,O,X,X,X,X,X,X,X
ZTLOSJI,O,X,O,X,X,X,X,X,X,X
ZTJILSO,X,O,O,O,X,X,O,X,X,X
ZTJILOS,O,O,O,O,X,X,O,X,X,X
ZTJISLO,O,O,O,O,X,X,O,O,X,X
ZTJISOL,O,O,O,X,X,X,O,X,O,X
ZTJIOLS,O,O,O,O,X,X,O,X,X,X
ZTJIOSL,O,O,O,X,X,X,O,X,X,X
ZTJLISO,X,O,O,O,X,X,O,X,X,X
ZTJLIOS,O,O,O,O,X,X,O,X,X,X
ZTJLSIO,X,O,O,O,X,X,O,X,X,X
ZTJLSOI,X,O,O,X,X,X,O,X,O,X
ZTJLOIS,O,O,O,O,X,X,O,X,X,X
ZTJLOSI,O,O,O,X,X,X,O,X,X,X
ZTJSILO,O,O,O,O,X,X,O,O,X,X
ZTJSIOL,O,O,O,X,X,X,O,X,O,X
ZTJSLIO,O,O,O,O,X,X,O,O,X,X
ZTJSLOI,O,O,O,X,X,X,O,X,O,X
ZTJSOIL,O,O,O,X,X,X,O,X,O,X
ZTJSOLI,O,O,O,X,X,X,O,X,O,X
ZTJOILS,O,O,O,O,X,X,O,X,X,X
ZTJOISL,O,O,O,X,X,X,O,X,X,X
ZTJOLIS,O,O,O,O,X,X,O,X,X,X
ZTJOLSI,O,O,O,X,X,X,O,X,X,X
ZTJOSIL,O,O,X,X,X,X,O,X,O,X
ZTJOSLI,O,O,X,X,X,X,O,X,O,X
ZTSILJO,O,O,O,X,X,X,O,O,X,X
ZTSILOJ,O,O,O,X,O,X,X,O,X,X
ZTSIJLO,O,O,O,X,X,X,O,O,X,X
ZTSIJOL,O,O,O,X,X,X,O,X,O,X
ZTSIOLJ,O,O,O,X,O,X,X,O,X,X
ZTSIOJL,O,O,X,X,X,X,O,X,X,X
ZTSLIJO,O,O,O,X,X,O,O,O,X,X
ZTSLIOJ,O,O,O,X,O,X,X,O,X,X
ZTSLJIO,O,O,O,X,X,O,O,O,X,X
ZTSLJOI,O,O,O,X,O,X,O,X,O,X
ZTSLOIJ,O,O,O,X,O,X,X,O,X,X
ZTSLOJI,O,O,O,X,O,X,X,X,X,X
ZTSJILO,O,O,O,X,X,X,O,O,X,X
ZTSJIOL,O,O,X,X,X,X,O,X,O,X
ZTSJLIO,O,O,O,X,X,O,O,O,X,X
ZTSJLOI,O,O,O,X,O,X,O,X,O,X
ZTSJOIL,O,O,X,X,X,X,O,X,O,X
ZTSJOLI,O,O,X,X,O,X,O,X,O,X
ZTSOILJ,O,O,O,X,O,X,X,O,X,X
ZTSOIJL,O,O,X,X,X,X,O,X,X,X
ZTSOLIJ,O,O,O,X,O,X,X,O,X,X
ZTSOLJI,O,O,O,X,O,X,X,X,X,X
ZTSOJIL,O,O,X,X,X,X,O,X,O,X
ZTSOJLI,O,O,X,X,O,X,O,X,O,X
ZTOILJS,O,X,O,O,X,X,X,X,X,X
ZTOILSJ,O,X,O,X,O,X,X,O,X,X
ZTOIJLS,O,O,O,O,X,X,O,X,X,X
ZTOIJSL,O,O,O,O,X,X,O,O,X,X
ZTOISLJ,O,X,O,X,X,X,X,O,X,X
ZTOISJL,O,X,X,X,X,X,O,O,X,X
ZTOLIJS,O,X,O,O,X,X,X,X,X,X
ZTOLISJ,O,X,O,X,O,X,X,O,X,X
ZTOLJIS,O,X,O,O,X,X,X,X,X,X
ZTOLJSI,O,X,X,O,X,X,X,X,X,X
ZTOLSIJ,O,X,O,X,O,X,X,O,X,X
ZTOLSJI,O,X,X,X,O,X,X,O,X,X
ZTOJILS,O,O,X,O,X,X,O,X,X,X
ZTOJISL,O,O,X,O,X,X,O,O,X,X
ZTOJLIS,O,O,X,O,X,X,O,X,X,X
ZTOJLSI,O,O,X,O,X,X,O,X,X,X
ZTOJSIL,O,O,X,O,X,X,O,O,O,X
ZTOJSLI,O,O,X,O,X,X,O,O,O,X
ZTOSILJ,O,X,X,X,O,X,X,O,X,X
ZTOSIJL,O,X,X,X,X,X,O,O,X,X
ZTOSLIJ,O,X,X,X,O,X,X,O,X,X
ZTOSLJI,O,X,X,X,O,X,X,O,X,X
ZTOSJIL,O,X,X,X,X,X,O,O,O,X
ZTOSJLI,O,X,X,X,O,X,O,O,O,X
ZITLJSO,X,O,O,O,X,X,O,X,X,X
ZITLJOS,O,O,O,O,X,X,O,X,X,X
ZITLSJO,X,X,O,X,X,X,O,O,X,X
ZITLSOJ,X,X,O,X,X,X,X,O,X,X
ZITLOJS,O,X,O,X,X,X,X,X,X,X
ZITLOSJ,O,X,O,X,X,X,X,X,X,X
ZITJLSO,X,O,O,O,X,X,O,X,X,X
ZITJLOS,O,O,O,O,X,X,O,X,X,X
ZITJSLO,O,O,O,O,X,X,O,O,X,X
ZITJSOL,O,O,O,X,X,X,O,X,O,X
ZITJOLS,O,O,O,O,X,X,O,X,X,X
ZITJOSL,O,O,O,X,X,X,O,X,X,X
ZITSLJO,O,O,O,X,X,X,O,O,X,X
ZITSLOJ,O,O,O,X,X,X,X,O,X,X
ZITSJLO,O,O,O,X,X,X,O,O,X,X
ZITSJOL,O,O,O,X,X,X,O,X,O,X
ZITSOLJ,O,O,O,X,X,X,X,O,X,X
ZITSOJL,O,O,X,X,X,X,O,X,X,X
ZITOLJS,O,X,O,O,X,X,X,X,X,X
ZITOLSJ,O,X,O,X,X,X,X,O,X,X
ZITOJLS,O,O,O,O,X,X,O,X,X,X
ZITOJSL,O,O,O,O,X,X,O,O,X,X
ZITOSLJ,O,X,O,X,X,X,X,O,X,X
ZITOSJL,O,X,X,X,X,X,O,O,X,X
ZILTJSO,X,O,O,O,X,X,X,X,X,X
ZILTJOS,O,O,O,O,X,X,X,X,X,X
ZILTSJO,X,X,O,X,X,X,X,X,X,X
ZILTSOJ,X,X,O,X,X,X,X,X,X,O
ZILTOJS,O,X,O,X,X,X,X,X,X,X
ZILTOSJ,O,X,O,X,X,X,X,X,X,O
ZILJTSO,X,X,O,O,X,X,O,X,X,X
ZILJTOS,O,O,O,O,X,X,X,X,X,X
ZILJSTO,O,O,O,O,X,X,O,X,X,X
ZILJSOT,O,O,O,X,X,X,O,X,X,O
ZILJOTS,X,O,O,O,X,X,X,X,X,X
ZILJOST,X,O,O,X,X,X,O,X,X,O
ZILSTJO,O,O,O,X,X,X,X,X,X,X
ZILSTOJ,O,O,O,X,O,X,X,X,X,O
ZILSJTO,O,O,O,X,X,X,O,X,X,X
ZILSJOT,O,O,O,X,X,X,O,X,X,O
ZILSOTJ,X,O,O,X,X,X,X,X,X,O
ZILSOJT,O,O,O,X,X,X,X,X,X,O
ZILOTJS,X,X,O,O,X,X,X,X,X,X
ZILOTSJ,X,X,O,X,X,X,X,X,X,O
ZILOJTS,X,X,O,O,X,X,X,X,X,X
ZILOJST,X,X,O,O,X,X,X,X,X,O
ZILOSTJ,X,X,O,X,X,X,X,X,X,O
ZILOSJT,X,X,O,X,X,X,X,X,X,O
ZIJTLSO,X,O,O,O,X,X,O,X,X,X
ZIJTLOS,O,O,O,O,X,X,X,X,X,X
ZIJTSLO,O,O,O,O,X,X,O,X,X,X
ZIJTSOL,O,O,O,X,X,X,X,X,O,X
ZIJTOLS,O,O,O,O,X,X,X,X,X,X
ZIJTOSL,O,O,O,X,X,X,X,X,X,X
ZIJLTSO,X,X,O,O,X,X,O,X,X,X
ZIJLTOS,O,O,O,O,X,X,X,X,X,X
ZIJLSTO,O,O,O,O,X,X,O,X,X,X
ZIJLSOT,O,O,O,X,X,X,O,X,X,X
ZIJLOTS,X,O,O,O,X,X,X,X,X,X
ZIJLOST,X,O,O,X,X,X,O,X,X,X
ZIJSTLO,O,O,O,O,X,X,O,X,X,X
ZIJSTOL,O,O,O,X,X,X,O,X,O,X
ZIJSLTO,O,O,O,O,X,X,O,X,X,X
ZIJSLOT,O,O,O,X,X,X,O,X,X,X
ZIJSOTL,O,O,O,X,X,X,X,X,O,X
ZIJSOLT,O,O,X,X,X,X,O,X,O,X
ZIJOTLS,O,O,O,O,X,X,X,X,X,X
ZIJOTSL,O,O,O,X,X,X,X,X,X,X
ZIJOLTS,X,O,X,O,X,X,X,X,X,X
ZIJOLST,X,O,X,X,X,X,O,X,X,X
ZIJOSTL,O,O,O,X,X,X,X,X,X,X
ZIJOSLT,O,O,X,X,X,X,O,X,X,X
ZISTLJO,O,O,O,X,X,X,O,X,X,X
ZISTLOJ,O,O,O,X,O,X,X,X,X,X
ZISTJLO,O,O,O,X,X,X,O,X,X,X
ZISTJOL,O,O,O,X,X,X,O,X,O,X
ZISTOLJ,O,O,O,X,O,X,X,X,X,X
ZISTOJL,O,O,X,X,X,X,O,X,X,X
ZISLTJO,O,O,O,X,X,X,X,X,X,X
ZISLTOJ,O,O,O,X,O,X,X,X,X,O
ZISLJTO,O,O,O,X,X,X,O,X,X,X
ZISLJOT,O,O,X,X,X,X,O,X,X,O
ZISLOTJ,X,O,O,X,X,X,X,X,X,O
ZISLOJT,O,O,O,X,X,X,X,X,X,O
ZISJTLO,O,O,O,X,X,X,O,X,X,X
ZISJTOL,O,O,O,X,X,X,O,X,O,X
ZISJLTO,O,O,O,X,X,X,O,X,X,X
ZISJLOT,O,O,X,X,X,X,O,X,X,X
ZISJOTL,O,O,O,X,X,X,X,X,O,X
ZISJOLT,O,O,X,X,X,X,O,X,O,X
ZISOTLJ,O,O,O,X,O,X,X,X,X,X
ZISOTJL,O,O,X,X,X,X,X,X,X,X
ZISOLTJ,X,O,X,X,O,X,X,X,X,O
ZISOLJT,O,O,X,X,O,X,X,X,X,O
