sequence,v115@4gD8GeC8FeD8FeD8DeG8JeT6IvhF/gBUcB5jBlkByq?B2uB,v115@4gD8GeC8FeD8FeD8DeG8JeT6IvhFegBUcB5jBfmBKp?BFqB,v115@4gD8GeC8FeD8FeD8DeG8Jei6IvhF3bB5jBckBOmBTl?B1uB,v115@4gD8GeC8FeD8FeD8DeG8JeK/IvhFfgB5jBFhBcqBml?BTpB,v115@4gD8GeC8FeD8FeD8DeG8Jei7IvhF5jBOkBFhBfqB0l?BTpB,v115@4gD8GeC8FeD8FeD8DeG8Jel6IvhFUcB5jB/kBTgByq?B2uB,v115@4gD8GeC8FeD8FeD8DeG8Je06IvhF5jB2kB3lBFmBTp?BiqB,v115@4gD8GeC8FeD8FeD8DeG8Je06IvhFlbB5jB2kBXhBTp?BiqB,v115@4gD8GeC8FeD8FeD8DeG8JeK/IvhFUcB5jBFgBzlBmp?B3pB,v115@4gD8GeC8FeD8FeD8DeG8JeU8IvhF5jBFgBzlBmpB/p?BipB,v115@4gD8GeC8FeD8FeD8DeG8Je5DJvhFTfB/lBFhBmlBip?B0pB,v115@4gD8GeC8FeD8FeD8DeG8JeU8IvhF5jBFgBzlBipB/p?BmpB,v115@4gD8GeC8FeD8FeD8DeG8JeK/IvhF5jBUgBFhBzlBmp?B3pB
JZSILOT,O,X,X,X,X,O,X,X,X,X,X,X,X
JZSIOTL,X,X,O,X,O,O,X,X,X,X,X,X,X
JZSIOLT,X,X,X,X,X,O,X,X,X,X,X,X,X
JZSLTIO,O,O,X,X,O,O,X,X,X,X,X,X,X
JZSLTOI,O,O,X,X,O,O,X,X,X,X,X,X,X
JZSLITO,O,O,X,X,O,O,X,X,X,X,X,X,X
JZSLIOT,O,X,X,X,X,O,X,X,X,X,X,X,X
JZSLOTI,O,X,X,X,X,O,X,X,X,X,X,X,X
JZSLOIT,O,X,X,X,X,O,X,X,X,X,X,X,X
JZSOTIL,X,X,O,X,O,O,X,X,X,X,X,X,X
JZSOTLI,X,X,O,X,O,X,X,X,X,X,X,X,X
JZSOITL,X,X,O,X,O,O,X,X,X,X,X,X,X
JZSOILT,X,X,X,X,X,O,X,X,X,X,X,X,X
JZSOLTI,X,X,X,X,X,O,X,X,X,X,X,X,X
JZSOLIT,X,X,X,X,X,O,X,X,X,X,X,X,X
JZOTILS,X,X,O,O,X,X,X,X,X,X,X,X,X
JZOTISL,X,X,O,X,X,X,X,X,X,O,X,X,X
JZOTLIS,X,X,O,O,X,X,X,X,O,X,X,X,X
JZOTLSI,X,X,O,O,X,X,X,X,O,X,X,X,X
JZOTSIL,X,X,O,X,X,X,X,X,X,X,X,X,X
JZOTSLI,X,X,O,X,X,X,X,X,X,X,X,X,X
JZOITLS,X,X,O,O,X,X,X,X,X,X,X,X,X
JZOITSL,X,X,O,X,X,X,X,X,X,O,X,X,X
JZOILTS,X,X,X,O,X,O,X,X,O,X,X,X,X
JZOILST,O,X,X,O,X,O,X,X,O,O,X,O,X
JZOISTL,X,X,O,X,X,O,X,X,X,O,X,X,X
JZOISLT,X,X,X,X,X,O,X,X,X,O,X,X,X
JZOLTIS,X,X,X,O,X,O,X,X,O,X,X,X,X
JZOLTSI,X,X,X,O,X,O,X,X,O,X,X,X,X
JZOLITS,X,X,X,O,X,O,X,X,O,X,X,X,X
JZOLIST,O,X,X,O,X,O,X,X,O,O,X,O,X
JZOLSTI,O,X,X,O,X,O,X,X,O,X,X,X,X
JZOLSIT,O,X,X,O,X,O,X,X,O,X,X,X,X
JZOSTIL,X,X,O,X,X,O,X,X,X,X,X,X,X
JZOSTLI,X,X,O,X,X,X,X,X,X,X,X,X,X
JZOSITL,X,X,O,X,X,O,X,X,X,O,X,X,X
JZOSILT,X,X,X,X,X,O,X,X,X,O,X,X,X
JZOSLTI,X,X,X,X,X,O,X,X,O,X,X,X,X
JZOSLIT,X,X,X,X,X,O,X,X,O,X,X,X,X
JOTILSZ,O,X,O,O,X,X,X,O,X,X,X,X,X
JOTILZS,O,X,O,X,X,X,X,O,X,X,X,X,O
JOTISLZ,O,X,O,X,X,X,O,O,X,O,X,X,X
JOTISZL,O,X,O,X,X,X,O,O,X,O,X,X,X
JOTIZLS,O,X,O,O,X,X,X,O,X,X,X,X,X
JOTIZSL,O,X,O,X,X,X,O,O,X,O,X,X,X
JOTLISZ,O,X,O,O,X,X,X,O,O,X,X,X,X
JOTLIZS,O,X,O,X,X,X,X,O,O,X,X,X,O
JOTLSIZ,O,X,O,O,X,X,X,O,O,X,X,X,X
JOTLSZI,O,X,O,X,X,X,X,O,O,X,X,X,X
JOTLZIS,O,X,O,X,X,X,X,O,O,X,X,X,O
JOTLZSI,O,X,O,X,X,X,X,O,O,X,X,X,X
JOTSILZ,O,X,O,X,X,X,O,O,X,X,X,X,X
JOTSIZL,O,X,O,X,X,X,O,O,X,X,X,X,X
JOTSLIZ,O,X,O,X,X,X,X,O,X,X,X,X,X
JOTSLZI,O,X,O,X,X,X,X,O,X,X,X,X,X
JOTSZIL,O,X,O,X,X,X,O,O,X,X,X,X,X
JOTSZLI,O,X,O,X,X,X,X,O,X,X,X,X,X
JOTZILS,O,X,O,O,X,X,X,O,X,X,X,X,X
JOTZISL,O,X,O,X,X,X,O,O,X,O,X,X,X
JOTZLIS,O,X,O,O,X,X,X,O,O,X,X,X,X
JOTZLSI,O,X,O,O,X,X,X,O,O,X,X,X,X
JOTZSIL,O,X,O,X,X,X,O,O,X,X,X,X,X
JOTZSLI,O,X,O,X,X,X,X,O,X,X,X,X,X
JOITLSZ,O,X,O,O,X,X,X,O,X,X,X,X,X
JOITLZS,O,X,O,X,X,X,X,O,X,X,X,X,O
JOITSLZ,O,X,O,X,X,X,O,O,X,O,X,X,X
JOITSZL,O,X,O,X,X,X,O,O,X,O,X,X,X
JOITZLS,O,X,O,O,X,X,X,O,X,X,X,X,X
JOITZSL,O,X,O,X,X,X,O,O,X,O,X,X,X
JOILTSZ,O,X,O,O,X,O,X,O,O,X,X,X,X
JOILTZS,O,X,O,X,X,O,X,O,O,X,X,X,O
JOILSTZ,O,X,O,O,X,O,O,O,O,O,X,O,X
JOILSZT,O,X,X,X,X,O,O,O,O,O,X,O,X
JOILZTS,X,X,X,O,X,O,X,O,O,X,X,X,O
JOILZST,O,X,X,O,X,O,O,O,O,O,X,O,X
JOISTLZ,X,X,O,X,X,O,O,O,X,O,X,X,X
JOISTZL,X,X,O,X,X,O,O,O,X,O,X,X,X
JOISLTZ,X,X,O,X,X,O,O,O,X,O,X,X,X
JOISLZT,X,X,X,X,X,O,O,O,X,O,X,X,X
JOISZTL,X,X,O,X,X,O,O,O,X,O,X,X,X
JOISZLT,X,X,X,X,X,O,O,O,X,O,X,X,X
JOIZTLS,X,X,O,O,X,X,X,O,X,X,X,X,X
JOIZTSL,X,X,O,X,X,X,O,O,X,O,X,X,X
JOIZLTS,X,X,X,O,X,O,X,O,O,X,X,X,X
JOIZLST,O,X,X,O,X,O,O,O,O,O,X,O,X
JOIZSTL,X,X,O,X,X,O,O,O,X,O,X,X,X
JOIZSLT,X,X,X,X,X,O,O,O,X,O,X,X,X
JOLTISZ,O,X,O,O,X,O,X,O,O,X,X,X,X
JOLTIZS,O,X,O,X,X,O,X,O,O,X,X,X,O
JOLTSIZ,O,X,O,O,X,O,X,O,O,X,X,X,X
JOLTSZI,O,X,O,X,X,O,X,O,O,X,X,X,X
JOLTZIS,O,X,O,X,X,O,X,O,O,X,X,X,O
JOLTZSI,O,X,O,X,X,O,X,O,O,X,X,X,X
JOLITSZ,O,X,O,O,X,O,X,O,O,X,X,X,X
JOLITZS,O,X,O,X,X,O,X,O,O,X,X,X,O
JOLISTZ,O,X,O,O,X,O,O,O,O,O,X,O,X
JOLISZT,O,X,X,X,X,O,O,O,O,O,X,O,X
JOLIZTS,X,X,X,O,X,O,X,O,O,X,X,X,O
JOLIZST,O,X,X,O,X,O,O,O,O,O,X,O,X
JOLSTIZ,O,X,O,O,X,O,X,O,O,X,X,X,X
JOLSTZI,O,X,O,X,X,O,X,O,O,X,X,X,X
JOLSITZ,O,X,O,O,X,O,O,O,O,X,X,X,X
JOLSIZT,O,X,X,X,X,O,O,O,O,X,X,X,X
JOLSZTI,O,X,X,X,X,O,X,O,O,X,X,X,X
JOLSZIT,O,X,X,X,X,O,O,O,O,X,X,X,X
JOLZTIS,X,X,X,O,X,O,X,O,O,X,X,X,O
JOLZTSI,X,X,X,O,X,O,X,O,O,X,X,X,X
JOLZITS,X,X,X,O,X,O,X,O,O,X,X,X,O
JOLZIST,O,X,X,O,X,O,O,O,O,O,X,O,X
JOLZSTI,O,X,X,O,X,O,X,O,O,X,X,X,X
JOLZSIT,O,X,X,O,X,O,O,O,O,X,X,X,X
JOSTILZ,X,X,O,X,X,O,O,O,X,X,X,X,X
JOSTIZL,X,X,O,X,X,O,O,O,X,X,X,X,X
JOSTLIZ,X,X,O,X,X,O,X,O,X,X,X,X,X
JOSTLZI,X,X,O,X,X,O,X,O,X,X,X,X,X
JOSTZIL,X,X,O,X,X,O,O,O,X,X,X,X,X
JOSTZLI,X,X,O,X,X,X,X,O,X,X,X,X,X
JOSITLZ,X,X,O,X,X,O,O,O,X,O,X,X,X
JOSITZL,X,X,O,X,X,O,O,O,X,O,X,X,X
JOSILTZ,X,X,O,X,X,O,O,O,X,O,X,X,X
JOSILZT,X,X,X,X,X,O,O,O,X,O,X,X,X
JOSIZTL,X,X,O,X,X,O,O,O,X,O,X,X,X
JOSIZLT,X,X,X,X,X,O,O,O,X,O,X,X,X
JOSLTIZ,X,X,O,X,X,O,X,O,O,X,X,X,X
JOSLTZI,X,X,O,X,X,O,X,O,O,X,X,X,X
JOSLITZ,X,X,O,X,X,O,O,O,O,X,X,X,X
JOSLIZT,X,X,X,X,X,O,O,O,O,X,X,X,X
JOSLZTI,X,X,X,X,X,O,X,O,O,X,X,X,X
JOSLZIT,X,X,X,X,X,O,O,O,O,X,X,X,X
JOSZTIL,X,X,O,X,X,O,O,O,X,X,X,X,X
JOSZTLI,X,X,O,X,X,X,X,O,X,X,X,X,X
JOSZITL,X,X,O,X,X,O,O,O,X,O,X,X,X
JOSZILT,X,X,X,X,X,O,O,O,X,O,X,X,X
JOSZLTI,X,X,X,X,X,O,X,O,O,X,X,X,X
JOSZLIT,X,X,X,X,X,O,O,O,O,X,X,X,X
JOZTILS,X,X,O,O,X,X,X,O,X,X,X,X,X
JOZTISL,X,X,O,X,X,X,O,O,X,O,X,X,X
JOZTLIS,X,X,O,O,X,X,X,O,O,X,X,X,X
JOZTLSI,X,X,O,O,X,X,X,O,O,X,X,X,X
JOZTSIL,X,X,O,X,X,X,O,O,X,X,X,X,X
JOZTSLI,X,X,O,X,X,X,X,O,X,X,X,X,X
JOZITLS,X,X,O,O,X,X,X,O,X,X,X,X,X
JOZITSL,X,X,O,X,X,X,O,O,X,O,X,X,X
JOZILTS,X,X,X,O,X,O,X,O,O,X,X,X,X
JOZILST,O,X,X,O,X,O,O,O,O,O,X,O,X
JOZISTL,X,X,O,X,X,O,O,O,X,O,X,X,X
JOZISLT,X,X,X,X,X,O,O,O,X,O,X,X,X
JOZLTIS,X,X,X,O,X,O,X,O,O,X,X,X,X
JOZLTSI,X,X,X,O,X,O,X,O,O,X,X,X,X
JOZLITS,X,X,X,O,X,O,X,O,O,X,X,X,X
JOZLIST,O,X,X,O,X,O,O,O,O,O,X,O,X
JOZLSTI,O,X,X,O,X,O,X,O,O,X,X,X,X
JOZLSIT,O,X,X,O,X,O,O,O,O,X,X,X,X
JOZSTIL,X,X,O,X,X,O,O,O,X,X,X,X,X
JOZSTLI,X,X,O,X,X,X,X,O,X,X,X,X,X
JOZSITL,X,X,O,X,X,O,O,O,X,O,X,X,X
JOZSILT,X,X,X,X,X,O,O,O,X,O,X,X,X
JOZSLTI,X,X,X,X,X,O,X,O,O,X,X,X,X
JOZSLIT,X,X,X,X,X,O,O,O,O,X,X,X,X
STILJZO,X,O,X,X,X,X,X,O,X,X,X,X,X
STILJOZ,X,O,X,X,X,X,X,O,X,X,O,X,X
STILZJO,X,O,X,X,O,X,X,O,X,X,X,X,X
STILZOJ,X,O,X,X,O,X,X,O,X,X,O,X,X
STILOJZ,X,O,X,X,X,X,X,O,X,X,O,X,X
STILOZJ,X,O,X,X,X,X,X,O,X,X,O,X,X
STIJLZO,X,X,O,X,X,X,X,O,X,X,X,X,O
STIJLOZ,X,X,X,X,X,X,X,O,X,X,O,X,X
STIJZLO,X,X,O,X,O,X,X,X,X,X,X,X,X
STIJZOL,X,X,O,X,O,X,X,X,X,X,X,X,X
STIJOLZ,X,X,O,X,X,X,X,O,X,X,X,X,X
STIJOZL,X,X,O,X,X,X,X,O,X,X,X,X,X
STIZLJO,X,O,O,X,O,X,X,O,X,X,X,X,X
STIZLOJ,X,O,O,X,O,X,X,O,X,X,O,X,X
STIZJLO,X,X,O,X,O,X,X,X,X,X,X,X,X
STIZJOL,X,X,O,X,O,X,X,X,X,X,X,X,X
STIZOLJ,X,X,O,O,O,X,X,O,X,X,X,X,X
STIZOJL,X,X,O,X,O,X,X,O,X,X,X,X,X
STIOLJZ,X,X,X,O,X,X,X,O,X,X,O,X,X
STIOLZJ,X,X,O,O,X,X,X,O,X,X,O,X,X
STIOJLZ,X,X,X,X,X,X,O,O,X,X,X,X,X
STIOJZL,X,X,O,X,X,X,O,O,X,X,X,X,X
STIOZLJ,X,X,O,O,X,X,X,O,X,X,X,X,X
STIOZJL,X,X,O,X,X,X,X,O,X,X,X,X,X
STLIJZO,X,O,X,X,X,X,X,O,X,X,X,X,X
STLIJOZ,X,O,X,X,X,X,X,O,X,X,O,X,X
STLIZJO,X,O,X,X,O,X,X,O,X,X,X,X,X
STLIZOJ,X,O,X,X,O,X,X,O,X,X,O,X,X
STLIOJZ,X,O,X,X,X,X,X,O,X,X,O,X,X
STLIOZJ,X,O,X,X,X,X,X,O,X,X,O,X,X
STLJIZO,X,O,X,X,X,X,X,O,X,X,X,X,X
STLJIOZ,X,O,X,X,X,X,X,O,X,X,O,X,X
STLJZIO,X,O,X,X,X,X,X,O,X,X,X,X,X
STLJZOI,X,O,X,X,X,X,X,O,X,X,X,X,X
STLJOIZ,X,O,X,X,X,X,X,O,X,X,O,X,X
STLJOZI,X,O,X,X,X,X,X,O,X,X,X,X,X
STLZIJO,X,O,X,X,O,X,X,O,X,X,X,X,X
STLZIOJ,X,O,X,X,O,X,X,O,X,X,O,X,X
STLZJIO,X,O,X,X,O,X,X,O,X,X,X,X,X
STLZJOI,X,O,X,X,O,X,X,O,X,X,X,X,X
STLZOIJ,X,O,X,X,O,X,X,O,X,X,O,X,X
STLZOJI,X,O,X,X,O,X,X,O,X,X,X,X,X
STLOIJZ,X,O,X,X,X,X,X,O,X,X,O,X,X
STLOIZJ,X,O,X,X,X,X,X,O,X,X,O,X,X
STLOJIZ,X,O,X,X,X,X,X,O,X,X,O,X,X
STLOJZI,X,O,X,X,X,X,X,O,X,X,X,X,X
STLOZIJ,X,O,X,X,X,X,X,O,X,X,O,X,X
STLOZJI,X,O,X,X,X,X,X,O,X,X,X,X,X
STJILZO,X,X,O,X,X,X,X,O,X,X,X,X,O
STJILOZ,X,X,X,X,X,X,X,O,X,X,O,X,X
STJIZLO,X,X,O,X,O,X,X,X,X,X,X,X,X
STJIZOL,X,X,O,X,O,X,X,X,X,X,X,X,X
STJIOLZ,X,X,O,X,X,X,X,O,X,X,X,X,X
STJIOZL,X,X,O,X,X,X,X,O,X,X,X,X,X
STJLIZO,X,X,O,X,X,X,X,O,X,X,X,X,O
STJLIOZ,X,X,X,X,X,X,X,O,X,X,O,X,X
STJLZIO,X,X,O,X,X,X,X,O,X,X,X,X,O
STJLZOI,X,X,O,X,X,X,X,O,X,X,X,X,X
STJLOIZ,X,X,X,X,X,X,X,O,X,X,O,X,X
STJLOZI,X,X,X,X,X,X,X,O,X,X,X,X,X
STJZILO,X,X,O,X,O,X,X,X,X,X,X,X,X
STJZIOL,X,X,O,X,O,X,X,X,X,X,X,X,X
STJZLIO,X,X,O,X,O,X,X,X,X,X,X,X,X
STJZLOI,X,X,O,X,O,X,X,X,X,X,X,X,X
STJZOIL,X,X,O,X,O,X,X,X,X,X,X,X,X
STJZOLI,X,X,O,X,O,X,X,X,X,X,X,X,X
STJOILZ,X,X,O,X,X,X,X,O,X,X,X,X,X
STJOIZL,X,X,O,X,X,X,X,O,X,X,X,X,X
STJOLIZ,X,X,O,X,X,X,X,O,X,X,X,X,X
STJOLZI,X,X,O,X,X,X,X,O,X,X,X,X,X
STJOZIL,X,X,O,X,X,X,X,O,X,X,X,X,X
STJOZLI,X,X,O,X,X,X,X,O,X,X,X,X,X
STZILJO,X,O,O,X,O,X,X,O,X,X,X,X,X
STZILOJ,X,O,O,X,O,X,X,O,X,X,O,X,X
STZIJLO,X,X,O,X,O,X,X,X,X,X,X,X,X
STZIJOL,X,X,O,X,O,X,X,X,X,X,X,X,X
STZIOLJ,X,X,O,O,O,X,X,O,X,X,X,X,X
STZIOJL,X,X,O,X,O,X,X,O,X,X,X,X,X
STZLIJO,X,O,O,X,O,X,X,O,X,X,X,X,X
STZLIOJ,X,O,O,X,O,X,X,O,X,X,O,X,X
STZLJIO,X,O,O,X,O,X,X,O,X,X,X,X,X
STZLJOI,X,O,O,X,O,X,X,O,X,X,X,X,X
STZLOIJ,X,O,O,X,O,X,X,O,X,X,O,X,X
STZLOJI,X,O,O,X,O,X,X,O,X,X,X,X,X
STZJILO,X,X,O,X,O,X,X,X,X,X,X,X,X
STZJIOL,X,X,O,X,O,X,X,X,X,X,X,X,X
STZJLIO,X,X,O,X,O,X,X,X,X,X,X,X,X
STZJLOI,X,X,O,X,O,X,X,X,X,X,X,X,X
STZJOIL,X,X,O,X,O,X,X,X,X,X,X,X,X
STZJOLI,X,X,O,X,O,X,X,X,X,X,X,X,X
STZOILJ,X,X,O,O,O,X,X,O,X,X,X,X,X
STZOIJL,X,X,O,X,O,X,X,O,X,X,X,X,X
STZOLIJ,X,X,O,O,O,X,X,O,X,X,X,X,X
STZOLJI,X,X,O,O,O,X,X,O,X,X,X,X,X
STZOJIL,X,X,O,X,O,X,X,O,X,X,X,X,X
STZOJLI,X,X,O,X,O,X,X,O,X,X,X,X,X
STOILJZ,X,X,X,O,X,X,X,O,X,X,O,X,X
STOILZJ,X,X,O,O,X,X,X,O,X,X,O,X,X
STOIJLZ,X,X,X,X,X,X,O,O,X,X,X,X,X
STOIJZL,X,X,O,X,X,X,O,O,X,X,X,X,X
STOIZLJ,X,X,O,O,X,X,X,O,X,X,X,X,X
STOIZJL,X,X,O,X,X,X,X,O,X,X,X,X,X
STOLIJZ,X,X,X,O,X,X,X,O,X,X,O,X,X
STOLIZJ,X,X,O,O,X,X,X,O,X,X,O,X,X
STOLJIZ,X,X,X,O,X,X,X,O,X,X,O,X,X
STOLJZI,X,X,X,X,X,X,X,O,X,X,X,X,X
STOLZIJ,X,X,O,O,X,X,X,O,X,X,O,X,X
STOLZJI,X,X,O,X,X,X,X,O,X,X,X,X,X
STOJILZ,X,X,X,X,X,X,O,O,X,X,X,X,X
STOJIZL,X,X,O,X,X,X,O,O,X,X,X,X,X
STOJLIZ,X,X,X,X,X,X,X,O,X,X,X,X,X
STOJLZI,X,X,X,X,X,X,X,O,X,X,X,X,X
STOJZIL,X,X,O,X,X,X,O,O,X,X,X,X,X
STOJZLI,X,X,O,X,X,X,X,O,X,X,X,X,X
STOZILJ,X,X,O,O,X,X,X,O,X,X,X,X,X
STOZIJL,X,X,O,X,X,X,X,O,X,X,X,X,X
STOZLIJ,X,X,O,O,X,X,X,O,X,X,X,X,X
STOZLJI,X,X,O,O,X,X,X,O,X,X,X,X,X
STOZJIL,X,X,O,X,X,X,X,O,X,X,X,X,X
STOZJLI,X,X,O,X,X,X,X,O,X,X,X,X,X
SITLJZO,X,O,X,X,X,X,X,O,X,X,X,X,X
SITLJOZ,X,O,X,X,X,X,X,O,X,X,O,X,X
SITLZJO,X,O,X,X,O,X,X,O,X,X,X,X,X
SITLZOJ,X,O,X,X,O,X,X,O,X,X,O,X,X
SITLOJZ,X,O,X,X,X,X,X,O,X,X,O,X,X
SITLOZJ,X,O,X,X,X,X,X,O,X,X,O,X,X
SITJLZO,X,X,O,X,X,X,X,O,X,X,X,X,O
SITJLOZ,X,X,X,X,X,X,X,O,X,X,O,X,X
SITJZLO,X,X,O,X,O,X,X,X,X,X,X,X,X
SITJZOL,X,X,O,X,O,X,X,X,X,X,X,X,X
SITJOLZ,X,X,O,X,X,X,X,O,X,X,X,X,X
SITJOZL,X,X,O,X,X,X,X,O,X,X,X,X,X
SITZLJO,X,O,O,X,O,X,X,O,X,X,X,X,X
SITZLOJ,X,O,O,X,O,X,X,O,X,X,O,X,X
SITZJLO,X,X,O,X,O,X,X,X,X,X,X,X,X
SITZJOL,X,X,O,X,O,X,X,X,X,X,X,X,X
SITZOLJ,X,X,O,O,O,X,X,O,X,X,X,X,X
SITZOJL,X,X,O,X,O,X,X,O,X,X,X,X,X
SITOLJZ,X,X,X,O,X,X,X,O,X,X,O,X,X
SITOLZJ,X,X,O,O,X,X,X,O,X,X,O,X,X
SITOJLZ,X,X,X,X,X,X,O,O,X,X,X,X,X
SITOJZL,X,X,O,X,X,X,O,O,X,X,X,X,X
SITOZLJ,X,X,O,O,X,X,X,O,X,X,X,X,X
SITOZJL,X,X,O,X,X,X,X,O,X,X,X,X,X
SILTJZO,O,O,X,X,X,X,X,O,X,X,X,X,X
SILTJOZ,O,O,X,X,X,X,X,O,X,X,O,X,X
SILTZJO,O,O,X,X,X,X,X,O,X,X,X,X,X
SILTZOJ,O,O,X,X,X,X,X,O,X,X,O,X,X
SILTOJZ,O,O,X,X,X,X,X,O,X,X,O,X,X
SILTOZJ,O,O,X,X,X,X,X,O,X,X,O,X,X
SILJTZO,O,O,X,X,X,O,X,O,X,X,X,X,X
SILJTOZ,O,O,X,X,X,O,X,O,X,X,O,X,X
SILJZTO,O,O,X,X,O,O,X,O,X,X,X,X,X
SILJZOT,O,X,X,X,X,O,X,O,X,X,X,X,X
SILJOTZ,O,X,X,X,X,O,X,O,X,X,O,X,X
SILJOZT,O,X,X,X,X,O,X,O,X,X,X,X,X
SILZTJO,O,O,X,X,O,X,X,O,X,X,X,X,X
SILZTOJ,O,O,X,X,O,X,X,O,X,X,O,X,X
SILZJTO,O,O,X,X,O,O,X,O,X,X,X,X,X
SILZJOT,O,X,X,X,X,O,X,O,X,X,X,X,X
SILZOTJ,O,O,X,X,X,X,X,O,X,X,O,X,X
SILZOJT,O,X,X,X,X,O,X,O,X,X,X,X,X
SILOTJZ,O,O,X,X,X,X,X,O,X,X,O,O,X
SILOTZJ,O,O,X,X,X,X,X,O,X,X,O,O,X
SILOJTZ,O,X,X,X,X,O,O,O,X,X,O,O,X
SILOJZT,O,X,X,X,X,O,O,O,X,X,X,O,X
SILOZTJ,O,O,X,X,X,X,X,O,X,X,O,O,X
SILOZJT,O,X,X,X,X,O,X,O,X,X,X,O,X
SIJTLZO,O,X,O,X,X,O,X,O,X,X,X,X,O
SIJTLOZ,O,X,X,X,X,O,X,O,X,X,O,X,X
SIJTZLO,O,X,O,X,O,O,X,X,X,X,X,X,X
SIJTZOL,O,X,O,X,O,O,X,X,X,X,X,X,X
SIJTOLZ,O,X,O,X,X,O,X,O,X,X,X,X,X
SIJTOZL,O,X,O,X,X,O,X,O,X,X,X,X,X
SIJLTZO,O,O,O,X,X,O,X,O,X,X,X,X,O
SIJLTOZ,O,O,X,X,X,O,X,O,X,X,O,X,X
SIJLZTO,O,O,X,X,O,O,X,O,X,X,X,X,O
SIJLZOT,O,X,X,X,X,O,X,O,X,X,X,X,X
SIJLOTZ,O,X,O,X,X,O,X,O,O,X,O,X,X
SIJLOZT,O,X,X,X,X,O,X,O,O,X,X,X,X
SIJZTLO,X,X,O,X,O,O,X,X,X,X,X,X,X
SIJZTOL,X,X,O,X,O,O,X,X,X,X,X,X,X
SIJZLTO,O,O,X,X,O,O,X,X,X,X,X,X,X
SIJZLOT,O,X,X,X,X,O,X,X,X,X,X,X,X
SIJZOTL,X,X,O,X,O,O,X,X,X,X,X,X,X
SIJZOLT,X,X,X,X,X,O,X,X,X,X,X,X,X
SIJOTLZ,X,X,O,X,X,O,O,O,X,O,X,X,X
SIJOTZL,X,X,O,X,X,O,O,O,X,O,X,X,X
SIJOLTZ,X,X,O,X,X,O,O,O,X,O,X,X,X
SIJOLZT,X,X,X,X,X,O,O,O,X,O,X,X,X
SIJOZTL,X,X,O,X,O,O,O,O,X,O,X,X,X
SIJOZLT,X,X,X,X,X,O,O,O,X,O,X,X,X
SIZTLJO,X,O,X,X,O,X,X,O,X,X,X,X,X
SIZTLOJ,X,O,X,X,O,X,X,O,X,X,O,X,X
SIZTJLO,X,X,X,X,O,X,X,X,X,X,X,X,X
SIZTJOL,X,X,X,X,O,X,X,X,X,X,X,X,X
SIZTOLJ,X,X,X,O,O,X,X,O,X,X,X,X,X
SIZTOJL,X,X,X,X,O,X,X,O,X,X,X,X,X
SIZLTJO,O,O,X,X,O,X,X,O,X,X,X,X,X
SIZLTOJ,O,O,X,X,O,X,X,O,X,X,O,X,X
SIZLJTO,O,O,X,X,O,O,X,O,X,X,X,X,X
SIZLJOT,O,X,X,X,X,O,X,O,X,X,X,X,X
SIZLOTJ,O,O,X,X,X,X,X,O,X,X,O,X,X
SIZLOJT,O,X,X,X,X,O,X,O,X,X,X,X,X
SIZJTLO,X,X,X,X,O,O,X,X,X,X,X,X,X
SIZJTOL,X,X,X,X,O,O,X,X,X,X,X,X,X
SIZJLTO,O,O,X,X,O,O,X,X,X,X,X,X,X
SIZJLOT,O,X,X,X,X,O,X,X,X,X,X,X,X
SIZJOTL,X,X,X,X,O,O,X,X,X,X,X,X,X
SIZJOLT,X,X,X,X,X,O,X,X,X,X,X,X,X
SIZOTLJ,X,X,X,O,O,X,X,O,X,X,X,X,X
SIZOTJL,X,X,X,X,O,X,X,O,X,X,X,X,X
SIZOLTJ,X,O,X,O,X,X,X,O,X,X,X,O,X
SIZOLJT,X,X,X,O,X,X,X,O,X,X,X,O,X
SIZOJTL,X,X,X,X,O,X,O,O,X,O,X,X,X
SIZOJLT,X,X,X,X,X,X,O,O,X,O,X,X,X
SIOTLJZ,X,X,X,O,X,X,X,O,X,X,O,X,X
SIOTLZJ,X,X,O,O,X,X,X,O,X,X,O,X,X
SIOTJLZ,X,X,X,X,X,X,O,O,X,X,X,X,X
SIOTJZL,X,X,O,X,X,X,O,O,X,X,X,X,X
SIOTZLJ,X,X,O,O,X,X,X,O,X,X,X,X,X
SIOTZJL,X,X,O,X,X,X,X,O,X,X,X,X,X
SIOLTJZ,X,O,X,O,X,X,X,O,X,X,O,O,X
SIOLTZJ,X,O,O,O,X,X,X,O,X,X,O,O,X
SIOLJTZ,X,X,X,O,X,X,O,O,X,X,O,O,X
SIOLJZT,X,X,X,X,X,X,O,O,X,X,X,O,X
SIOLZTJ,X,O,X,O,X,X,X,O,X,X,O,O,X
SIOLZJT,X,X,X,O,X,X,X,O,X,X,X,O,X
SIOJTLZ,X,X,X,X,X,X,O,O,X,O,X,X,X
SIOJTZL,X,X,O,X,X,X,O,O,X,O,X,X,X
SIOJLTZ,X,X,X,X,X,X,O,O,X,O,X,X,X
SIOJLZT,X,X,X,X,X,X,O,O,X,O,X,X,X
SIOJZTL,X,X,X,X,O,X,O,O,X,O,X,X,X
SIOJZLT,X,X,X,X,X,X,O,O,X,O,X,X,X
SIOZTLJ,X,X,O,O,O,X,X,O,X,X,X,X,X
SIOZTJL,X,X,O,X,O,X,X,O,X,X,X,X,X
SIOZLTJ,X,O,X,O,X,X,X,O,X,X,X,O,X
