sequence,v115@zgA8IeB8HeB8HeD8AeK8BeB8JeaAJvhFFcBxdBfmBG?nBToBUsB,v115@zgA8IeB8HeB8HeD8AeK8BeB8JeU7IvhFRcBfjB6jBl?hBmlBTsB,v115@zgA8IeB8HeB8HeD8AeK8BeB8JeR7IvhFFdBXeBTgBO?mBStBUsB,v115@zgA8IeB8HeB8HeD8AeK8BeB8JeF7IvhFxcB6jB3gBc?mBmnBTsB,v115@zgA8IeB8HeB8HeD8AeK8BeB8JeaAJvhFzbBRdB+jBU?iBFmB3sB,v115@zgA8IeB8HeB8HeD8AeK8BeB8JeF7IvhFxcBTeB3gBW?oBimBUsB,v115@zgA8IeB8HeB8HeD8AeK8BeB8JeF7IvhFXcBxdBSnBT?jBmlBUsB,v115@zgA8IeB8HeB8HeD8AeK8BeB8JeU7IvhFFcBxdBzhBS?oBmlB3sB,v115@zgA8IeB8HeB8HeD8AeK8BeB8JeR7IvhFFeBTgBOmBX?nBStBUsB,v115@zgA8IeB8HeB8HeD8AeK8BeB8JeR7IvhFfiB8iB+jBi?gBFmBTsB,v115@zgA8IeB8HeB8HeD8AeK8BeB8JeR7IvhFfjB6jBTgBO?mBVsBUsB,v115@zgA8IeB8HeB8HeD8AeK8BeB8JeaAJvhFzbB+jBRiB3?iBFmBUsB
STIJOLZ,X,O,X,X,X,O,X,X,X,X,O,X
STIJOZL,X,O,X,X,X,O,X,X,X,X,O,X
STIZLJO,O,O,X,O,X,O,X,X,X,X,X,X
STIZLOJ,O,O,X,O,X,X,X,X,X,X,X,X
STIZJLO,O,O,X,O,X,X,X,X,X,X,X,X
STIZJOL,O,X,X,O,X,O,X,X,X,X,X,X
STIZOLJ,O,O,X,O,X,X,X,X,X,X,X,X
STIZOJL,O,X,X,O,X,X,X,X,X,X,X,X
STIOLJZ,O,X,X,X,X,O,X,X,X,X,O,X
STIOLZJ,O,O,X,X,X,X,X,X,X,X,X,X
STIOJLZ,O,X,X,X,X,O,X,X,X,X,O,X
STIOJZL,X,X,X,X,X,O,X,X,X,X,O,X
STIOZLJ,O,O,X,X,X,X,X,X,X,X,X,X
STIOZJL,O,X,X,X,X,X,X,X,X,X,X,X
STLIJZO,X,O,X,O,X,O,O,X,X,O,X,X
STLIJOZ,X,O,X,X,X,O,O,X,O,O,O,X
STLIZJO,O,O,X,O,X,O,X,X,X,O,X,X
STLIZOJ,O,O,X,O,X,X,X,X,X,X,X,X
STLIOJZ,O,X,X,X,X,O,X,X,O,O,O,X
STLIOZJ,O,O,X,X,X,X,X,X,X,X,X,X
STLJIZO,X,O,X,O,X,O,O,X,X,O,X,X
STLJIOZ,X,O,X,X,X,O,O,X,O,O,O,O
STLJZIO,O,O,X,O,O,O,O,X,X,O,X,X
STLJZOI,O,O,X,O,O,O,O,X,O,O,O,X
STLJOIZ,O,O,X,X,X,O,O,X,O,O,O,O
STLJOZI,O,O,X,O,O,O,O,X,O,O,O,X
STLZIJO,O,O,X,O,X,O,X,X,X,O,X,X
STLZIOJ,O,O,X,O,X,X,X,X,X,X,X,X
STLZJIO,O,O,X,O,O,O,X,X,X,O,X,X
STLZJOI,O,O,X,O,O,O,X,X,O,O,O,X
STLZOIJ,O,O,X,O,X,X,X,X,X,X,X,X
STLZOJI,O,O,X,O,O,X,X,X,O,X,O,X
STLOIJZ,O,X,X,X,X,O,O,X,O,O,O,X
STLOIZJ,O,O,X,X,X,X,X,X,X,X,X,X
STLOJIZ,O,O,X,X,X,O,O,X,O,O,O,O
STLOJZI,O,O,X,O,O,O,O,X,O,O,O,X
STLOZIJ,O,O,X,O,X,X,X,X,X,X,X,X
STLOZJI,O,O,X,O,O,X,X,X,O,X,O,X
STJILZO,X,O,X,O,X,O,X,X,X,O,X,X
STJILOZ,X,O,X,X,X,O,X,X,X,O,O,O
STJIZLO,X,O,X,O,X,X,X,X,X,O,X,X
STJIZOL,X,O,X,O,X,O,X,X,X,X,X,X
STJIOLZ,X,O,X,X,X,O,X,X,X,X,O,O
STJIOZL,X,O,X,X,X,O,X,X,X,X,O,X
STJLIZO,X,O,X,O,X,O,X,X,X,O,X,X
STJLIOZ,X,O,X,X,X,O,X,X,O,O,O,O
STJLZIO,O,O,X,O,O,O,X,X,X,O,X,X
STJLZOI,O,O,X,O,O,O,X,X,O,O,O,X
STJLOIZ,O,O,X,X,X,O,X,X,O,O,O,O
STJLOZI,O,O,X,O,O,O,X,X,O,O,O,X
STJZILO,O,O,X,O,O,X,X,X,X,O,X,X
STJZIOL,O,O,X,O,O,O,X,X,X,X,X,X
STJZLIO,O,O,X,O,O,O,X,X,X,O,X,X
STJZLOI,O,O,X,O,O,O,X,X,X,O,O,X
STJZOIL,O,O,X,O,O,O,X,X,X,X,O,X
STJZOLI,O,O,X,O,O,O,X,X,X,O,O,X
STJOILZ,O,O,X,X,X,O,X,X,O,X,O,O
STJOIZL,X,O,X,X,X,O,X,X,X,X,O,X
STJOLIZ,O,O,X,X,X,O,X,X,O,O,O,O
STJOLZI,O,O,X,O,O,O,X,X,O,O,O,X
STJOZIL,O,O,X,O,O,O,X,X,X,X,O,X
STJOZLI,O,O,X,O,O,O,X,X,X,O,O,X
STZILJO,O,O,X,O,X,O,X,X,X,X,X,X
STZILOJ,O,O,X,O,X,X,X,X,X,X,X,X
STZIJLO,O,O,X,O,X,X,X,X,X,X,X,X
STZIJOL,O,X,X,O,X,O,X,X,X,X,X,X
STZIOLJ,O,O,X,O,X,X,X,X,X,X,X,X
STZIOJL,O,X,X,O,X,X,X,X,X,X,X,X
STZLIJO,O,O,X,O,X,O,X,X,X,O,X,X
STZLIOJ,O,O,X,O,X,X,X,X,X,X,X,X
STZLJIO,O,O,X,O,O,O,X,X,X,O,X,X
STZLJOI,O,O,X,O,O,O,X,X,X,O,O,X
STZLOIJ,O,O,X,O,X,X,X,X,X,X,X,X
STZLOJI,O,O,X,O,O,X,X,X,X,X,O,X
STZJILO,O,O,X,O,O,X,X,X,X,O,X,X
STZJIOL,O,O,X,O,O,O,X,X,X,X,X,X
STZJLIO,O,O,X,O,O,O,X,X,X,O,X,X
STZJLOI,O,O,X,O,O,O,X,X,X,O,O,X
STZJOIL,O,O,X,O,O,O,X,X,X,X,O,X
STZJOLI,O,O,X,O,O,O,X,X,X,O,O,X
STZOILJ,O,O,X,O,X,X,X,X,X,X,X,X
STZOIJL,O,X,X,O,X,X,X,X,X,X,X,X
STZOLIJ,O,O,X,O,X,X,X,X,X,X,X,X
STZOLJI,O,O,X,O,O,X,X,X,X,X,O,X
STZOJIL,O,X,X,O,O,X,X,X,X,X,O,X
STZOJLI,O,X,X,O,O,X,X,X,X,X,O,X
STOILJZ,O,X,X,X,X,O,O,X,X,X,O,X
STOILZJ,O,O,X,X,X,X,X,X,X,X,X,X
STOIJLZ,O,X,X,X,X,O,X,X,X,X,O,X
STOIJZL,X,X,X,X,X,O,X,X,X,X,O,X
STOIZLJ,O,O,X,X,X,X,X,X,X,X,X,X
STOIZJL,O,X,X,X,X,X,X,X,X,X,X,X
STOLIJZ,O,X,X,X,X,O,O,X,O,O,O,X
STOLIZJ,O,O,X,X,X,X,X,X,X,X,X,X
STOLJIZ,O,O,X,X,X,O,O,X,O,O,O,O
STOLJZI,O,O,X,O,O,O,O,X,O,O,O,X
STOLZIJ,O,O,X,O,X,X,X,X,X,X,X,X
STOLZJI,O,O,X,O,O,X,X,X,O,X,O,X
STOJILZ,O,O,X,X,X,O,X,X,O,X,O,O
STOJIZL,X,O,X,X,X,O,X,X,X,X,O,X
STOJLIZ,O,O,X,X,X,O,X,X,O,O,O,O
STOJLZI,O,O,X,O,O,O,X,X,O,O,O,X
STOJZIL,O,O,X,O,O,O,X,X,X,X,O,X
STOJZLI,O,O,X,O,O,O,X,X,X,O,O,X
STOZILJ,O,O,X,O,X,X,X,X,X,X,X,X
STOZIJL,O,X,X,O,X,X,X,X,X,X,X,X
STOZLIJ,O,O,X,O,X,X,X,X,X,X,X,X
STOZLJI,O,O,X,O,O,X,X,X,X,X,O,X
STOZJIL,O,X,X,O,O,X,X,X,X,X,O,X
STOZJLI,O,X,X,O,O,X,X,X,X,X,O,X
SITLJZO,X,O,X,O,X,O,X,X,X,O,X,X
SITLJOZ,X,O,X,X,X,O,X,X,X,O,O,X
SITLZJO,O,O,X,O,X,O,X,X,X,O,X,X
SITLZOJ,O,O,X,O,X,X,X,X,X,X,X,X
SITLOJZ,O,X,X,X,X,O,X,X,X,O,O,X
SITLOZJ,O,O,X,X,X,X,X,X,X,X,X,X
SITJLZO,X,O,X,O,X,O,X,X,X,O,X,X
SITJLOZ,X,O,X,X,X,O,X,X,X,O,O,X
SITJZLO,X,O,X,O,X,X,X,X,X,O,X,X
SITJZOL,X,O,X,O,X,O,X,X,X,X,X,X
SITJOLZ,X,O,X,X,X,O,X,X,X,X,O,X
SITJOZL,X,O,X,X,X,O,X,X,X,X,O,X
SITZLJO,O,O,X,O,X,O,X,X,X,X,X,X
SITZLOJ,O,O,X,O,X,X,X,X,X,X,X,X
SITZJLO,O,O,X,O,X,X,X,X,X,X,X,X
SITZJOL,O,X,X,O,X,O,X,X,X,X,X,X
SITZOLJ,O,O,X,O,X,X,X,X,X,X,X,X
SITZOJL,O,X,X,O,X,X,X,X,X,X,X,X
SITOLJZ,O,X,X,X,X,O,X,X,X,X,O,X
SITOLZJ,O,O,X,X,X,X,X,X,X,X,X,X
SITOJLZ,O,X,X,X,X,O,X,X,X,X,O,X
SITOJZL,X,X,X,X,X,O,X,X,X,X,O,X
SITOZLJ,O,O,X,X,X,X,X,X,X,X,X,X
SITOZJL,O,X,X,X,X,X,X,X,X,X,X,X
SILTJZO,X,O,O,O,X,O,X,X,X,X,X,X
SILTJOZ,X,O,O,X,X,O,X,X,O,X,O,X
SILTZJO,O,O,O,O,X,O,X,X,X,X,X,X
SILTZOJ,O,O,O,O,X,X,X,X,X,X,X,X
SILTOJZ,O,X,O,X,X,O,X,X,O,X,O,X
SILTOZJ,O,O,O,X,X,X,X,X,X,X,X,X
SILJTZO,X,O,O,O,X,O,X,X,X,X,X,X
SILJTOZ,X,O,O,X,X,O,X,X,O,X,X,X
SILJZTO,X,O,O,X,X,O,X,X,X,O,X,X
SILJZOT,X,O,O,X,X,O,X,X,X,X,X,X
SILJOTZ,X,X,O,X,X,O,X,X,O,X,X,X
SILJOZT,X,X,O,X,X,O,X,X,O,X,X,X
SILZTJO,O,O,O,X,X,O,X,X,X,X,X,X
SILZTOJ,O,O,O,X,X,X,X,X,X,X,X,X
SILZJTO,O,O,O,X,X,O,X,X,X,X,X,X
SILZJOT,O,O,X,X,X,O,X,X,X,X,X,X
SILZOTJ,O,O,O,X,X,X,X,X,X,X,X,X
SILZOJT,O,O,O,X,X,X,X,X,X,X,X,X
SILOTJZ,O,X,O,X,X,O,X,X,O,X,O,X
SILOTZJ,O,X,O,X,X,X,X,X,X,X,X,X
SILOJTZ,O,X,O,X,X,O,X,X,O,X,X,X
SILOJZT,O,X,O,X,X,O,X,X,O,X,X,X
SILOZTJ,O,X,O,X,X,X,X,X,X,X,X,X
SILOZJT,O,X,O,X,X,X,X,X,X,X,X,X
SIJTLZO,X,O,O,O,X,O,X,X,X,O,X,X
SIJTLOZ,X,O,O,X,X,O,X,X,X,O,X,X
SIJTZLO,X,O,O,O,X,X,X,X,X,O,X,X
SIJTZOL,X,O,X,O,X,O,X,X,X,X,X,X
SIJTOLZ,X,O,X,X,X,O,X,X,X,X,X,X
SIJTOZL,X,O,X,X,X,O,X,X,X,X,X,X
SIJLTZO,X,O,O,O,X,O,X,X,X,X,X,X
SIJLTOZ,X,O,O,X,X,O,X,X,O,X,X,X
SIJLZTO,X,O,O,X,X,O,X,X,X,O,X,X
SIJLZOT,X,O,O,X,X,O,X,X,X,X,X,X
SIJLOTZ,X,X,O,X,X,O,X,X,O,X,X,X
SIJLOZT,X,X,X,X,X,O,X,X,O,X,X,X
SIJZTLO,X,O,O,X,X,X,X,X,X,O,X,X
SIJZTOL,X,O,X,X,X,O,X,X,X,X,X,X
SIJZLTO,X,O,O,X,X,X,X,X,X,O,X,X
SIJZLOT,X,O,O,X,X,X,X,X,X,X,X,X
SIJZOTL,X,X,X,X,X,O,X,X,X,X,X,X
SIJZOLT,X,O,X,X,X,X,X,X,X,X,X,X
SIJOTLZ,X,X,X,X,X,O,X,X,O,X,X,X
SIJOTZL,X,X,X,X,X,O,X,X,X,X,X,X
SIJOLTZ,X,X,X,X,X,O,X,X,O,X,X,X
SIJOLZT,X,X,X,X,X,O,X,X,O,X,X,X
SIJOZTL,X,X,X,X,X,O,X,X,X,X,X,X
SIJOZLT,X,X,X,X,X,X,X,X,O,X,X,X
SIZTLJO,O,O,X,X,X,O,X,X,X,X,X,X
SIZTLOJ,O,O,X,X,X,X,X,X,X,X,X,X
SIZTJLO,O,O,X,X,X,X,X,X,X,X,X,X
SIZTJOL,O,X,X,X,X,O,X,X,X,X,X,X
SIZTOLJ,O,O,X,X,X,X,X,X,X,X,X,X
SIZTOJL,O,X,X,X,X,X,X,X,X,X,X,X
SIZLTJO,O,O,X,X,X,O,X,X,X,X,X,X
SIZLTOJ,O,O,X,X,X,X,X,X,X,X,X,X
SIZLJTO,O,O,X,X,X,O,X,X,X,X,X,X
SIZLJOT,O,O,X,X,X,O,X,X,X,X,X,X
SIZLOTJ,O,O,X,X,X,X,X,X,X,X,X,X
SIZLOJT,O,O,X,X,X,X,X,X,X,X,X,X
SIZJTLO,O,O,X,X,X,X,X,X,X,X,X,X
SIZJTOL,O,O,X,X,X,O,X,X,X,X,X,X
SIZJLTO,O,O,X,X,X,X,X,X,X,X,X,X
SIZJLOT,O,O,X,X,X,X,X,X,X,X,X,X
SIZJOTL,O,X,X,X,X,O,X,X,X,X,X,X
SIZJOLT,O,O,X,X,X,X,X,X,X,X,X,X
SIZOTLJ,O,X,X,X,X,X,X,X,X,X,X,X
SIZOTJL,O,X,X,X,X,X,X,X,X,X,X,X
SIZOLTJ,O,O,X,X,X,X,X,X,X,X,X,X
SIZOLJT,O,O,X,X,X,X,X,X,X,X,X,X
SIZOJTL,O,X,X,X,X,X,X,X,X,X,X,X
SIZOJLT,O,X,X,X,X,X,X,X,X,X,X,X
SIOTLJZ,O,X,X,X,X,O,X,X,X,X,O,X
SIOTLZJ,O,X,X,X,X,X,X,X,X,X,X,X
SIOTJLZ,O,X,X,X,X,O,X,X,X,X,O,X
SIOTJZL,X,X,X,X,X,O,X,X,X,X,O,X
SIOTZLJ,O,X,X,X,X,X,X,X,X,X,X,X
SIOTZJL,O,X,X,X,X,X,X,X,X,X,X,X
SIOLTJZ,O,X,O,X,X,O,X,X,O,X,O,X
SIOLTZJ,O,X,O,X,X,X,X,X,X,X,X,X
SIOLJTZ,O,X,O,X,X,O,X,X,O,X,X,X
SIOLJZT,O,X,O,X,X,O,X,X,O,X,X,X
SIOLZTJ,O,X,O,X,X,X,X,X,X,X,X,X
SIOLZJT,O,X,O,X,X,X,X,X,X,X,X,X
SIOJTLZ,O,X,O,X,X,O,X,X,O,X,O,X
SIOJTZL,X,X,O,X,X,O,X,X,X,X,O,X
SIOJLTZ,O,X,O,X,X,O,X,X,O,X,X,X
SIOJLZT,O,X,O,X,X,X,X,X,O,X,X,X
SIOJZTL,O,X,O,X,X,O,X,X,X,X,X,X
SIOJZLT,O,X,O,X,X,X,X,X,O,X,X,X
SIOZTLJ,O,X,X,X,X,X,X,X,X,X,X,X
SIOZTJL,O,X,X,X,X,X,X,X,X,X,X,X
SIOZLTJ,O,X,X,X,X,X,X,X,X,X,X,X
SIOZLJT,O,X,X,X,X,X,X,X,X,X,X,X
SIOZJTL,O,X,X,X,X,X,X,X,X,X,X,X
SIOZJLT,O,X,X,X,X,X,X,X,X,X,X,X
SLTIJZO,X,O,O,O,X,O,O,X,X,O,X,X
SLTIJOZ,X,O,O,X,X,O,O,X,O,O,O,X
SLTIZJO,O,O,O,O,X,O,X,X,X,O,X,X
SLTIZOJ,O,O,O,O,X,X,X,X,X,X,X,X
SLTIOJZ,O,X,O,X,X,O,X,X,O,O,O,X
SLTIOZJ,O,O,O,X,X,X,X,X,X,X,X,X
SLTJIZO,X,O,O,O,X,O,O,X,X,O,X,X
SLTJIOZ,X,O,O,X,X,O,O,X,O,O,O,O
SLTJZIO,O,O,O,O,O,O,O,X,X,O,X,X
SLTJZOI,O,O,O,O,O,O,O,X,O,O,O,X
SLTJOIZ,O,O,O,X,X,O,O,X,O,O,O,O
SLTJOZI,O,O,O,O,O,O,O,X,O,O,O,X
SLTZIJO,O,O,O,O,X,O,X,X,X,O,X,X
SLTZIOJ,O,O,O,O,X,X,X,X,X,X,X,X
SLTZJIO,O,O,O,O,O,O,X,X,X,O,X,X
SLTZJOI,O,O,O,O,O,O,X,X,O,O,O,X
SLTZOIJ,O,O,O,O,X,X,X,X,X,X,X,X
SLTZOJI,O,O,X,O,O,X,X,X,O,X,O,X
SLTOIJZ,O,X,O,X,X,O,O,X,O,O,O,X
SLTOIZJ,O,O,O,X,X,X,X,X,X,X,X,X
SLTOJIZ,O,O,O,X,X,O,O,X,O,O,O,O
SLTOJZI,O,O,O,O,O,O,O,X,O,O,O,X
SLTOZIJ,O,O,O,O,X,X,X,X,X,X,X,X
SLTOZJI,O,O,X,O,O,X,X,X,O,X,O,X
SLITJZO,X,O,O,O,X,O,O,X,X,X,X,X
SLITJOZ,X,O,O,X,X,O,O,X,O,X,O,X
SLITZJO,O,O,O,O,X,O,X,X,X,X,X,X
SLITZOJ,O,O,O,O,X,X,X,X,X,X,X,X
SLITOJZ,O,X,O,X,X,O,X,X,O,X,O,X
SLITOZJ,O,O,O,X,X,X,X,X,X,X,X,X
SLIJTZO,X,O,O,O,X,O,O,O,X,X,X,X
SLIJTOZ,X,O,O,X,X,O,O,X,O,X,X,X
SLIJZTO,X,O,O,X,X,O,O,O,X,O,X,X
SLIJZOT,X,O,O,X,X,O,X,X,X,X,X,X
SLIJOTZ,X,X,O,X,X,O,O,X,O,X,X,X
SLIJOZT,X,X,O,X,X,O,X,X,O,X,X,X
SLIZTJO,O,O,O,X,X,O,X,X,X,X,X,X
SLIZTOJ,O,O,O,X,X,X,X,X,X,X,X,X
SLIZJTO,O,O,O,X,X,O,X,O,X,X,X,X
SLIZJOT,O,O,X,X,X,O,X,X,X,X,X,X
SLIZOTJ,O,O,O,X,X,X,X,X,X,X,X,X
SLIZOJT,O,O,O,X,X,X,X,O,X,X,X,X
SLIOTJZ,O,X,O,X,X,O,X,X,O,X,O,X
SLIOTZJ,O,X,O,X,X,X,X,X,X,X,X,X
SLIOJTZ,O,X,O,X,X,O,X,O,O,X,X,X
SLIOJZT,O,X,O,X,X,O,X,O,O,X,X,X
SLIOZTJ,O,X,O,X,X,X,X,X,X,X,X,X
SLIOZJT,O,X,O,X,X,X,X,O,X,X,X,X
SLJTIZO,O,O,O,O,X,O,O,O,X,O,X,X
SLJTIOZ,O,O,O,X,X,O,O,X,O,O,O,O
SLJTZIO,O,O,O,O,O,O,O,O,X,O,X,X
SLJTZOI,O,O,O,O,O,O,O,X,O,O,O,X
SLJTOIZ,O,O,O,X,X,O,O,X,O,O,O,O
SLJTOZI,O,O,O,O,O,O,O,X,O,O,O,X
SLJITZO,O,O,O,O,X,O,O,O,X,X,X,X
SLJITOZ,O,O,O,X,X,O,O,X,O,X,X,O
SLJIZTO,O,O,O,O,X,O,O,O,X,O,X,X
SLJIZOT,X,O,O,O,X,O,X,X,X,X,X,X
SLJIOTZ,O,X,O,X,X,O,O,X,O,X,X,X
SLJIOZT,O,X,O,X,X,O,O,X,O,X,X,X
SLJZTIO,O,O,O,O,O,O,O,O,X,O,X,X
SLJZTOI,O,O,O,O,O,O,O,X,O,O,X,X
SLJZITO,O,O,O,O,O,O,O,O,X,O,X,X
SLJZIOT,O,O,O,O,X,O,X,X,X,X,X,X
SLJZOTI,O,O,O,O,X,O,O,O,O,O,X,X
SLJZOIT,O,O,O,O,X,O,O,O,O,X,X,X
SLJOTIZ,O,O,O,X,X,O,O,O,O,X,O,X
SLJOTZI,O,O,O,O,X,O,O,O,O,X,O,X
SLJOITZ,O,X,O,X,X,O,O,O,O,X,X,X
SLJOIZT,O,X,O,X,X,O,O,O,O,X,X,X
SLJOZTI,O,O,O,X,X,O,O,O,O,O,X,X
SLJOZIT,O,O,O,X,X,O,O,O,O,X,X,X
SLZTIJO,O,O,O,O,X,O,X,X,X,X,X,X
SLZTIOJ,O,O,O,O,X,X,X,X,X,X,X,X
SLZTJIO,O,O,O,O,O,O,X,X,X,X,X,X
SLZTJOI,O,O,O,O,O,O,X,X,O,X,O,X
SLZTOIJ,O,O,O,O,X,X,X,X,X,X,X,X
SLZTOJI,O,O,X,O,O,X,X,X,O,X,O,X
SLZITJO,O,O,O,O,X,O,X,X,X,X,X,X
SLZITOJ,O,O,O,O,X,X,X,X,X,X,X,X
SLZIJTO,O,O,O,O,X,O,X,O,X,X,X,X
SLZIJOT,O,O,X,O,X,O,X,X,X,X,X,X
SLZIOTJ,O,O,O,O,X,X,X,X,X,X,X,X
SLZIOJT,O,O,O,O,X,X,X,O,X,X,X,X
SLZJTIO,O,O,O,O,O,O,X,O,X,O,X,X
SLZJTOI,O,O,O,O,O,O,X,X,O,O,X,X
SLZJITO,O,O,O,O,O,O,X,O,X,O,X,X
SLZJIOT,O,O,X,O,X,O,X,X,X,X,X,X
SLZJOTI,O,O,O,O,X,O,X,O,O,O,X,X
SLZJOIT,O,O,O,O,X,O,X,O,O,X,X,X
SLZOTIJ,O,O,O,O,X,X,X,X,X,X,X,X
SLZOTJI,O,O,X,O,X,X,X,X,O,X,O,X
SLZOITJ,O,O,O,O,X,X,X,X,X,X,X,X
SLZOIJT,O,O,O,O,X,X,X,O,X,X,X,X
SLZOJTI,O,O,O,O,X,X,X,O,O,X,X,X
SLZOJIT,O,O,O,O,X,X,X,O,O,X,X,X
SLOTIJZ,O,X,O,X,X,O,O,X,O,X,O,X
SLOTIZJ,O,O,O,X,X,X,X,X,X,X,X,X
SLOTJIZ,O,O,O,X,X,O,O,X,O,X,O,X
SLOTJZI,O,O,O,O,X,O,O,X,O,X,O,X
SLOTZIJ,O,O,O,O,X,X,X,X,X,X,X,X
SLOTZJI,O,O,X,O,X,X,X,X,O,X,O,X
SLOITJZ,O,X,O,X,X,O,O,X,O,X,O,X
SLOITZJ,O,X,O,X,X,X,X,X,X,X,X,X
SLOIJTZ,O,X,O,X,X,O,O,O,O,X,X,X
SLOIJZT,O,X,O,X,X,O,O,O,O,X,X,X
SLOIZTJ,O,X,O,X,X,X,X,X,X,X,X,X
SLOIZJT,O,X,O,X,X,X,X,O,X,X,X,X
SLOJTIZ,O,O,O,X,X,O,O,O,O,X,O,X
SLOJTZI,O,O,O,O,X,O,O,O,O,X,O,X
SLOJITZ,O,X,O,X,X,O,O,O,O,X,X,X
SLOJIZT,O,X,O,X,X,O,O,O,O,X,X,X
SLOJZTI,O,O,O,X,X,O,O,O,O,O,X,X
SLOJZIT,O,O,O,X,X,O,O,O,O,X,X,X
SLOZTIJ,O,O,O,X,X,X,X,X,X,X,X,X
SLOZTJI,O,O,X,X,X,X,X,X,O,X,O,X
SLOZITJ,O,O,O,X,X,X,X,X,X,X,X,X
SLOZIJT,O,O,O,X,X,X,X,O,X,X,X,X
SLOZJTI,O,O,O,X,X,X,X,O,O,X,X,X
SLOZJIT,O,O,O,X,X,X,X,O,O,X,X,X
SJTILZO,O,O,O,O,X,O,O,X,X,O,X,X
SJTILOZ,O,O,O,X,X,O,O,X,X,O,O,O
SJTIZLO,O,O,O,O,X,X,X,X,X,O,X,X
SJTIZOL,X,O,X,O,X,O,X,X,X,X,X,X
SJTIOLZ,O,O,X,X,X,O,O,X,X,X,O,O
SJTIOZL,O,O,X,X,X,O,O,X,X,X,O,X
SJTLIZO,O,O,O,O,X,O,O,O,X,O,X,X
SJTLIOZ,O,O,O,X,X,O,O,X,O,O,O,O
SJTLZIO,O,O,O,O,O,O,O,O,X,O,X,X
SJTLZOI,O,O,O,O,O,O,O,X,O,O,O,X
SJTLOIZ,O,O,O,X,X,O,O,X,O,O,O,O
SJTLOZI,O,O,O,O,O,O,O,X,O,O,O,X
SJTZILO,O,O,O,O,O,X,X,X,X,O,X,X
SJTZIOL,O,O,X,O,O,O,X,X,X,X,X,X
SJTZLIO,O,O,O,O,O,O,O,O,X,O,X,X
SJTZLOI,O,O,O,O,O,O,O,X,X,O,O,X
SJTZOIL,O,O,O,O,O,O,O,O,X,X,O,X
SJTZOLI,O,O,O,O,O,O,O,O,X,O,O,X
SJTOILZ,O,O,O,X,X,O,O,X,O,X,O,O
SJTOIZL,O,O,O,X,X,O,O,O,X,X,O,X
SJTOLIZ,O,O,O,X,X,O,O,O,O,O,O,O
SJTOLZI,O,O,O,O,O,O,O,O,O,O,O,X
SJTOZIL,O,O,O,O,O,O,O,O,X,X,O,X
SJTOZLI,O,O,O,O,O,O,O,O,X,O,O,X
SJITLZO,O,O,O,O,X,O,O,X,X,O,X,X
SJITLOZ,O,O,O,X,X,O,O,X,X,O,X,O
SJITZLO,O,O,O,O,X,X,X,X,X,O,X,X
SJITZOL,X,O,X,O,X,O,X,X,X,X,X,X
SJITOLZ,O,O,X,X,X,O,O,X,X,X,X,O
SJITOZL,O,O,X,X,X,O,O,X,X,X,X,X
SJILTZO,O,O,O,O,X,O,O,X,X,X,X,X
SJILTOZ,O,O,O,X,X,O,O,X,O,X,X,O
SJILZTO,O,O,O,O,X,O,O,X,X,O,X,X
SJILZOT,X,O,O,O,X,O,X,X,X,X,X,X
SJILOTZ,O,X,O,X,X,O,O,X,O,X,X,X
SJILOZT,O,X,X,X,X,O,O,X,O,X,X,X
SJIZTLO,O,O,O,O,X,X,X,X,X,O,X,X
SJIZTOL,X,O,X,O,X,O,X,X,X,X,X,X
SJIZLTO,O,O,O,O,X,X,X,X,X,O,X,X
SJIZLOT,X,O,O,O,X,X,X,X,X,X,X,X
SJIZOTL,X,X,X,O,X,O,X,X,X,X,X,X
SJIZOLT,X,O,X,O,X,X,X,X,X,X,X,X
SJIOTLZ,O,X,X,X,X,O,O,X,O,X,X,X
SJIOTZL,O,X,X,X,X,O,O,X,X,X,X,X
SJIOLTZ,O,X,X,X,X,O,O,X,O,X,X,X
SJIOLZT,O,X,X,X,X,O,O,X,O,X,X,X
SJIOZTL,O,X,X,X,X,O,O,X,X,X,X,X
SJIOZLT,O,X,X,X,X,X,X,X,O,X,X,X
SJLTIZO,O,O,O,O,X,O,O,O,X,O,X,X
SJLTIOZ,O,O,O,X,X,O,O,X,O,O,O,O
SJLTZIO,O,O,O,O,O,O,O,O,X,O,X,X
SJLTZOI,O,O,O,O,O,O,O,X,O,O,O,X
SJLTOIZ,O,O,O,X,X,O,O,X,O,O,O,O
SJLTOZI,O,O,O,O,O,O,O,X,O,O,O,X
SJLITZO,O,O,O,O,X,O,O,O,X,X,X,X
SJLITOZ,O,O,O,X,X,O,O,X,O,X,X,O
SJLIZTO,O,O,O,O,X,O,O,O,X,O,X,X
SJLIZOT,X,O,O,O,X,O,X,X,X,X,X,X
SJLIOTZ,O,X,O,X,X,O,O,X,O,X,X,X
SJLIOZT,O,X,O,X,X,O,O,X,O,X,X,X
SJLZTIO,O,O,O,O,O,O,O,O,X,O,X,X
SJLZTOI,O,O,O,O,O,O,O,X,O,O,X,X
SJLZITO,O,O,O,O,O,O,O,O,X,O,X,X
SJLZIOT,O,O,O,O,X,O,X,X,X,X,X,X
SJLZOTI,O,O,O,O,X,O,O,O,O,O,X,X
SJLZOIT,O,O,O,O,X,O,O,O,O,X,X,X
SJLOTIZ,O,O,O,X,X,O,O,O,O,X,O,X
SJLOTZI,O,O,O,O,X,O,O,O,O,X,O,X
